screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes
PUBMED_0528,35202443,Identification of the preoperative and perioperative factors that predict postoperative endothelial cell density after Descemet membrane endothelial keratoplasty: A retrospective cohort study.,"Low postoperative endothelial-cell density (ECD) plays a key role in graft failure after Descemet-membrane endothelial keratoplasty (DMEK). Identifying pre/perioperative factors that predict postoperative ECD could help improve DMEK outcomes. This retrospective study was conducted with consecutive adult patients with Fuchs-endothelial corneal dystrophy who underwent DMEK in 2015-2019 and were followed for 12 months. Patients underwent concomitant cataract surgery (triple-DMEK) or had previously undergone cataract surgery (pseudophakic-DMEK). Multivariate analyses assessed whether: patient age/sex; graft-donor age; preoperative ECD, mean keratometry, or visual acuity; triple DMEK; surgery duration; surgical difficulties; and need for rebubbling predicted 6- or 12-month ECD in the whole cohort or in subgroups with high/low ECD at 6 or 12 months. The subgroups were generated with the clinically relevant threshold of 1000 cells/mm2. Surgeries were defined as difficult if any part was not standard. In total, 103 eyes (95 patients; average age, 71 years; 62% women) were included. Eighteen eyes involved difficult surgery (14 difficult graft preparation or unfolding cases and four others). Regardless of how the study group was defined, the only pre/perioperative variable that associated significantly with 6- and 12-month ECD was difficult surgery (p = 0.01, 0.02, 0.05, and 0.0009). Difficult surgery also associated with longer surgery duration (p = 0.002). Difficult-surgery subgroup analysis showed that difficult graft dissection associated with lower postoperative ECD (p = 0.03). This association may reflect endothelial cell loss due to excessive graft handling and/or an intrinsic unhealthiness of the endothelial cells in the graft that conferred unwanted physical properties onto the graft that complicated its preparation/unfolding.",2022,PloS one,10.1371/journal.pone.0264401,C4_endothelium,1,,,,,
PUBMED_0529,35224204,Three-year results of accelerated transepithelial cross-linking (30 mW/cm(2) × 3 min) for keratoconus: a prospective study.,"OBJECTIVE: To assess the long-term efficacy and safety of accelerated transepithelial corneal cross-linking (ATE-CXL) with 30 mW/cm(2) × 3 min. METHODS AND ANALYSIS: Thirty-four eyes of 23 patients with progressive keratoconus (KCN) recruited within a single centre were enrolled in this prospective interventional study. Exclusion criteria included: history of Descemet's membrane rupture, glaucoma, uveitis, severe dry eye, concurrent corneal infections, and systemic disease that could affect corneal healing. ATE-CXL was performed with 3 min of ultraviolet-A continuous irradiation (30 mW/cm(2)). Follow-up examinations were scheduled on postoperative day 1; 1 and 2 weeks; 1, 3 and 6 months; and 1, 2 and 3 years. Main outcome measures were maximum corneal power (Kmax), average corneal power (AvgK), steepest corneal power (Ks), central corneal thickness, thinnest corneal thickness, uncorrected visual acuity (UCVA), best spectacle-corrected visual acuity (BCVA) and endothelial cell density. RESULTS: Mean Kmax, AvgK, Ks, UCVA, BCVA and endothelial cell density did not significantly change over 3 years. The speed of progression obtained by linear regression analysis on corneal parameters (Kmax, AvgK, Ks) improved after ATE-CXL. All baseline parameters correlated with the postoperative Kmax slope. Two eyes underwent ATE-CXL redo because of continued progression after the primary CXL. CONCLUSION: This is the first report of 3-year results of ATE-CXL with 30 mW/cm(2) × 3 min. ATE-CXL (30 mW/cm(2) × 3 min) was safe and effective for slowing down KCN progression. TRIAL REGISTRATION NUMBER: This study was registered with ID UMIN000009372 in UMIN-Clinical Trials Registry.",2022,BMJ open ophthalmology,10.1136/bmjophth-2021-000827,C4_endothelium,1,,,,,
PUBMED_0530,35229601,Tissue-Engineered Corneal Endothelial Sheets Using Ultrathin Acellular Porcine Corneal Stroma Substrates for Endothelial Keratoplasty.,"Tissue-engineered cornea endothelial sheets (TECES), created using a biocompatible thin and transparent carrier with corneal endothelial cells, could alleviate the shortage of donor corneas and provide abundant functional endothelial cells. In our previous clinical trials, the effectiveness and safety of the acellular porcine corneal stroma (APCS) applied in lamellar keratoplasty have been confirmed. In this study, we optimized the method to cut APCS into multiple 20 μm ultrathin lamellae by a cryostat microtome and investigated the feasibility of TECES by seeding rabbit corneal endothelial cells (RCECs) on ultrathin APCS. Cell adhesion, proliferation, and functional gene expression of RCECs on tissue-culture plastic and APCS of different thicknesses were compared. The results indicated that ultrathin lamellae were superior in increasing cell viability and maintaining cell functions. Analyzing with histology, electron microscopy, and immunofluorescence, we found that RCECs cultured on 20 μm ultrathin APCS for 5 days grew into a confluent monolayer with a density of 3726 ± 223 cells/mm(2) and expressed functional biomarkers Na(+)/K(+)-ATPase and zonula occludens. After 14 days, RCECs formed an early stage of Descemet's membrane-like structure by synthesizing collagen IV and laminin. Human corneal endothelial cells were also used to further validate the supportive effect of ultrathin APCS on cells. The resulting constructs were flexible and tough enough to implant into rabbits' anterior chambers through small incisions. TECES adhered to the posterior corneal stroma, and the thickness of cornea gradually reduced to normal after grafting. These results indicate that the ultrathin APCS can serve as a tissue engineering carrier and might be a suitable alternative for endothelial cells expansion in endothelial keratoplasty.",2022,ACS biomaterials science & engineering,10.1021/acsbiomaterials.2c00039,B3_stroma;C4_endothelium;D3_full_thickness_multilayer,3,,,,,
PUBMED_0531,35238557,Novel Corneal Endothelial Cell Carrier Couples a Biodegradable Polymer and a Mesenchymal Stem Cell-Derived Extracellular Matrix.,"Here, we report a transparent, biodegradable, and cell-adhesive carrier that is securely coupled with the extracellular matrix (ECM) for corneal endothelial cell (CEC) transplantation. To fabricate a CEC carrier, poly(lactide-co-caprolactone) (PLCL) solution was poured onto the decellularized ECM (UMDM) derived from in vitro cultured umbilical cord blood-MSCs. Once completely dried, ECM-PLCL was then peeled off from the substrate. It was 20 μm thick, transparent, rich in fibronectin and collagen type IV, and easy to handle. Surface characterizations exhibited that ECM-PLCL was very rough (54.0 ± 4.50 nm) and uniformly covered in high density by ECM and retained a positive surface charge (65.2 ± 57.8 mV), as assessed via atomic force microscopy. Human CECs (B4G12) on the ECM-PLCL showed good cell attachment, with a cell density similar to the normal cornea. They could also maintain a cell phenotype, with nicely formed cell-cell junctions as assessed via ZO-1 and N-cadherin at 14 days. This was in sharp contrast to the CEC behaviors on the FNC-coated PLCL (positive control). A function-related marker, Na(+)/K(+)-ATPase, was also identified via western blot and immunofluorescence. In addition, primary rabbit CECs showed a normal shape and they could express structural and functional proteins on the ECM-PLCL. A simulation test confirmed that CECs loaded on the ECM-PLCL were successfully engrafted into the decellularized porcine corneal tissue, with a high engraftment level and cell viability. Moreover, ECM-PLCL transplantation into the anterior chamber of the rabbit eye for 8 weeks proved the maintenance of normal cornea properties. Taken together, this study demonstrates that our ECM-PLCL can be a promising cornea endothelium graft with an excellent ECM microenvironment for CECs.",2022,ACS applied materials & interfaces,10.1021/acsami.2c01709,C4_endothelium,1,,,,,
PUBMED_0532,35252778,Graphene-Lined Porous Gelatin Glycidyl Methacrylate Hydrogels: Implications for Tissue Engineering.,"Despite rigorous research, inferior mechanical properties and structural homogeneity are the main challenges constraining hydrogel's suturability to host tissue and limiting its clinical applications. To tackle those, we developed a reverse solvent interface trapping method, in which organized, graphene-coated microspherical cavities were introduced into a hydrogel to create heterogeneity and make it suturable. To generate those cavities, (i) graphite exfoliates to graphene sheets, which spread at the water/ heptane interfaces of the microemulsion, (ii) heptane fills the microspheres coated by graphene, and (iii) a cross-linkable hydrogel dissolved in water fills the voids. Cross-linking solidifies such microemulsion to a strong, suturable, permanent hybrid architecture, which has better mechanical properties, yet it is biocompatible and supports cell adhesion and proliferation. These properties along with the ease and biosafety of fabrication suggest the potential of this strategy to enhance tissue engineering outcomes by generating various suturable scaffolds for biomedical applications, such as donor cornea carriers for Boston keratoprosthesis (BK).",2021,ACS applied nano materials,10.1021/acsanm.1c03201,D3_full_thickness_multilayer,1,,,,,
PUBMED_0533,35269891,Efficient Isolation and Functional Characterization of Niche Cells from Human Corneal Limbus.,"The fate decision of limbal epithelial progenitor cells (LEPC) at the human corneal limbus is determined by the surrounding microenvironment with limbal niche cells (LNC) as one of its essential components. Research on freshly isolated LNC which mainly include limbal mesenchymal stromal cells (LMSC) and limbal melanocytes (LM) has been hampered by a lack of efficient protocols to isolate and purify these cells. We devised a protocol for rapid retrieval of pure LMSC, LM and LEPC populations by collagenase digestion of limbal tissue and subsequent fluorescence-activated cell sorting (FACS) using antibodies against CD90 and CD117. The sorted cells were characterized by immunophenotyping and functional assays. The effects of LMSC and LM on LEPC were studied in 3D co-cultures and LEPC differentiation status was assessed by immunohistochemistry. Enzymatic digestion and flow sorting yielded pure populations of LMSC (CD117(-)CD90(+)), LM (CD117(+)CD90(-)), and LEPC (CD117(-)CD90(-)). The LMSC exhibited self-renewal capacity (55.0 ± 4.6 population doublings), expressed mesenchymal stem cell markers (CD73, CD90, CD105, and CD44), and transdifferentiated to adipocytes, osteocytes, or chondrocytes. The LM exhibited self-renewal capacity and sustained melanin production. The sorted LEPC expressed epithelial progenitor markers (CK14, CK19, and CK15) and showed a colony-forming ability. Co-cultivation of LMSC and LM with LEPC resulted in a 4-5-layered stratified epithelium and supported the preservation of a LEPC phenotype, as reflected by increased p63(+) and Ki67(+) cells and decreased CK12(+) cells compared with LEPC monocultures. A highly efficient isolation of pure LM, LMSC, and LEPC populations from a single preparation may allow for direct transcriptomic and proteomic profiling as well as functional studies on native unpassaged LNC, which can be considered as proper equivalents of LNC in vivo. The developed biomimetic 3D co-culture method could provide an experimental model for investigating the functional role of LNC in the limbal stem cell niche.",2022,International journal of molecular sciences,10.3390/ijms23052750,A3_epithelium_limbus,1,,,,,
PUBMED_0534,35276182,Photo-crosslinked hydrogels for tissue engineering of corneal epithelium.,"The vast majority of patients with corneal blindness cannot recover their vision due to the serious shortage of donor cornea. However, the technology to construct a feasible corneal substitute is a promising treatment method for corneal blindness. In this paper, methacrylated gelatin (GelMA)-methacrylated hyaluronic acid (HAMA) double network (GHDN) hydrogels were prepared by modifying gelatin and hyaluronic acid with methacrylate anhydride (MA). GHDN hydrogel was compared with GelMA single network and HAMA single network hydrogels through characterization experiments of mechanical properties, optical properties, hydrophilicity and in-situ degradation in vitro. At the same time, the biocompatibility of hydrogel was tested by inoculating rabbit corneal epithelial cells (CEpCs) epidermal cells on hydrogels using CCK-8 test, live/dead staining, immunofluorescence staining and qRT-PCR. It was found that the GHDN hydrogel has optical transparency in the visible region, and its mechanical properties are better than those of GelMA and HAMA hydrogels, and its hydrophilicity is similar to that of normal human corneas. The results of in vitro hydrogel culture of CEpCs showed that the proliferation of CEpCs on GHDN hydrogel was two times higher than that of HAMA hydrogel, and the expression of specific marker Cytokeratin 3 (CK3) and Cytokeratin 12 (CK12) could be better maintained on GHDN hydrogel. All the experimental results proved that GHDN hydrogel has good physical properties and biocompatibility and is a potential candidate for corneal tissue engineering scaffolds.",2022,Experimental eye research,10.1016/j.exer.2022.109027,D3_full_thickness_multilayer,1,,,,,
PUBMED_0535,35306228,"Tyrosine-sulfated dermatopontin shares multiple binding sites and recognition determinants on triple-helical collagens with proteins implicated in cell adhesion and collagen folding, fibrillogenesis, cross-linking, and degradation.","Dermatopontin (DPT), a small extracellular matrix protein that stimulates collagen fibrillogenesis, contains sulfotyrosine residues but neither its level of sulfation nor its binding sites on fibrillar collagens are known. Here, we discovered that DPT is present in a relatively high mass concentration (~ 0.02%) in porcine corneal stroma, from which we purified five DPT charge variants (A-E) containing up to six sulfations. The major variant (C), containing four sulfotyrosine residues, was used to locate binding sites for DPT on triple-helical collagens II and III using the Collagen Toolkits. DPT-binding loci included the triple helix crosslinking sites and collagenase cleavage site. We find that strong DPT-binding sites on triple-helical collagen comprise an arginine-rich, positively-charged sequence that also contains hydrophobic residues. This collagen-binding signature of DPT is similar to that of the chaperone HSP47. Thus, we propose that DPT assumes the role of HSP47 as a collagen chaperone during and after the secretion. Peptide II-44, harbouring the conserved collagenase cleavage site, shows the strongest DPT-binding of the Collagen Toolkit II peptides. Substituting any of the three arginine residues (R) with alanine in the sequence GLAGQRGIVGLOGQRGER of II-44 resulted in almost complete loss of DPT binding. Since osteogenesis imperfecta, spondyloepiphyseal dysplasia, and spondyloepimetaphyseal dysplasia congenita are associated with missense mutations that substitute the corresponding arginine residues in collagens alpha-1(I) and alpha-1(II), we suggest that disrupted DPT binding to fibrillar collagens may contribute to these connective tissue disorders. In conclusion, the present work provides a cornerstone for further elucidation of the role of DPT.",2022,Biochimica et biophysica acta. Proteins and proteomics,10.1016/j.bbapap.2022.140771,B3_stroma,1,,,,,
PUBMED_0536,35337520,Drug-free contact lens based on quaternized chitosan and tannic acid for bacterial keratitis therapy and corneal repair.,"Bacterial keratitis (BK) and related inflammatory diseases causes irreversible damage to the corneal tissue. In this study, a novel polyacrylamide semi-interpenetrating network hydrogel including quaternized chitosan and tannic acid (PAM-QCS-TA) were used to construct a novel antibacterial and antioxidant contact lens. The obtained hydrogels showed high water content (>85%), swelling resistance, light transmittance (>90%) and adjustable mechanical property. Both quantitative and qualitative antibacterial experiments against Staphylococcus aureus and Escherichia coli (E. coli) indicated excellent sterilization function especially against E. coli (almost 100%). Due to the presence of tannin acid, it showed obvious antioxidant properties, which relieved oxidative stress and protect cells from reactive oxygen species-induced cytotoxicity. Animal experiments also indicated the shortened treatment time of BK (only 3 days) as well as the protection of eye tissue structure. Therefore, such drug-free antibacterial and antioxidant contact lens avoiding the development of drug resistance is a potential candidate in ocular infectious and inflammatory diseases treatment.",2022,Carbohydrate polymers,10.1016/j.carbpol.2022.119314,D3_full_thickness_multilayer,1,,,,,
PUBMED_0537,35358736,Construction of tissue-engineered human corneal endothelium for corneal endothelial regeneration using a crosslinked amniotic membrane scaffold.,"Descemet's membrane endothelial keratoplasty (DMEK) may provide fast visual rehabilitation in the therapy of corneal endothelial disorders. However, due to shortage of donated corneas, how to construct a corneal endothelial substitute with powerful functions that can be used for DMEK is still unsolved. Herein, we introduced the method of corneal crosslinking (CXL) and conjugated the components of native Descemet's membrane (DM) to improve the mechanical properties and the biocompatibility of denuded amniotic membrane (dAM), further assessed their effects on cell adhesion, proliferation, YAP translocation, and metabolic activity in human corneal endothelial (HCE) cells. Using modified crosslinked dAM (mcdAM) and non-transfected HCE cells, we constructed a tissue-engineered HCE (TE-HCE) and evaluated its functions in cat and monkey models as well. Our results showed that the mechanical properties of mcdAM were improved effectively by CXL, and the adhesion, proliferation, and YAP translocation of HCE cells were dose-dependently improved after ECM modification. The combination of 0.01 mg/mL laminin with 0.1 mg/mL fibronectin showed the highest efficacy. Then, the TE-HCE was constructed in vitro, with a high density of 3612 ± 243 cells/mm(2). Results of DMEK in animal models showed that corneal transparency was maintained, accompanied with normal morphology and histological structure of the regenerated corneal endothelium. Therefore, CXL combined with DM-mimic-coating methods could effectively improve the mechanical properties of dAM and enhance the biocompatibility with HCE cells. The constructed TE-HCE had normal histological structure and functioned well in animal models via DMEK, which could be used as a promising powerful equivalent of HCE. STATEMENT OF SIGNIFICANCE: Using high-quality corneal endothelium and an appropriate endothelial keratoplasty is the most effective way for the treatment of corneal endotheliopathy. Descemet's membrane endothelial keratoplasty (DMEK) which can provide better visual acuity, lower immunological rejection rates, and improved graft survival is an ideal surgery at present. However, due to the shortage of donated corneas, it is urgent to find an equivalent substitute of corneal endothelial donor which is suitable for the DMEK surgery to solve the problem of corneal endothelial regeneration. Herein, we introduced the clinical cornea-crosslinking and Descemet's membrane-mimic-coating methods to build the modified crosslinked denuded amniotic membrane scaffold and further constructed a high-quality corneal endothelial functional substitute that can be used in DMEK surgery.",2022,Acta biomaterialia,10.1016/j.actbio.2022.03.039,D3_full_thickness_multilayer,1,,,,,
PUBMED_0538,35362956,Scaffold-Free Strategy Using a PEG-Dextran Aqueous Two-Phase-System for Corneal Tissue Repair.,"Forming thin tissue constructs with minimal extracellular matrix surrounding them is important for tissue engineering applications. Here, we explore and optimize a strategy that enables rapid fabrication of scaffold-free corneal tissue constructs using the liquid-liquid interface of an aqueous two-phase system (ATPS) that is based on biocompatible polymers, dextran and polyethylene glycol. Intact tissue-like constructs, made of corneal epithelial or endothelial cells, can be formed on the interface between the two liquid phases of ATPS within hours and subsequently collected simply by removing the liquid phases. The formed corneal cell constructs express essential physiological markers and have preserved viability and proliferative ability in vitro. The corneal epithelial cell constructs are also able to re-epithelialize the corneal epithelial wound in vitro. The results suggest the promise of our reported strategy in corneal repair.",2022,ACS biomaterials science & engineering,10.1021/acsbiomaterials.1c01500,A3_epithelium_limbus;D3_full_thickness_multilayer,2,,,,,
PUBMED_0539,35378880,Thermosensitive Tri-Block Polymer Nanoparticle-Hydrogel Composites as Payloads of Natamycin for Antifungal Therapy Against Fusarium Solani.,"PURPOSE: Fusarium Solani is the principal pathogen associated with fungal keratitis. As a sensitive drug to F. Solani, natamycin (NAT) was limited by the poor penetration and low bioavailability in clinical application. The aim of this study was to develop a new type of tri-block polymer nanoparticle-gel complex (Gel@PLGA-PEI-PEG@NAT) for delivering NAT and evaluate its physicochemical properties, antifungal activity, safety, penetrability, adhesion, and efficacy in treating fungal keratitis. METHODS: PLGA-PEI-PEG@NAT was prepared and characterized with a nano-particle size analyzer, transmission electron microscopy (TEM), scanning electron microscopy (SEM), and Fourier transform infrared spectroscopy (FTIR). The minimum inhibitory concentration (MIC), cytotoxicity, penetrability of NAT (Natacyn(®) 5% ophthalmic suspension; Alcon) and PLGA-PEI-PEG@NAT with different concentrations were assessed. The eye surface retention time, ocular irritation, and curative effect of the NAT ophthalmic suspension and Gel@PLGA-PEI-PEG@NAT on a rabbit fungal keratitis model were evaluated. RESULTS: PLGA-PEI-PEG@NAT had a particle size of 150 nm, a positive surface charge, and a sustained-release effect. The MIC for F. Solani was 2 μg/mL. A cytotoxicity test and ocular irritation test showed that PLGA-PEI-PEG@NAT and Gel@PLGA-PEI-PEG@NAT had good biocompatibility and no obvious irritation for rabbit corneas. Penetration experiments confirmed that PLGA-PEI-PEG@NAT can successfully enter corneal epithelial cells and through the cornea to enter the anterior chamber. Compared with NAT ophthalmic suspension, Gel@PLGA-PEI-PEG@NAT had stronger cornea permeation at the same concentration. The therapeutic effect and precorneal retention ability of the NAT ophthalmic suspension and Gel@PLGA-PEI-PEG@NAT on the fungal keratitis rabbit model were compared. Gel@PLGA-PEI-PEG@NAT achieved a better therapeutic effect at a lower drug concentration, and its eye surface retention time was significantly longer than that of the NAT ophthalmic suspension. CONCLUSION: Gel@PLGA-PEI-PEG@NAT was shown to be a safe and effective nanodrug delivery system for NAT. It has great potential to improve the cure rate of fungal keratitis, reduce the administration frequency during the treatment process, and improve patient compliance.",2022,International journal of nanomedicine,10.2147/IJN.S332127,A3_epithelium_limbus,1,,,,,
PUBMED_0540,35386466,3D printed biomimetic epithelium/stroma bilayer hydrogel implant for corneal regeneration.,"Corneal regeneration has always been a challenge due to its sophisticated structure and undesirable keratocyte-fibroblast transformation. Herein, we propose 3D printing of a biomimetic epithelium/stroma bilayer implant for corneal regeneration. Gelatin methacrylate (GelMA) and long-chain poly(ethylene glycol) diacrylate (PEGDA) are blended to form a two-component ink, which can be printed to different mechanically robust programmed PEGDA-GelMA objects by Digital Light Processing (DLP) printing technology, due to the toughening effect of crystalline crosslinks from long-chain PEGDA on GelMA hydrogel after photo-initiated copolymerization. The printed PEGDA-GelMA hydrogels support cell adhesion, proliferation, migration, meanwhile demonstrating a high light transmittance, and an appropriate swelling degree, nutrient permeation and degradation rate. A bi-layer dome-shaped corneal scaffold consisting of rabbit corneal epithelial cells (rCECs)-laden epithelia layer and rabbit adipose-derived mesenchymal stem cells (rASCs)-laden orthogonally aligned fibrous stroma layer can be printed out with a high fidelity and robustly surgical handling ability. This bi-layer cells-laden corneal scaffold is applied in a rabbit keratoplasty model. The post-operative outcome reveals efficient sealing of corneal defects, re-epithelialization and stromal regeneration. The concerted effects of microstructure of 3D printed corneal scaffold and precisely located cells in epithelia and stroma layer provide an optimal topographical and biological microenvironment for corneal regeneration.",2022,Bioactive materials,10.1016/j.bioactmat.2022.01.034,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,,,,,
PUBMED_0541,35402662,Hyaluronic acid hydrogels crosslinked via blue light-induced thiol-ene reaction for the treatment of rat corneal alkali burn.,"To assess corneal inflammation from alkali chemical burns, we examined the therapeutic effects of in situ-forming hyaluronic acid (HA) hydrogels crosslinked via blue light-induced thiol-ene reaction on a rat corneal alkali burn model. Animals were divided into three groups (n = 7 rats per group): untreated, treated with 0.1% HA eye drops, and treated with crosslinked HA hydrogels. Crosslinking of HA hydrogel followed by the administration of HA eye drops and crosslinked HA hydrogels were carried out once a day from days 0-4. Corneal re-epithelialization, opacity, neovascularization, thickness, and histology were evaluated to compare the therapeutic effects of the three groups. Further investigation was conducted on the transparency of HA hydrogels to acquire the practical capabilities of hydrogel as a reservoir for drug delivery. Compared to untreated animals, animals treated with crosslinked HA hydrogels exhibited greater corneal re-epithelialization on days 1, 2, 4, and 7 post-injury (p = 0.004, p = 0.007, p = 0.008, and p = 0.034, respectively) and the least corneal neovascularization (p = 0.008). Histological analysis revealed lower infiltration of stromal inflammatory cells and compact collagen structure in crosslinked HA hydrogel-treated animals than in untreated animals. These findings corresponded with immunohistochemical analyses indicating that the expression of inflammatory markers such as α-SMA, MMP9, and IL1-β was lower in animals treated with crosslinked HA hydrogels than untreated animals and animals treated only with 0.1% HA eye drops. With beneficial pharmacological effects such as re-epithelization and anti-inflammation, in situ-forming hyaluronic acid (HA) hydrogels may be a promising approach to effective drug delivery in cases of corneal burn injuries.",2022,Regenerative therapy,10.1016/j.reth.2022.03.005,B3_stroma,1,,,,,
PUBMED_0542,35409129,"Identification, Isolation, and Characterization of Melanocyte Precursor Cells in the Human Limbal Stroma.","Given their vital role in the homeostasis of the limbal stem cell niche, limbal melanocytes have emerged as promising candidates for tissue engineering applications. This study aimed to isolate and characterize a population of melanocyte precursors in the limbal stroma, compared with melanocytes originating from the limbal epithelium, using magnetic-activated cell sorting (MACS) with positive (CD117/c-Kit microbeads) or negative (CD326/EpCAM or anti-fibroblast microbeads) selection approaches. Both approaches enabled fast and easy isolation and cultivation of pure limbal epithelial and stromal melanocyte populations, which differed in phenotype and gene expression, but exhibited similar functional properties regarding proliferative potential, pigmentation, and support of clonal growth of limbal epithelial stem/progenitor cells (LEPCs). In both melanocyte populations, limbus-specific matrix (laminin 511-E8) and soluble factors (LEPC-derived conditioned medium) stimulated melanocyte adhesion, dendrite formation, melanogenesis, and expression of genes involved in UV protection and immune regulation. The findings provided not only a novel protocol for the enrichment of pure melanocyte populations from limbal tissue applying easy-to-use MACS technology, but also identified a population of stromal melanocyte precursors, which may serve as a reservoir for the replacement of damaged epithelial melanocytes and an alternative resource for tissue engineering applications.",2022,International journal of molecular sciences,10.3390/ijms23073756,A3_epithelium_limbus,1,,,,,
PUBMED_0543,35439766,Harboyan Syndrome: A Novel SLC4A11 Variant With Unique Genotype-Phenotype Correlation.,"PURPOSE: The purpose of this study was to describe the genotypic and phenotypic characteristics of an infant with a SLC4A11 mutation associated with bilateral corneal edema, hearing loss, and hydronephrosis present since birth. METHODS: This was a case report. Ophthalmic and systemic examination of the proband, histopathologic and ultrastructural characteristics of bilateral corneal discs, and molecular genetic evaluation by whole-exome sequencing are described. RESULTS: A male infant was born with bilateral corneal opacities, sensorineural hearing loss, and hydronephrosis to healthy parents after an uneventful pregnancy. Penetrating keratoplasty of the left eye at age 10 months demonstrated minimal corneal edema with normal thickness Descemet membrane and cellular endothelium with intracytoplasmic vacuoles and degenerative changes in rare cells. Penetrating keratoplasty of the right eye 6 months later disclosed prominent corneal edema with a thickened posterior banded layer of Descemet membrane and severe endothelial atrophy. Whole-exome sequencing of the proband and parents' blood demonstrated a homozygous mutation in SLC4A11 gene (c.1735_1737delCTC,p.Leu579del). The combined clinical, histopathologic, and molecular genetic findings raised consideration of an unusual phenotype of Harboyan syndrome manifesting as congenital hereditary endothelial dystrophy with a prelingual rather than, as previously described, postlingual hearing loss. CONCLUSIONS: We report a novel homozygous SLC4A11 variant with a previously undocumented phenotype of CHED in association with prelingual sensorineural hearing loss and hydronephrosis, thus broadening our understanding of the spectrum of genotypic and phenotypic findings of Harboyan syndrome.",2022,Cornea,10.1097/ICO.0000000000003023,C4_endothelium,1,,,,,
PUBMED_0544,35456684,Hydrogels as Corneal Stroma Substitutes for In Vitro Evaluation of Drug Ocular Permeation.,"Hydrogels are complex hydrophilic structures, consisting of crosslinked homopolymers or copolymers insoluble in water. Due to their controllable bio-physicochemical properties mimicking the morphology of the native extracellular matrix, they are a key part of a lot of research fields, including medicine, pharmaceutics, and tissue engineering. This paper was focused on the preparation and characterization of hydrogels from different blends of polyvinyl alcohol (PVA) with microcrystalline cellulose (MCC) and gelatin (GEL) at various ratios, and from gelatin and chitosan alone to understand their feasibility of utilizing as corneal stroma substitutes in permeability tests for drug candidate molecules in early stages of their development. The characterization was carried out by differential scanning calorimetry, electron microscopy (SEM), water content, mass loss, water permeability, wettability, and tensile stress-strain tests. After the physicochemical characterization, PVA/MCC blend and chitosan proved to be the most promising constructs, showing negligible mass loss after immersion in aqueous medium for two weeks and low hydrodynamic permeability. They were then employed in drug molecules permeation studies and these data were compared to that obtained through excised tissues. The results obtained showed that PVA/MCC hydrogels have similar mechanical and permeability properties to corneal stroma.",2022,Pharmaceutics,10.3390/pharmaceutics14040850,B3_stroma;D3_full_thickness_multilayer,2,,,,,
PUBMED_0545,35479406,A human cornea-on-a-chip for the study of epithelial wound healing by extracellular vesicles.,"Organs-on-chips are microfluidic devices for cell culturing to simulate tissue-level or organ-level physiology and recapitulate their microenvironment, providing new and significant solutions other than traditional animal tests. In vitro testing platforms for ocular biological studies have been increasingly used in preclinical efficacy and toxicity prediction. Here, we developed a microfluidic platform consisting of human corneal cells and porous membrane, replicating the multi-scale structural organization and biological phenotype. We verified the fully integrated human cornea's barrier effects on the chip. Moreover, we found that extracellular vesicles derived from bone marrow-derived mesenchymal stem cells can significantly accelerate the mild corneal epithelial wound healing, and the decreased expression of matrix metallopeptidase-2 protein indicated that this method effectively inhibits corneal inflammation and angiogenesis. This work improves our ability to simulate the interaction between the human cornea and the external world in vitro and contributes to the future development of new screening platforms for biopharmaceuticals.",2022,iScience,10.1016/j.isci.2022.104200,A3_epithelium_limbus,1,,,,,
PUBMED_0546,35494441,The lamellar structure and biomimetic properties of a fish scale matrix.,"The chemical composition of scaffolds is similar to the extracellular matrix of the target tissue, but sometimes scaffolds cannot meet the special functional requirements for the initial stage of engineering tissue, such as mechanical and optical properties. Bionic scaffolds require certain levels of supramolecular structure, textile structure and liquid crystal structure. Here, we will focus our attention on animal tissues with a similar high-level structure to that of the target organization and we hope to achieve the desired results through new technical means. In this study, we have developed a method to obtain a fish scale lamellar matrix from grass carp scales. The fine structure of the scale matrix has been studied, and it was found that the grass carp scale matrix is a textured structure consisting of multiple collagen sheets, which have a double-twisted spiral structure similar to a liquid crystal, thus correcting the literature reports of a single twisted spiral structure. Interestingly, this structure has many similarities with the cornea, cementum and tibial matrix. At the same time, the correlation between the etching time and the optical properties of the scaffold was also studied, and the scale matrix can reach light transmission and refraction levels similar to those of the corneal stroma. Moreover, the matrix has good mechanical properties, in vitro anti-enzymatic abilities and compatibility with human corneal epithelial cells. Therefore, this kind of scaffold material and preparation method, with a lamellar structure and special physical parameters, may provide new hope for corneal prosthesis.",2020,RSC advances,10.1039/c9ra08189e,B3_stroma,1,,,,,
