screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,recommended_action,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision
PUBMED_0896,39985258,A Silk Fibroin Nanoparticle Hydrogel Loaded With NK1R Antagonist Has Synergistic Anti-Inflammatory and Reparative Effects on Dry Eye Disease.,"Dry eye disease (DED) is a multifactorial illness affecting tears and the ocular surface. The neurokinin 1 receptor (NK1R) is a target for controlling T helper 17 (Th17) and regulatory T cell (Treg) imbalances. This work creates a silk fibroin (SF) nanoparticle hydrogel that targets NK1R with CP-99,994 (CP). Combining CP and SF to generate stable nanoparticles while integrating a flexible hydrogel material results in a sustained-release ophthalmic drop formulation (SF@CP@Gel), which provides a long-lasting ocular formulation with anti-inflammatory and reparative properties. SF@CP@Gel could maintain a stable CP concentration for 25 h with detectable biological activity. The cell counting kit-8 and 2,7-DHL-DA results reveal that SF@CP@Gel has no cytotoxic effect on human corneal epithelial cells (HCECs) and decreases the reactive oxygen species level in oxidatively damaged HCECs. Cell scratch assays demonstrate that SF@CP@Gel can greatly increase HCEC migration and proliferation within 24 h. Furthermore, in vivo therapy with topical SF@CP@Gel twice daily markedly reduce clinical symptoms by reducing the amount of pathogenic Th17 cells while efficiently restoring Treg activity. In summary, this work reveals that SF@CP@Gel might attenuate DED by inhibiting NK1R-mediated SP signaling and thereby modulating the Th17/Treg ratio, a potential anti-inflammatory and repair treatment method for DED.",2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202404835,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; corneal epithelial; ocular surface; epithelial cell; migration; rat; in vivo; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,5,scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Supporting epithelium/limbus record
PUBMED_0913,40231530,Human-like Skin Tissue Graft Generated Using Human UmbilicalCordBlood Mesenchymal Stem Cells and Acellular Amniotic Membrane: A New Approach in Reconstructive Medicine.,"BACKGROUND: Due to its outstanding biological properties, the Human Amniotic Membrane (HAM) has been a topic of medical research for many years to treat, repair, and regenerate damages related to the epithelial surface, corneal epithelial, orthopedic, and infected body parts. The HAM shows crucial anti-inflammatory, anti-bacterial, and anti-viral properties and immunomodulating qualities. Therefore, the HAM is one of the most used natural biomaterials in tissue engineering to generate bio-scaffolds. OBJECTIVE: This study used HAM as a raw material to produce a collagen membrane that fully meets the criteria for creating a bioscaffold with suitable mechanical strength and limited risk of graft rejection. This collagen membrane would be a bioscaffold to carry Human Umbilical Cord Blood Mesenchymal Stem Cells (hUCB-MSCs) to generate human epithelial-like cell sheets. Shortly, these cell sheets can repair and regenerate the epithelial layer in trauma cases, severe damage from accidents, burns, and other post-operational conditions. METHODS: Among the varieties of stem cells currently being researched, MSCs are the most studied and applied due to their outstanding bio-qualities and regenerative features. We used International Society for Cells and Gene Therapy (ISCT) standards to identify and characterize the hUCB-MSCs obtained from a donor's umbilical cord blood who provided consent. We used an inverted phase contrast microscope to evaluate morphological changes and epithelial stratification of cultured growing cells on the collagen scaffold. Further, staining techniques, such as H&E and Trichrome, were used to assess the morphology and structure of the new epithelial construct; histochemical staining with p63 and ck 1/10 markers was used to evaluate the cellular characteristics and specific traits. Transmission electron microscopy was used to validate cell junctions. RESULTS: This study successfully obtained human epithelial-like cell sheets with multiple cell layers, morphology, and characteristics comparable to human epithelial tissue. CONCLUSION: The results of this study will constitute a potential alternative to autologous skin grafting in heavy skin loss and deep lesions.",2025,"Endocrine, metabolic & immune disorders drug targets",10.2174/0118715303370737250324063647,D3_full_thickness_multilayer,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; membrane; sheet; corneal epithelial; stratification; p63; rat,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,5,scaffold/carrier/material present; cell-sheet/cultivated epithelial construct present; extractable benchmark markers likely,Supporting epithelium/limbus record
PUBMED_1005,41202160,Enhanced Corneal Wound Healing and Neovascularization Suppression via AME-SupraGel: A Biocompatible Hydrogel with Sustained Release and Stability.,"Amniotic membrane extract (AME) is widely recognized for its anti-inflammatory, antifibrotic, and antiangiogenic properties, making it a valuable option for corneal wound healing. However, short retention time and rapid degradation of AME limit its clinical efficacy. In this study, we developed a novel AME-SupraGel that combines the therapeutic benefits of AME with the sustained-release capabilities of a supramolecular peptide-based hydrogel. The design of AME-SupraGel addresses the limitations of the AME solution by enhancing retention on the ocular surface and providing prolonged therapeutic action. In vitro scratch-wound assays demonstrated significantly faster wound closure in corneal epithelial cells treated with AME-SupraGel than in those treated with AME or the peptide hydrogel alone. Moreover, AME-SupraGel exhibited superior biocompatibility, as evidenced by CCK-8 assays, and achieved sustained release of hepatocyte growth factor over 54 h. In an alkali burn-induced corneal injury model, AME-SupraGel significantly reduced corneal opacity and neovascularization, promoted clearer corneal surfaces, and limited blood vessel formation compared to other treatments. Additionally, the stability of the active components of AME-SupraGel at different temperatures enhances its clinical convenience by facilitating long-term storage without compromising efficacy. Overall, AME-SupraGel represents a promising therapeutic strategy for corneal wound healing, offering a noninvasive, long-lasting, and effective treatment option for ocular surface injuries.",2025,ACS biomaterials science & engineering,10.1021/acsbiomaterials.5c01303,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,membrane; hydrogel; amniotic membrane; corneal epithelial; ocular surface; epithelial cell; wound healing; rat; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,5,strong reconstruction/regeneration relevance; scaffold/carrier/material present,Supporting epithelium/limbus record
PUBMED_1023,41471055,Generation of a Bioengineered Substitute of the Human Sclero-Corneal Limbus Using a Novel Decellularization Method.,"Background: Severe dysfunction of the human limbus associated with limbal stem cell deficiency is a therapeutic challenge, especially when a structural alteration of the limbal niche is associated. Methods: We have evaluated seven decellularization protocols applied to 20 human sclero-corneal limbus, based on the use of SDS (protocol P1), SDS + NaCl (P2), SDS + triton X-100 + SDC + enzymatic treatment (P3), SDS + triton X-100 + SDC + enzymatic treatment + trypsin (P4), sulfobetains + DNAse (P5), sulfobetains + SDC + DNAse (P6) and SDC + DNAse (P7). The decellularization efficiency of each protocol, biocompatibility and safety, as well as their capability to support cell attachment and differentiation, were evaluated. Results: Results showed that the use of protocols P1 to P4, based on strong ionic detergents such as SDS, was not efficient for decellularizing the human limbus. Conversely, protocols P5, P6 and P7 removed more than 95% of DNA while preserving 60-100% of the extracellular matrix components. These protocols were biocompatible, as macrophages cultured with decellularized scaffolds were viable and differentiated to the pro-regenerative M2 phenotype (CD163/CD86 ratio > 2) without inducing a significant increase in reactive oxygen species (ROS). Protocols P6 and P7 supported cell attachment, survival and differentiation of corneal epithelial cells and four types of mesenchymal stem cells cultured on the surface of these scaffolds. Cellularized limbi showed positive expression of several limbal cell markers, especially in scaffolds decellularized with protocol P6. Conclusions: These results support the use of protocol P6 for the generation of human limbal substitutes by tissue engineering using decellularized human limbi. Future studies should determine the clinical potential of the regenerative biomaterial generated in patients with structural limbal damage, particularly in patients with chemical burns and aniridia, where conventional stem cell therapies fail.",2025,Pharmaceutics,10.3390/pharmaceutics17121540,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; decellularized; corneal epithelial; limbal; limbal stem; rat; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,5,strong reconstruction/regeneration relevance; scaffold/carrier/material present,Supporting epithelium/limbus record
PUBMED_0235,31903218,Influence of polydimethylsiloxane substrate stiffness on corneal epithelial cells.,"Many cell types are known to modulate their behaviour in response to changes in material stiffness; however, little is known about how stiffness affects corneal epithelial cells. This study aims to investigate the response of a corneal epithelial cell line to polydimethylsiloxane (PDMS) substrates with a range of Young's moduli from 10 to 1500 kPa. Cellular morphology, proliferation, differentiation and mechanobiology were examined. Cells grown on PDMS adopted the typical cobblestone morphology exhibited by the corneal epithelium. Proliferative markers pERK and Ki67 were higher in cells cultured on stiffer substrates compared with those on softer substrates. Material stiffness was also found to influence the cell phenotype with cells on stiffer substrates having higher cytokeratin 3 gene expression, a mature epithelial marker, while cells on softer substrates expressed more cytokeratin 14, a basal epithelial marker. Cells grown on softer substrates also displayed higher levels of focal adhesions and intermediate filaments compared with cells on stiff substrates. This research will aid in designing novel biomaterials for the culture and transplantation of corneal epithelial cells.",2019,Royal Society open science,10.1098/rsos.191796,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; corneal epithelial; corneal epithelium; epithelial cell; rat; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0242,31988998,A stable protocol for the fabrication of transplantable human oral mucosal epithelial cell sheets for clinical application.,"INTRODUCTION: Cultured stratified epithelial cell sheets have been clinically utilized as transplantable grafts for the regeneration of epithelial tissues, such as the esophagus, cornea, skin, and intraoral cavity. These cell sheets are expected to gain widespread use as regenerative medicine products and save many patients. For this purpose, establishing and disseminating the stale protocol of fabricating the cell sheet is crucial. The fabrication of cultured stratified epithelial cell sheets consists of many important steps, and since the patients' epithelial cell conditions vary widely and are sometimes unstable, the qualities of the epithelial cell grafts are likewise potentially unstable. Therefore, in this paper, we report the stable protocol for fabrication of the transplantable cell sheet particularly from patient-derived oral mucosal tissues. METHODS: Serum extracted from blood and buccal mucosal tissue were collected in Nagasaki University and transported to Tokyo Women's Medical University. Oral mucosal epithelial cells were collected by minimum trypsin method, and this treatment was studied whether to be a critical procedure. After 14 days cultivation, cultured cells were examined whether to be transplantable as cell sheets. RESULTS: We successfully transported buccal mucosal tissue and serum without damage and contamination. Oral mucosal epithelial cells were collected with high viability by minimum trypsin method. Finally, we succeeded to stably fabricate oral mucosal epithelial cell sheets in all 10 patients. CONCLUSIONS: We established a stable protocol for the fabrication of human oral mucosal epithelial cell sheets and their transportation in clinical settings in this study. These methodologies could also be basis for transplantation therapy using cultured cell sheets of various types other than oral mucosal epithelial cell and will contribute largely to the future development of regenerative medicine.",2020,Regenerative therapy,10.1016/j.reth.2019.11.007,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,sheet; epithelial cell; rat; transplantation; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,cell-sheet/cultivated epithelial construct present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0247,32023420,Development of an Anti-Inflammatory Drug-Incorporated Biomimetic Scaffold for Corneal Tissue Engineering.,"Purpose: The aim of this study was to design naproxen sodium (NS)-containing, biomimetic, porous poly(lactide-co-glycolide) (PLGA) scaffolds for regeneration of damaged corneal epithelium. Methods: NS-incorporated PLGA scaffolds were prepared using the emulsion freeze-drying method and then coated with collagen or poly-l-lysine. Porosity measurements of the scaffolds were performed by the gas adsorption/desorption method and the scaffolds demonstrated highly porous, open-cellular pore structures with pore sizes from 150 to 200 μm. Results: The drug loading efficiency of scaffolds was found to be higher than 84%, and about 90%-98% of NS was released at the end of 7 days with a fast drug release rate at the initial period of time and then in a slow and sustained manner. The corneal epithelial cells were isolated from New Zealand white rabbits. The obtained cells were seeded onto scaffolds and continued to increase during the time period of the study, indicating that the scaffolds might promote corneal epithelial cell proliferation without causing toxic effects for at least 10 days. Conclusions: The NS-loaded PLGA scaffolds exhibited a combination of controlled drug release and biomimetic properties that might be attractive for use in treatment of corneal damage both for controlled release and biomedical applications.",2020,Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics,10.1089/jop.2019.0114,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; collagen; corneal epithelial; corneal epithelium; epithelial cell; rabbit; rat,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0293,32548957,Onion Epithelial Membrane Scaffolds Transfer Corneal Epithelial Layers in Reconstruction Surgery.,"Plants and their extracts have been used especially in China for more than ten centuries for preventing and treating disease. However, there are only few reports describing their use in animal cell culture and tissue transplantation. In this study, onion epithelial membranes (OEM) is used as scaffolds to support cultures of a variety of cells such as fibroblasts and epithelial cells notably; they maintain the phenotypic characteristics of corneal epithelial cells. This improvement includes preservation of the proliferative potential and stemness of rabbit corneal epithelial cells (RCECs). Such an outcome suggests that this cost-effective technology warrants further evaluation to determine if OEM is a viable candidate for use as scaffolds in corneal epithelial transplantation surgery. To test this possibility, rabbit corneal epithelial cells expanded on OEM are transplanted to treat corneal epithelial defects in limbal stem cell deficient rabbits. This procedure is successful because it shortens the time required for wound healing to restore losses in corneal epithelial integrity, and forms a more compact and stratified epithelium framework than the untreated group. Ultimately, should they be proven to be effective in other relevant animal model systems, their usefulness for treating wounds in a clinical setting warrants consideration.",2020,Advanced healthcare materials,10.1002/adhm.202000469,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; membrane; construct; corneal epithelial; limbal; limbal stem; wound healing; rabbit; rat; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0323,32806330,Epithelial basement membrane of human decellularized cornea as a suitable substrate for differentiation of embryonic stem cells into corneal epithelial-like cells.,"The ability to decellularize and recellularize the corneas deemed unsuitable for transplantation may increase the number of available grafts. Decellularized corneas (DCs) may provide a natural microenvironment for cell adhesion and differentiation. Despite this, no study to date has evaluated their efficacy as a substrate for the induction of stem cell differentiation into corneal cells. The present study aimed to compare the efficiency of NaCl and NaCl plus nucleases methods to decellularize whole human corneas, and to investigate the effect of epithelial basement membrane (EBM) of whole DCs on the ability of human embryonic stem cells (hESCs) to differentiate into corneal epithelial-like cells when cultured in animal serum-free differentiation medium. As laminin is the major component of EBM, we also investigated its effect on hESCs differentiation. The decellularization efficiency and integrity of the extracellular matrix (ECM) obtained were investigated by histology, electron microscopy, DNA quantification, immunofluorescence, and nuclear staining. The ability of hESCs to differentiate into corneal epithelial-like cells when seeded on the EBM of DCs or laminin-coated wells was evaluated by immunofluorescence and RT-qPCR analyses. NaCl treatment alone, without nucleases, was insufficient to remove cellular components, while NaCl plus nucleases treatment resulted in efficient decellularization and preservation of the ECM. Unlike cells induced to differentiate on laminin, hESCs differentiated on DCs expressed high levels of corneal epithelial-specific markers, keratin 3 and keratin 12. It was demonstrated for the first time that the decellularized matrices had a positive effect on the differentiation of hESCs towards corneal epithelial-like cells. Such a strategy supports the potential applications of human DCs and hESCs in corneal epithelium tissue engineering.",2020,"Materials science & engineering. C, Materials for biological applications",10.1016/j.msec.2020.111215,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; membrane; decellularized; corneal epithelial; corneal epithelium; rat; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0345,33033763,Collagen-based scaffolds with infused anti-VEGF release system as potential cornea substitute for high-risk keratoplasty: A preliminary in vitro evaluation.,"Currently the only widely accepted corneal blindness treatment is human donor cornea transplantation. However, increasing shortage of donor corneas as well as high risk of rejection in some corneal diseases remain two major problems, which limit the success of corneal transplantation. Corneal neovascularization is considered as one of the main risk factors of graft failure. Different cell-free biosynthetic scaffolds fabricated from collagens or collagen-like peptides are being tested as donor cornea substitutes (DCS). Here, we report for the first-time composite biosynthetic DCS with integrated sustained release system of anti-VEGF drug, bevacizumab and their preliminary in vitro validation. We have tethered gold nanoparticles with bevacizumab and integrated into a collagen-based cell-free hydrogel scaffold. Developed grafts preserved good optical properties and were confirmed not toxic to human corneal epithelial cells. Bevacizumab has been shown to constantly releasing from the DCS up to 3 weeks and preserved its anti-angiogenic properties. These results provide background for further use of infused composite biosynthetic DCS with integrated nanosystem of bevacizumab sustained release in corneal disease accompanied by neovascularisation where conventional corneal transplantation might fail.",2020,Heliyon,10.1016/j.heliyon.2020.e05105,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; hydrogel; collagen; corneal epithelial; epithelial cell; rat; transplantation; keratoplasty,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0358,33205604,Opening the Soul Window Manually: Limbal Tissue Scaffolds with Electrospun Polycaprolactone/Gelatin Nanocomposites.,"Restricted by the difficulty in fabricating scaffolds suitable for cell proliferation, the use of ex vivo expanded limbal stem cell (LSC) for LSC transplantation, an effective treatment method for patients with limb stem cell deficiency (LSCD), is hard to be widely used in clinical practice. To tackle these challenges, a novel electrospun polycaprolactone (PCL)/gelatin nanocomposite is proposed to make 3D scaffolds for limbal niche cells (LNC) proliferation in vitro, which is a milestone in the treatment of diseases such as LSCD. PCL and gelatin in different weight ratios are dissolved in a mixed solvent, and then electrospinning and cross-linking are performed to prepare a scaffold for cell proliferation. The characterizations of the nanocomposites indicate that the gelatin content has a significant effect on its micro-morphology, thermal properties, crystallinity, degradation temperature, hydrophilicity, and mechanical properties. P8G2-C (PCL: gelatin = 80: 20, cross-linked), with smooth fibers and homogeneous pores, has better hydrophilicity, mechanical properties, and flexibility, so it can support LNC as cell proliferation assays revealed. This detailed investigation presented here demonstrates the feasibility of using PCL/gelatin nanocomposites electrospun fiber membranes as a limbus tissue engineering scaffold, which undoubtedly provide a new perspective for the development of tissue engineering field.",2021,Macromolecular bioscience,10.1002/mabi.202000300,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; membrane; limbal; limbal stem; lsc; rat; ex vivo; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0507,35006734,Tuning Electrospun Substrate Stiffness for the Fabrication of a Biomimetic Amniotic Membrane Substitute for Corneal Healing.,"Corneal blindness is the fourth most common cause of vision impairment worldwide with a high incidence in global south countries. A recently developed surgical technique for treating corneal blindness is simple limbal epithelial transplantation (SLET), which uses small pieces of healthy limbal tissue (limbal explants) delivered to the damaged eye using the human amniotic membrane (AM) as a carrier. SLET relies on the use of tissue banks for the AM that reduces the availability of the technique. Replacing the AM with a synthetic membrane is key to making SLET more accessible to those who need it. Previous research has demonstrated the suitability of electrospun poly(lactide-co-glycolide) (PLGA) scaffolds as AM substitutes, and here, we report how these membranes can be tailored to mimic fundamental AM mechanical properties. To modify the stiffness of PLGA electrospun membranes, we explored different electrospinning solvent systems (1,1,1,3,3,3,-hexafluoroisopropanol (HFIP), dichloromethane (DCM), chloroform, and N,N-dimethylformamide (DMF)) and the use of plasticizers (PEG(400) and glycerol). PEG(400) was found to reduce stiffness from 60 MPa to around 4 MPa, approaching the values shown by the native AM. The biocompatibility of membranes with and without PEG(400) was found to be comparable, and cell outgrowth from rabbit/porcine explants was successfully observed on the materials after 3 weeks. This research underpins the manufacture of next-generation fibrous biomimetic membranes that will ultimately be used as amniotic membrane substitutes for biomedical applications including SLET.",2021,ACS applied bio materials,10.1021/acsabm.1c00436,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; carrier; substrate; limbal; rabbit; rat; porcine,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0593,36190075,A novel biodegradable polymer scaffold for in vitro growth of corneal epithelial cells.,"The shortage of donor corneal tissue worldwide has led to extensive research for alternate corneal equivalents utilizing tissue engineering methods. We conducted experiments using Poly D, L lactic acid polymer along with a copolymer (Eudragit) in varying concentrations to create a biodegradable scaffold suitable for in vitro growth of corneal epithelial stem cells. It was found that stable, spherical, and porous microparticles can be prepared by combining PDLLA and Eudragit RL100 polymers in the ratio of 90:10 and 70:30. The microparticles can then be fused to form scaffold membranes with porous architecture and good water retention capacity at room temperature using methanol, which can withstand handling during transplantation procedures. The scaffolds made using a 70:30 ratio were found to be suitable for the promotion of growth of laboratory corneal epithelial stem cell lines (SIRC cell lines). This innovation can pave way for further developments in corneal stem cell research and growth, thus providing for viable laboratory-derived corneal substitutes.",2022,Indian journal of ophthalmology,10.4103/ijo.IJO_210_22,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,scaffold; membrane; corneal epithelial; epithelial cell; rat; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0633,36775872,Biomimetic Convex Implant for Corneal Regeneration Through 3D Printing.,"Blindness caused by corneal damage affects millions of people worldwide, and this number continues to rise. However, rapid epithelization and a stable epithelium process are the two biggest challenges for traditional corneal materials. These processes are related to corneal curvature, which is an important factor in determination of the corneal healing process and epithelial behavior during corneal damage. In this study, smooth 3D-printed convex corneal implants based on gelatin methacrylate and collagen are generated. As epithelium distribution and adhesion vary in different regions of the natural cornea, this work separates the surfaces into four regions and studies how cells sense topological cues on curvature. It is found that rabbit corneal epithelial cells (RCECs) seeded on steeper slope gradient surfaces on convex structures result in more aligned cell organization and tighter cell-substrate adhesion, which can also be verified through finite element simulation and signaling pathway analysis. In vivo transplantation of convex implants result in a better fit with adjacent tissue and stronger cell adhesion than flat implants, thereby accelerating corneal epithelialization and promoting collagen fibers and neural regeneration within 180 days. Taken together, printed convex corneal implants that facilitate corneal regeneration may offer a translational strategy for the treatment of corneal damage.",2023,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202205878,D3_full_thickness_multilayer,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,substrate; collagen; corneal epithelial; epithelial cell; rabbit; rat; in vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
PUBMED_0685,37435912,"An Injectable, Shape-Retaining Collagen Hydrogel Cross-linked Using Thiol-Maleimide Click Chemistry for Sealing Corneal Perforations.","Injectable hydrogels show great promise in developing novel regenerative medicine solutions and present advantages for minimally invasive applications. Hydrogels based on extracellular matrix components, such as collagen, have the benefits of cell adhesiveness, biocompatibility, and degradability by enzymes. However, to date, reported collagen hydrogels possess severe shortcomings, such as nonbiocompatible cross-linking chemistry, significant swelling, limited range of mechanical properties, or gelation kinetics unsuitable for in vivo injection. To solve these issues, we report the design and characterization of an injectable collagen hydrogel based on covalently modified acetyl thiol collagen cross-linked using thiol-maleimide click chemistry. The hydrogel is injectable for up to 72 h after preparation, shows no noticeable swelling, is transparent, can be molded in situ, and retains its shape in solution for at least one year. Notably, the hydrogel mechanical properties can be fine-tuned by simply adjusting the reactant stoichiometries, which to date was only reported for synthetic polymer hydrogels. The biocompatibility of the hydrogel is demonstrated in vitro using human corneal epithelial cells, which maintain viability and proliferation on the hydrogels for at least seven days. Furthermore, the developed hydrogel showed an adhesion strength on soft tissues similar to fibrin glue. Additionally, the developed hydrogel can be used as a sealant for repairing corneal perforations and can potentially alleviate the off-label use of cyanoacrylate tissue adhesive for repairing corneal perforations. Taken together, these characteristics show the potential of the thiol collagen hydrogel for future use as a prefabricated implant, injectable filler, or as sealant for corneal repair and regeneration.",2023,ACS applied materials & interfaces,10.1021/acsami.3c03963,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",3,hydrogel; collagen; corneal epithelial; epithelial cell; rat; in vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,4,scaffold/carrier/material present; translational or in vivo evidence,Supporting epithelium/limbus record
