screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason
PUBMED_0387,33542377,A decellularized human corneal scaffold for anterior corneal surface reconstruction.,"Allogenic transplants of the cornea are prone to rejection, especially in repetitive transplantation and in scarred or highly vascularized recipient sites. Patients with these ailments would particularly benefit from the possibility to use non-immunogenic decellularized tissue scaffolds for transplantation, which may be repopulated by host cells in situ or in vitro. So, the aim of this study was to develop a fast and efficient decellularization method for creating a human corneal extracellular matrix scaffold suitable for repopulation with human cells from the corneal limbus. To decellularize human donor corneas, sodium deoxycholate, deoxyribonuclease I, and dextran were assessed to remove cells and nuclei and to control tissue swelling, respectively. We evaluated the decellularization effects on the ultrastructure, optical, mechanical, and biological properties of the human cornea. Scaffold recellularization was studied using primary human limbal epithelial cells, stromal cells, and melanocytes in vitro and a lamellar transplantation approach ex vivo. Our data strongly suggest that this approach allowed the effective removal of cellular and nuclear material in a very short period of time while preserving extracellular matrix proteins, glycosaminoglycans, tissue structure, and optical transmission properties. In vitro recellularization demonstrated good biocompatibility of the decellularized human cornea and ex vivo transplantation revealed complete epithelialization and stromal repopulation from the host tissue. Thus, the generated decellularized human corneal scaffold could be a promising biological material for anterior corneal reconstruction in the treatment of corneal defects.",2021,Scientific reports,10.1038/s41598-021-82678-3,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0388,33545838,Construction of bioengineered corneal stromal implants using an allogeneic cornea-derived matrix.,"The bioengineering of corneal scaffolds that mimic native human cornea has attracted interest owing to the scarcity of donor corneas for the transplantation-based treatment of corneal blindness. However, an optimally engineered corneal tissue for clinical use has yet to emerge. Herein, human corneal tissues discarded during allogeneic corneal transplantation surgery were used to construct allogeneic cornea-derived matrix (ACM) scaffolds with favorable optical properties and structural strength. During scaffold fabrication, collagen and glycosaminoglycan levels were well preserved, while DNA decreased significantly. Scanning electron microscopy revealed the presence of fiber-like structures on the scaffold surface and specific structures featuring multiple interlaced lamellae in cross-sections. Moreover, corneal epithelial cells grown on the ACM formed a continuous multi-stratified epithelium with a strong expression of the corneal epithelial differentiation marker CK3/12, gap junction marker Connexin43, and stem-cell-specific marker p63α, while corneal stromal cells expressed the keratocyte-specific marker KERA and the adhesion marker integrin β1. When the ACM was implanted into rabbit corneal stromal pockets, the rabbit cornea remained transparent throughout the follow-up period. These results indicate that the construction of corneal stromal implants from discarded human corneal tissues may pave the way for the generation of high-quality corneal tissue for transplantation.",2021,"Materials science & engineering. C, Materials for biological applications",10.1016/j.msec.2020.111673,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0392,33586332,Limbal Stem Cells on Bacterial Nanocellulose Carriers for Ocular Surface Regeneration.,"Limbal stem cells (LSCs) are already used in cell-based treatments for ocular surface disorders. Clinical translation of LSCs-based therapies critically depends on the successful delivery, survival, and retention of these therapeutic cells to the desired region. Such a major bottleneck could be overcome by using an appropriate carrier to provide anchoring sites and structural support to LSC culture and transplantation. Bacterial nanocellulose (BNC) is an appealing, yet unexplored, candidate for this application because of its biocompatibility, animal-free origin and mechanical stability. Here, BNC as a vehicle for human embryonic stem cells-derived LSC (hESC-LSC) are investigated. To enhance cell-biomaterial interactions, a plasma activation followed by a Collagen IV and Laminin coating of the BNC substrates is implemented. This surface functionalization with human extracellular matrix proteins greatly improved the attachment and survival of hESC-LSC without compromising the flexible, robust and semi-transparent nature of the BNC. The surface characteristics of the BNC substrates are described and a preliminary ex vivo test in simulated transplantation scenarios is provided. Importantly, it is shown that hESC-LSC retain their self-renewal and stemness characteristics up to 21 days on BNC substrates. These results open the door for future research on hESC-LSC/BNC constructs to treat severe ocular surface pathologies.",2021,"Small (Weinheim an der Bergstrasse, Germany)",10.1002/smll.202003937,A3_epithelium_limbus;D3_full_thickness_multilayer,2,Include,,epithelium_limbus,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0395,33603277,Simultaneous Interpenetrating Polymer Network of Collagen and Hyaluronic Acid as an In Situ-Forming Corneal Defect Filler.,"Timely treatment of corneal injuries injury can help to prevent corneal scarring, blindness, and the need for corneal transplantation. This work describes a novel hydrogel that can fill corneal defects and assist in corneal regeneration. This hydrogel is a simultaneous interpenetrating polymer network (IPN) composed of collagen cross-linked via strain-promoted azide-alkyne cycloaddition reaction and hyaluronic acid cross-linked via thiol-ene Michael click reaction. The formation of the IPN gel was confirmed via FTIR spectra, UV-vis spectra, and morphological changes. We compared the gelation time, mechanical properties, transmittance, and refractive index of the IPN gel to the collagen gel, hyaluronic acid gel, and semi-IPN gel. The IPN combined the advantages of collagen and hyaluronic acid gels and supported corneal epithelial cell growth on its surface. When applied to corneal stromal defects in vivo, the IPN avoided epithelial hyperplasia, decreased stromal myofibroblast formation, and increased tight junction formation in the regenerated epithelium.",2020,Chemistry of materials : a publication of the American Chemical Society,10.1021/acs.chemmater.0c01307,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0398,33659091,Quantitative measurement of mechanical properties in wound healing processes in a corneal stroma model by using vibrational optical coherence elastography (OCE).,"Corneal wound healing, caused by frequent traumatic injury to the cornea and increasing numbers of refractive surgeries, has become a vital clinical problem. In the cornea, wound healing is an extremely complicated process. However, little is known about how the biomechanical changes in wound healing response of the cornea. Collagen-based hydrogels incorporating corneal cells are suitable for replicating a three-dimensional (3D) equivalent of the cornea in-vitro. In this study, the mechanical properties of corneal stroma models were quantitatively monitored by a vibrational optical coherence elastography (OCE) system during continuous culture periods. Specifically, human corneal keratocytes were seeded at 5 × 10(5) cells/mL in the hydrogels with a collagen concentration of 3.0 mg/mL. The elastic modulus of the unwounded constructs increased from 2.950 ± 0.2 kPa to 11.0 ± 1.4 kPa, and the maximum thickness decreased from 1.034 ± 0.1 mm to 0.464 ± 0.09 mm during a 15-day culture period. Furthermore, a traumatic wound in the construct was introduced with a size of 500 µm. The elastic modulus of the neo-tissue in the wound area increased from 1.488 ± 0.4 kPa to 6.639 ± 0.3 kPa over 13 days. This study demonstrates that the vibrational OCE system is capable of quantitative monitoring the changes in mechanical properties of a corneal stroma wound model during continuous culture periods and improves our understanding on corneal wound healing processes.",2021,Biomedical optics express,10.1364/BOE.404096,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0408,33768381,"A novel human donor cornea preservation cocktail incorporating a thermo-reversible gelation polymer (TGP), enhancing the corneal endothelial cell density maintenance and explant culture of corneal limbal cells.","PURPOSE: McCarey-Kaufman's (MK) medium and Optisol-GS medium are the most commonly employed media for human donor corneal preservation. In this study, we evaluated the preservation efficacy of discarded human donor corneas using a Thermo-reversible gelation polymer (TGP) added to these two media. METHODS: Thirteen human corneal buttons collected from deceased donors, which were otherwise discarded due to low endothelial cell density (ECD) were used. They were stored in four groups: MK medium, MK medium with TGP, Optisol-GS and Optisol-GS with TGP at 4 °C for 96 h. Slit lamp examination and specular microscopy were performed. Corneal limbal tissues from these corneas were then cultured using explant methodology one with and the other without TGP scaffold, for 21 days. RESULTS: MK + TGP and Optisol-GS + TGP preserved corneas better than without TGP, which was observed by maintenance of ECD which was significantly higher in Optisol-GS + TGP than MK + TGP (p-value = 0.000478) and corneal thickness remaining the same for 96 h. Viable corneal epithelial cells could be grown from the corneas stored only in MK + TGP and Optisol-GS + TGP. During culture, the TGP scaffold helped maintain the native epithelial phenotype and progenitor/stem cell growth was confirmed by RT-PCR characterization. CONCLUSION: TGP reconstituted with MK and Optisol-GS media yields better preservation of human corneal buttons in terms of relatively higher ECD maintenance and better in vitro culture outcome of corneal limbal tissue. This method has the potential to become a standard donor corneal transportation-preservation methodology and it can also be extended to other tissue or organ transportation upon further validation.",2021,Biotechnology letters,10.1007/s10529-021-03116-y,A3_epithelium_limbus;C4_endothelium,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0409,33782482,Biofabrication of chitosan/chitosan nanoparticles/polycaprolactone transparent membrane for corneal endothelial tissue engineering.,"We aimed to construct a biodegradable transparent scaffold for culturing corneal endothelial cells by incorporating chitosan nanoparticles (CSNPs) into chitosan/polycaprolactone (PCL) membranes. Various ratios of CSNP/PCL were prepared in the presence of constant concentration of chitosan and the films were constructed by solvent casting method. Scaffold properties including transparency, surface wettability, FTIR, and biocompatibility were examined. SEM imaging, H&E staining, and cell count were performed to investigate the HCECs adhesion. The phenotypic maintenance of the cells during culture was investigated by flow cytometry. Transparency and surface wettability improved by increasing the CSNP/PCL ratio. The CSNP/PCL 50/25, which has the lowest WCA, showed comparable transparency with human acellular corneal stroma. The scaffold was not cytotoxic and promoted the HCECs proliferation as evaluated by MTT assay. Cell counting, flow cytometry, SEM, and H&E results showed appropriate attachment of HCECs to the scaffold which formed a compact monolayer. The developed scaffold seems to be suitable for use in corneal endothelial regeneration in terms of transparency and biocompatibility.",2021,Scientific reports,10.1038/s41598-021-86340-w,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0419,33918484,Human Cadaveric Donor Cornea Derived Extra Cellular Matrix Microparticles for Minimally Invasive Healing/Regeneration of Corneal Wounds.,"Biological materials derived from extracellular matrix (ECM) proteins have garnered interest as their composition is very similar to that of native tissue. Herein, we report the use of human cornea derived decellularized ECM (dECM) microparticles dispersed in human fibrin sealant as an accessible therapeutic alternative for corneal anterior stromal reconstruction. dECM microparticles had good particle size distribution (≤10 µm) and retained the majority of corneal ECM components found in native tissue. Fibrin-dECM hydrogels exhibited compressive modulus of 70.83 ± 9.17 kPa matching that of native tissue, maximum burst pressure of 34.3 ± 3.7 kPa, and demonstrated a short crosslinking time of ~17 min. The fibrin-dECM hydrogels were found to be biodegradable, cytocompatible, non-mutagenic, non-sensitive, non-irritant, and supported the growth and maintained the phenotype of encapsulated human corneal stem cells (hCSCs) in vitro. In a rabbit model of anterior lamellar keratectomy, fibrin-dECM bio-adhesives promoted corneal re-epithelialization within 14 days, induced stromal tissue repair, and displayed integration with corneal tissues in vivo. Overall, our results suggest that the incorporation of cornea tissue-derived ECM microparticles in fibrin hydrogels is non-toxic, safe, and shows tremendous promise as a minimally invasive therapeutic approach for the treatment of superficial corneal epithelial wounds and anterior stromal injuries.",2021,Biomolecules,10.3390/biom11040532,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0422,33955160,Characterization of Tunable Poly-ε-Lysine-Based Hydrogels for Corneal Tissue Engineering.,"A family of poly-ε-lysine hydrogels can be synthesized by crosslinking with bis-carboxylic acids using carbodiimide chemistry. In addition to creating hydrogels using a simple cast method, a fragmented method is used to introduce increased porosity within the hydrogel structure. Both methods have created tunable characteristics ranging in their mechanical properties, transparency, and water content, which is of interest to corneal tissue engineering and can be tailored to specific cellular needs and applications. With a worldwide shortage of cornea donor tissue available for transplant and limitations including rejection and potential infection, a synthetic material that can be used as a graft, or a partial thickness corneal replacement, would be an advantageous treatment method. These hydrogels can be tuned to have similar mechanical and transparency properties to the human cornea. They also support the attachment and growth of corneal epithelial cells and the integration of corneal stromal cells.",2021,Macromolecular bioscience,10.1002/mabi.202100036,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0430,34061862,The effect of prior long-term recellularization with keratocytes of decellularized porcine corneas implanted in a rabbit anterior lamellar keratoplasty model.,"Decellularized porcine corneal scaffolds are a potential alternative to human cornea for keratoplasty. Although clinical trials have reported promising results, there can be corneal haze or scar tissue. Here, we examined if recellularizing the scaffolds with human keratocytes would result in a better outcome. Scaffolds were prepared that retained little DNA (14.89 ± 5.56 ng/mg) and demonstrated a lack of cytotoxicity by in vitro. The scaffolds were recellularized using human corneal stromal cells and cultured for between 14 in serum-supplemented media followed by a further 14 days in either serum free or serum-supplemented media. All groups showed full-depth cell penetration after 14 days. When serum was present, staining for ALDH3A1 remained weak but after serum-free culture, staining was brighter and the keratocytes adopted a native dendritic morphology with an increase (p < 0.05) of keratocan, decorin, lumican and CD34 gene expression. A rabbit anterior lamellar keratoplasty model was used to compare implanting a 250 μm thick decellularized lenticule against one that had been recellularized with human stromal cells after serum-free culture. In both groups, host rabbit epithelium covered the implants, but transparency was not restored after 3 months. Post-mortem histology showed under the epithelium, a less-compact collagen layer, which appeared to be a regenerating zone with some α-SMA staining, indicating fibrotic cells. In the posterior scaffold, ALDH1A1 staining was present in all the acellular scaffold, but in only one of the recellularized lenticules. Since there was little difference between acellular and cell-seeded scaffolds in our in vivo study, future scaffold development should use acellular controls to determine if cells are necessary.",2021,PloS one,10.1371/journal.pone.0245406,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0433,34119551,The effect of biodegradable silk fibroin-based scaffolds containing glial cell line-derived neurotrophic factor (GDNF) on the corneal regeneration process.,"Corneal injury due to ocular trauma or infection is one of the most challenging vision impairing pathologies. The aim of the work was to study the effect of biodegradable silk fibroin-based scaffolds containing GDNF on the corneal regeneration process. During cultivate the highest keratocytes proliferative activity was registered with scaffolds containing 250 ng/ml and 500 ng/ml GDNF. In mice with an experimental model of epithelial-stromal damage to the cornea, silk fibroin-based scaffolds containing GDNF in various concentrations were used (in groups 1, 2 and 3 silk fibroin-based scaffolds containing GDNF in a concentration of 50 ng/ml, 250 ng/ml and 500 ng/ml, respectively; in group 4 - silk fibroin-based scaffolds without GDNF; in group 5 - a solution of GDNF with concentration of 500 ng/ml; group 6- control). The area of the corneal epithelial defect in groups 2, 3, and 5 was less than in the other groups. The most pronounced positive immunohistochemical reaction with antibodies to Bcl2, Bax, phosphoERK1/2 and phospho-JNK1/2, Ki67, Gap43 was observed in groups 2 and 3. Thus, silk fibroin-based scaffolds with GDNF stimulate the epithelialization process, proliferative activity of epithelial cells and keratocytes, accelerate the formation of the stromal nerve plexus and exhibit anti-apoptotic activity.",2021,International journal of biological macromolecules,10.1016/j.ijbiomac.2021.06.040,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0444,34252899,Fabrication and Characterization of Silk Fibroin-Based Nanofibrous Scaffolds Supplemented with Gelatin for Corneal Tissue Engineering.,"Tissue engineering is a promising approach to overcome the severe worldwide shortage of healthy donor corneas. In this work, we have developed a silk-gelatin composite scaffold using electrospinning and permeation techniques to achieve the properties comparable to cornea analog. In particular, we present the fabrication and comparative evaluation of the novel gelatin sheets consisting of silk fibroin nanofibers, which are prepared using silk fibroin (SF) (in formic acid) and SF (in aqueous) electrospun scaffolds, for its suitability as corneal stromal analogs. All the fabricated samples were treated with ethanol vapor (T) to physically crosslink the silk nanofibers. Micro/nano-scale features of the fabricated scaffolds were analyzed using scanning electron microscopy micrographs. Fourier transform infrared spectroscopy revealed characteristic peaks of polymeric functional groups and modifications upon ethanol vapor treatment. Transparency of the scaffolds was determined using UV-visible spectra. Among all the fabricated samples, the gelatin-permeated SF (in formic acid; T) scaffold showed the highest level of transparency, i.e., 77.75 ± 2.3%, which is similar to that of the native cornea (∼70%-90% [variable with age group]) with healthy acute vision. Contact angle of the samples was studied to estimate the hydrophilicity of the scaffolds. All the scaffolds except non-treated SF (in aqueous; NT) were found to be significantly stable up to 14 days when incubated in phosphate buffered saline at 37°C. Treated samples showed significantly better stability, both physically and microscopically, in comparison to nontreated samples. Proliferation and viability assays of rabbit corneal fibroblast cells (SIRC) and mouse fibroblast cells (L929 RFP) when cultured on fabricated scaffolds revealed remarkable cellular compatibility with gelatin-permeated SF (in formic acid; T) scaffolds compared to SF (in aqueous; T). Unlike other reports in the existing literature, this work presents the design and development of a nanofibrous silk-gelatin composite that exhibits acceptable transparency, cellular biocompatibility, as well as improved mechanical stability comparable to that of native cornea. Therefore, we anticipate that the fabricated novel scaffold is likely to be a good candidate for corneal tissue construct. Moreover, among the fabricated scaffolds, the outcomes depict gelatin-permeated SF (in formic acid; T) composite scaffold to be a better candidate as a corneal stromal analog that carries properties of both the silk and gelatin, i.e., optimal transparency, better stability, and enhanced cytocompatibility.",2021,"Cells, tissues, organs",10.1159/000515946,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0450,34330126,Bioprinting of dual ECM scaffolds encapsulating limbal stem/progenitor cells in active and quiescent statuses.,"Limbal stem cell deficiency and corneal disorders are among the top global threats for human vision. Emerging therapies that integrate stem cell transplantation with engineered hydrogel scaffolds for biological and mechanical support are becoming a rising trend in the field. However, methods for high-throughput fabrication of hydrogel scaffolds, as well as knowledge of the interaction between limbal stem/progenitor cells (LSCs) and the surrounding extracellular matrix (ECM) are still much needed. Here, we employed digital light processing (DLP)-based bioprinting to fabricate hydrogel scaffolds encapsulating primary LSCs and studied the ECM-dependent LSC phenotypes. The DLP-based bioprinting with gelatin methacrylate (GelMA) or hyaluronic acid glycidyl methacrylate (HAGM) generated microscale hydrogel scaffolds that could support the viability of the encapsulated primary rabbit LSCs (rbLSCs) in culture. Immunocytochemistry and transcriptional analysis showed that the encapsulated rbLSCs remained active in GelMA-based scaffolds while exhibited quiescence in the HAGM-based scaffolds. The primary human LSCs encapsulated within bioprinted scaffolds showed consistent ECM-dependent active/quiescent statuses. Based on these results, we have developed a novel bioprinted dual ECM 'Yin-Yang' model encapsulating LSCs to support both active and quiescent statues. Our findings provide valuable insights towards stem cell therapies and regenerative medicine for corneal reconstruction.",2021,Biofabrication,10.1088/1758-5090/ac1992,A3_epithelium_limbus;D3_full_thickness_multilayer,2,Include,,epithelium_limbus,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0453,34400306,Hydrogels derived from acellular porcine corneal stroma enhance corneal wound healing.,"Acellular cornea derived hydrogels provide significant advantages in preserving native corneal stromal keratocyte cells and endothelial cells. However, for clinical application, hydrogel physical properties need to be improved, and their role in corneal epithelial wound healing requires further investigation. In this study, an acellular porcine corneal stroma (APCS) hydrogel (APCS-gel) was successfully prepared from 20 mg/ml APCS, demonstrated optimal light transmittance and gelation kinetic properties and retained critical corneal ECM of collagens and growth factors. Compared with fibrin gel, the APCS-gel had a higher porosity ratio and faster nutrition diffusion with an accompanying improvement in the proliferation of primary rabbit corneal epithelial cells (RCECs) and stromal cells (RCSCs). These corneal cell types also displayed improved viability and cellular infiltration. Furthermore, the APCS-gel provides significant advantages in the preservation of RCECs stemness and enhancement of corneal wound healing in vitro and in vivo. After 7 days of culture, 3-4 layers of RCECs were formed on the APCS-gel in vitro, while only 1-2 layers were found on the fibrin gel. More corneal stem/progenitor cell phenotypes (K12-, p63+, ABCG2+) and proliferation phenotypes (Ki67+) were detected on the APCS-gel than fibrin gel. Using a corneal epithelial wound healing model, we also found faster reepithelization in corneas that received APCS-gel compared to fibrin gel. Additionally, our APCS-gel demonstrated better physical and biological properties when compared to Tisseel, a clinically used type of fibrin gel. In conclusion, our APCS-gel provided better corneal epithelial and stromal cell biocompatibility to fibrin gels and due to its transparency and faster gelation time could potentially be superior for clinical purposes. STATEMENT OF SIGNIFICANCE: Extracellular matrix (ECM) can be used to provide tissue specific physical microstructure and biochemical cues for tissue regeneration. Here, we produced an ECM hydrogel derived from acellular porcine cornea stroma (APCS-gel) that retained critical biological characteristics of the native tissue and provided significant transparency and fast gelation time. Our data demonstrated that the APCS-gel was superior to clinically used fibrin gel, as the APCS-gel showed high porosity and permeability, better corneal stromal keratocytes infiltration, increased cellular proliferation and retention of corneal epithelial cells stemness. The APCS-gel improved corneal wound healing in vitro and in vivo. This APCS-gel may have clinical utility for corneal diseases, and the more general approach used to make this hydrogel might be used in other tissues.",2021,Acta biomaterialia,10.1016/j.actbio.2021.08.011,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0468,34537415,Supramolecular host-guest hyaluronic acid hydrogels enhance corneal wound healing through dynamic spatiotemporal effects.,"Severe corneal wounds can lead to ulceration and scarring if not promptly and adequately treated. Hyaluronic acid (HA) has been investigated for the treatment of corneal wounds due to its remarkable biocompatibility, transparency and mucoadhesive properties. However, linear HA has low retention time on the cornea while many chemical moieties used to crosslink HA can cause toxicity, which limits their clinical ocular applications. Here, we used supramolecular non-covalent host-guest interactions between HA-cyclodextrin and HA-adamantane to form shear-thinning HA hydrogels and evaluated their impact on corneal wound healing. Supramolecular HA hydrogels facilitated adhesion and spreading of encapsulated human corneal epithelial cells ex vivo and improved corneal wound healing in vivo as an in situ-formed, acellular therapeutic membrane. The HA hydrogels were absorbed within the corneal stroma over time, modulated mesenchymal cornea stromal cell secretome production, reduced cellularity and inflammation of the anterior stroma, and significantly mitigated corneal edema compared to treatment with linear HA and untreated control eyes. Taken together, our results demonstrate supramolecular HA hydrogels as a promising and versatile biomaterial platform for corneal wound healing.",2022,The ocular surface,10.1016/j.jtos.2021.09.002,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0482,34665455,Preparation and In Vitro Characterization of Gelatin Methacrylate for Corneal Tissue Engineering.,"BACKGROUND: Corneal disease is second only to cataract considered as the leading cause of blindness in the world, with high morbidity. Construction of corneal substitutes in vitro by tissue engineering technology to achieve corneal regeneration has become a research hotspot in recent years. We conducted in-depth research on the biocompatibility, physicochemical and mechanical properties of rat bone marrow mesenchymal stem cells (rBM-MSCs)-seeded gelatin methacrylate (GelMA) as a bioengineered cornea. METHODS: Four kinds of GelMA with different concentrations (7, 10, 15 and 30%) were prepared, and their physic-chemical, optical properties, and biocompatibility with rBM-MSCs were characterized. MTT, live/dead staining, cell morphology, immunofluorescence staining and gene expression of keratocyte markers were performed. RESULTS: 7%GelMA hydrogel had higher equilibrium water content and porosity, better optical properties and hydrophilicity. In addition, it is more beneficial to the growth and proliferation of rBM-MSCs. However, the 30%GelMA hydrogel had the best mechanical properties, and could be more conducive to promote the differentiation of rBM-MSCs into keratocyte-like cells. CONCLUSION: As a natural biological scaffold, GelMA hydrogel has good biocompatibility. And it has the ability to promote the differentiation of rBM-MSCs into keratocyte-like cells, which laid a theoretical and experimental foundation for further tissue-engineered corneal stromal transplantation, and provided a new idea for the source of seeded cells in corneal tissue engineering.",2022,Tissue engineering and regenerative medicine,10.1007/s13770-021-00393-6,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0484,34677503,Preliminary Study on Fish Scale Collagen Lamellar Matrix as Artificial Cornea.,"To construct a novel artificial cornea biomaterial, a method to prepare collagen lamellar matrix was developed in this study using grass carp scales as raw materials. The relationship between the structure of fish scale collagen lamellar matrix and the optical and mechanical properties was analyzed, and co-culture of it and rat bone marrow mesenchymal stem cells (BMSCs) was performed to preliminarily analyze the cellular compatibility of fish scale collagen lamellar matrix. The results show that the grass carp scales could be divided into base region, lateral region and parietal region according to the surface morphology. The inorganic calcium in the surface layer could be effectively removed by decalcification, and the decalcification rate could reach 99%. After etching treatment, homogeneous collagen lamellar matrix could be obtained. With the decalcification and etching treatment, the water content of the sample increased gradually, but the cross-linking treatment had no obvious effect on the water content of fish scale collagen lamellar matrix. Fish scale collagen lamellar matrix has good transparency, refractive index, mechanical properties and cellular compatibility, which may represent a prospect for the construction of cornea tissue engineering products.",2021,Membranes,10.3390/membranes11100737,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0499,34923312,Exosomes-loaded thermosensitive hydrogels for corneal epithelium and stroma regeneration.,"Corneal damage forms scar tissue and manifests as permanent corneal opacity, which is the main cause of visual impairment caused by corneal diseases. To treat these diseases, herein, we developed a novel approach based on the exosome derived from induced pluripotent stem cell-derived mesenchymal stem cells (iPSC-MSCs) combined with a thermosensitive hydrogel, which reduces scar formation and accelerates the healing process. We found that a thermosensitive chitosan-based hydrogels (CHI hydrogel) sustained-release iPSC-MSC exosomes can effectively promote the repair of damaged corneal epithelium and stromal layer, downregulating mRNA expression coding for the three most enriched collagens (collagen type I alpha 1, collagen type V alpha 1 and collagen type V alpha 2) in corneal stroma and reducing scar formation in vivo. Furthermore, iPSC-MSCs secrete exosomes that contain miR-432-5p, which suppresses translocation-associated membrane protein 2 (TRAM2), a vital modulator of the collagen biosynthesis in the corneal stromal stem cells to avert the deposition of extracellular matrix (ECM). Our findings indicate that iPSC-MSCs secrete miRNA-containing exosomes to promote corneal epithelium and stroma regeneration, and that miR-432-5p can prevent ECM deposition via a mechanism most probably linked to direct repression of its target gene TRAM2. Overall, our exosomes-based thermosensitive CHI hydrogel, is a promising technology for clinical therapy of various corneal diseases.",2022,Biomaterials,10.1016/j.biomaterials.2021.121320,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
