screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes
PUBMED_0210,31646043,Second harmonic generation imaging reveals asymmetry in the rotational helicity of collagen lamellae in chicken corneas.,"High tensile strength and optical clarity are unique properties of the cornea. These features are dictated by the three-dimensional architecture of corneal lamellae. Therefore, understanding the microscopic details of the cornea's structural organization may contribute to the development of artificial cornea for the treatment of corneal diseases. In this study, the combination of forward second harmonic generation (SHG) microcopy and fast Fourier-transform based image analysis was used to characterize the depth-dependent superstructure of chicken corneal stroma. Our results show that from the surface, adjacent lamellae of anterior chicken cornea lamella rotate in a counterclockwise direction, and the same rotational helicity is observed in left and right corneas. Furthermore, the overall average rotational pitch of lamellae is 0.92 ± 0.11 degree/µm which persists for 176 ± 14 µm in the anterior stroma. As depth further increased, the rate of lamellar rotation decreases. Upon reaching posterior stroma, lamellar orientation remains constant. Throughout the stroma, collagen lamellae in chicken rotate a total of 169 ± 21 degrees. The lack of lamellar rotation in posterior stroma suggests that packing efficiency cannot be used to explain the helicity of depth-dependent rotation of anterior stroma. In addition, although the right cornea has a higher rotational pitch (0.95 ± 11 vs 0.90 ± 10 degrees/µm) and thinner anterior stroma (173 ± 13 vs 179 ± 14 µm) than the left cornea, the two effects cancel each other out and result in similar total angular rotation of anterior stroma (161 ± 23 and 165 degrees ± 21). Finally, our observation of a total angular rotation of 169 ± 21 degrees shows that within experimental error, chicken cornea lamellae rotate around 180 degrees or half of a complete turn. Additional studies are needed to arrive at an explanation of chicken superstructure in three dimensions.",2019,Biomedical optics express,10.1364/BOE.10.005223,B3_stroma,1,Uncertain,,stroma,Low,Corrected uncertain: insufficient title/abstract evidence for confident inclusion or exclusion.
PUBMED_0228,31817298,Corneal Epithelial-Stromal Fibroblast Constructs to Study Cell-Cell Communication in Vitro.,"Cell-cell communication plays a fundamental role in mediating corneal wound healing following injury or infection. Depending on the severity of the wound, regeneration of the cornea and the propensity for scar development are influenced by the acute resolution of the pro-fibrotic response mediated by closure of the wound via cellular and tissue contraction. Damage of the corneal epithelium, basement membrane, and anterior stroma following a superficial keratectomy is known to lead to significant provisional matrix deposition, including secretion of fibronectin and thrombospondin-1, as well as development of a corneal scar. In addition, corneal wounding has previously been shown to promote release of extracellular vesicles from the corneal epithelium, which, in addition to soluble factors, may play a role in promoting tissue regeneration. In this study, we report the development and characterization of a co-culture system of human corneal epithelial cells and corneal stromal fibroblasts cultured for 4 weeks to allow extracellular matrix deposition and tissue maturation. The secretion of provisional matrix components, as well as small and large extracellular vesicles, was apparent within the constructs, suggesting cell-cell communication between epithelial and stromal cell populations. Laminin-1β was highly expressed by the corneal epithelial layer with the presence of notable patches of basement membrane identified by transmission electron microscopy. Interestingly, we identified expression of collagen type III, fibronectin, and thrombospondin-1 along the epithelial-stromal interface similar to observations seen in vivo following a keratectomy, as well as expression of the myofibroblast marker, α-smooth muscle actin, within the stroma. Our results suggest that this corneal epithelial-stromal model may be useful in the study of the biochemical phenomena that occur during corneal wound healing.",2019,"Bioengineering (Basel, Switzerland)",10.3390/bioengineering6040110,B3_stroma;D3_full_thickness_multilayer,2,Uncertain,,multiple_layers,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0233,31881719,Stromal Collagen Arrangement Correlates with Stiffness of the Canine Cornea.,"The cornea is the most external layer of the eye and serves two important roles in (1) the refraction of light and (2) protection from the outside environment, both of which are highly dependent on the collagen assembly of the corneal stroma. This study sought to determine the collagen fiber arrangement of the canine corneal stroma and correlate the stromal organization with tissue stiffness in the anterior and posterior cornea. Collagen organization of the canine cornea was visualized through second-harmonic generation (SHG) imaging, and tissue stiffness of the anterior and posterior corneal stroma was determined by atomic force microscopy. Analysis of the canine anterior corneal stroma using SHG imaging documented intertwining of the collagen fibers with a high degree of fiber branching, with a more lamellar and non-branching posterior stroma. The anterior stroma had significantly higher tissue stiffness in both dogs and humans, when compared with the posterior corneal stroma (canine median: 1.3 kPa vs. 0.3 kPa; human median: 14.6 kPa vs. 2.1 kPa, respectively). There was a direct correlation between corneal collagen stromal organization and tissue stiffness in the dog, which was consistent with other mammalian species previously examined and likely reflects the need for maintenance of rigidity and corneal curvature.",2019,"Bioengineering (Basel, Switzerland)",10.3390/bioengineering7010004,B3_stroma,1,Uncertain,,stroma,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0237,31929592,Histological and immunohistochemical characterization of the porcine ocular surface.,"The ocular surface of the white domestic pig (Sus scrofa domestica) is used as a helpful model of the human ocular surface; however, a complete histological description has yet to be published. In this work, we studied porcine eyeballs with intact eyelids to describe and characterize the different structures that form the ocular surface, including the cornea and conjunctiva that covers the bulbar sclera, tarsi, and the nictitating membrane. We determined the distribution of goblet cells of different types over the conjunctiva and analyzed the conjunctival-associated lymphoid tissue (CALT). Porcine eyeballs were obtained from a local slaughterhouse, fixed, processed, and embedded in paraffin blocks. Tissue sections (4 μm) were stained with hematoxylin/eosin, Alcian blue/Periodic Acid Schiff, and Giemsa. Slides were also stained with lectins from Arachis hypogaea (PNA) and Helix pomatia (HPA) agglutinins and immunostained with rabbit anti-CD3. We found that the porcine cornea was composed of 6-8 epithelial cell layers, stroma, Descemet's membrane, and an endothelial monolayer. The total corneal thickness was 1131.0±87.5 μm (mean±standard error of the mean) in the center and increased to 1496.9±138.2 μm at the limbus. The goblet cell density was 71.25±12.29 cells/mm, ranging from the highest density (113.04±37.21 cells/mm) in the lower palpebral conjunctiva to the lowest density (12.69±4.29 cells/mm) in the bulbar conjunctiva. The CALT was distributed in the form of intraepithelial lymphocytes and subepithelial diffuse lymphoid tissue. Lenticular-shaped lymphoid follicles, about 8 per histological section, were also present within the conjunctival areas. In conclusion, we demonstrated that the analyzed porcine ocular structures are similar to those of humans, confirming the potential usefulness of pig eyes to study ocular surface physiology and pathophysiology.",2020,PloS one,10.1371/journal.pone.0227732,C4_endothelium,1,Uncertain,,multiple_layers,Low,Corrected uncertain: insufficient title/abstract evidence for confident inclusion or exclusion.
PUBMED_0238,31935380,Requirement for the collagen receptor Endo180 in collagen gel contraction mediated by corneal fibroblasts.,"The interaction of keratocytes with extracellular matrix components plays an important role in the maintenance of corneal transparency and shape as well as in the healing of corneal wounds. In particular, the interaction of these cells with collagen and cell-mediated collagen contraction contribute to wound closure. Endo180 is a receptor for collagen that mediates its cellular internalization. We have now examined the role of Endo180 in collagen contraction mediated by corneal fibroblasts (activated keratocytes). Antibodies to Endo180 inhibited the contractile activity of mouse corneal fibroblasts embedded in a three-dimensional collagen gel and cultured in the presence of serum, with this effect being both concentration and time dependent and essentially complete at an antibody concentration of 0.2 μg/ml. Whereas corneal fibroblasts cultured in a collagen gel manifested a flattened morphology with prominent stress fibers under control conditions, they showed a spindlelike shape with few stress fibers in the presence of antibodies to Endo180. Antibodies to Endo180 had no effect on the expression of α-smooth muscle actin or the extent of collagen degradation in collagen gel cultures of corneal fibroblasts. Immunohistofluorescence analysis did not detect the expression of Endo180 in the unwounded mouse cornea. However, Endo180 expression was detected in keratocytes migrating into the wound area at 3 days after a corneal incisional injury. Together, our results suggest that Endo180 is required for the contraction of collagen matrix mediated by corneal fibroblasts and that its expression in these cells may contribute to the healing of corneal stromal wounds.",2020,Experimental eye research,10.1016/j.exer.2020.107933,B3_stroma,1,Uncertain,,stroma,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0246,32017400,Ex vivo excimer laser ablation of cornea guttata and ROCK inhibitor-aided endothelial recolonization of ablated central cornea.,"PURPOSE: To determine whether excimer laser ablation of guttae is a viable strategy for removal of diseased tissue in Fuchs' endothelial corneal dystrophy (FECD) on excised human Descemet membranes and whether an excimer laser-created wound on healthy human corneas ex vivo is recolonized with corneal endothelial cells. METHODS: Descemet membranes of FECD patients and corneal endothelium of normal human corneas were ablated ex vivo using an excimer laser licensed for glaucoma surgery. Specimens were kept in cell culture medium supplemented with 10 μm of rho-kinase inhibitor ripasudil. Corneal endothelial cell regeneration was observed using light and electron scanning microscopy. Furthermore, the whole corneal samples were evaluated by haematoxylin/eosin staining and immunohistochemical analysis using antibodies against Na(+) /K(+) -ATPase. RESULTS: Guttae and corneal endothelium could be ablated with an excimer laser without total ultrastructural damage to the Descemet membrane or stroma. Nearly complete endothelial wound closure was accomplished after 26-38 days in treated corneas. Light and electron scanning microscopy suggested the establishment of a layer of flat endothelial cells. Additionally, Na(+) /K(+) -ATPase expression could only be observed on the inner side of the Descemet membrane. CONCLUSION: Our proof of concept study demonstrated that excimer lasers can be used to ablate diseased tissue from excised FECD Descemet membranes ex vivo. Additionally, corneal endothelial cells recolonize a previously ablated endothelial area in healthy human corneas ex vivo under treatment with ripasudil. Thus, our results are the first experimental basis to further investigate the feasibility of an excimer laser ablation as a graftless FECD treatment option.",2020,Acta ophthalmologica,10.1111/aos.14366,C4_endothelium,1,Uncertain,,stroma,Low,Corrected uncertain: insufficient title/abstract evidence for confident inclusion or exclusion.
PUBMED_0248,32046198,Changes in Epithelial and Stromal Corneal Stiffness Occur with Age and Obesity.,"The cornea is avascular, which makes it an excellent model to study matrix protein expression and tissue stiffness. The corneal epithelium adheres to the basement zone and the underlying stroma is composed of keratocytes and an extensive matrix of collagen and proteoglycans. Our goal was to examine changes in corneas of 8- and 15-week mice and compare them to 15-week pre-Type 2 diabetic obese mouse. Nanoindentation was performed on corneal epithelium in situ and then the epithelium was abraded, and the procedure repeated on the basement membrane and stroma. Confocal imaging was performed to examine the localization of proteins. Stiffness was found to be age and obesity dependent. Young's modulus was greater in the epithelium from 15-week mice compared to 8-week mice. At 15 weeks, the epithelium of the control was significantly greater than that of the obese mice. There was a difference in the localization of Crb3 and PKCζ in the apical epithelium and a lack of lamellipodial extensions in the obese mouse. In the pre-Type 2 diabetic obese mouse there was a difference in the stiffness slope and after injury localization of fibronectin was negligible. These indicate that age and environmental changes incurred by diet alter the integrity of the tissue with age rendering it stiffer. The corneas from the pre-Type 2 diabetic obese mice were significantly softer and this may be a result of changes both in proteins on the apical surface indicating a lack of integrity and a decrease in fibronectin.",2020,"Bioengineering (Basel, Switzerland)",10.3390/bioengineering7010014,B3_stroma,1,Uncertain,,multiple_layers,Low,Corrected uncertain: insufficient title/abstract evidence for confident inclusion or exclusion.
PUBMED_0251,32090903,Characterization of hyperelastic mechanical properties for youth corneal anterior central stroma based on collagen fibril crimping constitutive model.,"To relate the crimping morphology of collagen fibrils to macroscopic hyperelastic responses, a four-parameter collagen fibril crimping constitutive model was developed that characterizes the hyperelastic mechanical properties of ex vivo corneal anterior central stroma from youth patients. The collagen fibril crimping degrees of the corneal stroma follow a Gaussian distribution as observed by transmission electron microscopy of the lenticules extracted from human corneas by small incision lenticule extraction (SMILE) refractive surgery. The hyperelastic parameters of pairs of corneal lenticules from 60 youth myopic patients were determined by tensile stress-stretch curves combined with individual surgical geometric features. The model, whose parameters reflect the corresponding mechanical responses, effectively describes each mechanical deformation process especially the physiological corneal deformation range. The constitutive model was embedded into a UMAT subroutine of the finite element software ABAQUS to simulate the tensile behavior of the corneal stroma, and the differences between individuals was excluded in the statistical analysis. The stromal hyperelastic properties in the two fibril preferential directions were shown to be the same. Although there was no correlation with the degree of corneal myopia, the hyperelastic mechanical properties of both the matrix and collagen fibrils decreased with increasing corneal stromal depth. The results not only have significance for SMILE refractive surgery by elucidating the biomechanical properties of a stromal surgical region but are also conducive to the future biomechanical exploration of the whole human cornea.",2020,Journal of the mechanical behavior of biomedical materials,10.1016/j.jmbbm.2019.103575,B3_stroma,1,Uncertain,,stroma,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0257,32197207,Effect of substrate topography on the regulation of human corneal stromal cells.,"Optimal functionality of native corneal stroma depends on a well-ordered arrangement of extracellular matrix (ECM). To develop an in vitro corneal model, replication of the corneal in vivo microenvironment is needed. In this study, the impact of topographic cues on keratocyte phenotype is reported. Photolithography and polymer moulding were used to fabricate microgrooves on polydimethylsiloxane (PDMS) 2-2.5 μm deep and 5 μm, 10 μm, or 20 μm in width. Microgrooves constrained the cells body, compressed nuclei and led to cytoskeletal reorganization. It also influenced the concentration of actin filaments, condensation of chromatin and cell proliferation. Cells became more spread and actin filament concentration decreased as the microgroove width increased. Relationships were also demonstrated between microgroove width and cellular processes such as adhesion, migration and gene expression. Immunocytochemistry and gene expression (RT-PCR) analysis showed that microgroove width upregulated keratocyte specific genes. A microgroove with 5 μm width led to a pronounced alignment of cells along the edges of the microchannels and better supported cell polarization and migration compared with other microgroove widths or planar substrates. These findings provide important fundamental knowledge that could serve as a basis for better-controlled tissue growth and cell-engineering applications for corneal stroma regeneration through topographical patterns.",2020,"Colloids and surfaces. B, Biointerfaces",10.1016/j.colsurfb.2020.110971,B3_stroma,1,Uncertain,,stroma,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0261,32279044,Blockade of extracellular high-mobility group box 1 attenuates inflammation-mediated damage and haze grade in mice with corneal wounds.,"PURPOSE: To investigate the expression of extracellular high mobility group box 1 (HMGB1) and the effect of its inhibitor glycyrrhizin (GL) in corneal wound healing. METHODS: We treated C57BL/6J mice with GL or PBS before and after establishing a corneal injury model. Fluorescein staining, Ki-67 expression, haze grade, and haematoxylin/eosin (H&E) staining were used to assess treatment efficacy. The expression of HMGB1, NF-κB-p65, the NLRP3 inflammasome, IL-1β, CCL2, CXCL2, TGF-β1, α-SMA, fibronectin, and collagen III and neutrophil influx were examined by immunohistochemical staining, western blot, and RT-qPCR at various time points after corneal injury. RESULTS: After corneal injury, HMGB1 transferred from the nucleus to the cytoplasm and was passively released or actively secreted into the corneal stroma from epithelial cells and inflammatory cells; however, this increase was attenuated by GL treatment. Furthermore, GL indirectly attenuated the expression of IL-1β by directly inhibiting extracellular HMGB1 functions, which activated the NF-κB-p65/NLRP3/IL-1β signalling pathway. Moreover, application of GL alleviated the neutrophil infiltration that delays wound healing, accompanied by the downregulation of expression of the chemokines CCL2 and CXCL2. More interestingly, application of GL reduced the degree of haze grade through inactivating extracellular HMGB1 functions that induced TGF-β1 release and myofibroblast differentiation. In addition, fluorescein and H&E staining and Ki-67 levels suggest that GL promotes regeneration of corneal epithelium. CONCLUSIONS: After corneal injury, extracellular HMGB1 can be an essential driver to trigger a neutrophil- and cytokine-mediated inflammatory injury amplification loop. The application of GL promotes the cornea to restore transparency and integrity, which may be related to the attenuation of extracellular HMGB1 levels and function.",2020,International immunopharmacology,10.1016/j.intimp.2020.106468,B3_stroma,1,Uncertain,,multiple_layers,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0272,32367751,A family of fuchs endothelial corneal dystrophy and anterior polar cataract with an analysis of whole exome sequencing.,"PURPOSE: Our aim was to introduce a family affected by this rare phenotype, and perform the whole exome sequencing (WES) to explore the potential candidate genes causing the disorders. METHODS: A five-generation family including five patients affected by FECD with APC, and nine patients suffered from only FECD was recruited from the First Affiliated Hospital of Harbin Medical University. All participants received ophthalmic examinations. Eight family members were selected to perform WES with a bioinformatics analysis and genome-wide linkage analysis. The candidate genes were identified by polymerase chain reaction (PCR) and Sanger sequencing. RESULTS: Patients in this family had FECD as the common feature. The proband (a 65-year-old female) was affected by FECD and APC in both eyes, with epithelial bullae in the left eye. Slit-lamp, specular, and confocal microscope and OCT images showed guttae more serious in the central cornea than the peripheral area, confirming the diagnosis of FECD. In this family, most corneal guttae was bilateral with an almost equal degree of progression in the Descemet membrane, APC was found around the age of 10, perhaps even earlier. According to the analysis of bioinformatics analysis, two candidate genes were found and confirmed by PCR and Sanger sequencing, but could not achieve genotype-phenotype co-segregation in the family. CONCLUSION: We introduced a family of FECD with APC, with no known causative gene found by WES, inferring that there may be a novel gene-locus in the non-coding regions of genome, which needs further study by WGS. The contribution of this study was to exclude the possibility of the rare phenotype pathogenic site in exome and narrow the scope of pathogenic genes.",2020,Ophthalmic genetics,10.1080/13816810.2020.1759109,C4_endothelium,1,Uncertain,,multiple_layers,Low,Corrected uncertain: insufficient title/abstract evidence for confident inclusion or exclusion.
PUBMED_0283,32495687,Laminin 511 Precoating Promotes the Functional Recovery of Transplanted Corneal Endothelial Cells.,"Corneal endothelial dysfunction is a major cause of corneal blindness and is mainly treated by corneal transplantation. However, the global shortage of donor cornea hampers its application. Intracameral injection of cultured primary corneal endothelial cells (CECs) was recently confirmed in clinical trials. However, abnormal adhesion of the grafted CECs affects the application of this strategy. In this study, we explored if laminin 511 (LN511) improves the therapeutic function of the intracameral CEC injection for corneal endothelial dysfunction. To mimic the late stage of corneal endothelial diseases, intense scraping was developed to remove CECs and extracellular matrix of the posterior Descemet's membrane (DM) without DM removal in rabbits. Then, Dulbecco's phosphate-buffered saline (DPBS) and LN511 were intracamerally injected as the control and intervention groups, respectively. We found that the injected LN511 could settle and form a coating on the posterior surface of DM. After CEC transplantation, corneal clarity of rabbits in the LN511 group was rapidly recovered within 7 days, whereas the corneal recovery took 14 days in the DPBS group. Corneal thickness of LN511 group decreased to 413.3 ± 20.8 μm 7 days after operation, which was significantly lower than 1086.3 ± 78.6 μm of DPBS group (p < 0.01). Moreover, for the grafted CECs, LN511 promoted the rapid adhesion, tight junction formation, and expression of Na(+)/K(+)-ATPase and ZO-1. In vitro analysis revealed that the functions of LN511 on the cultured human CECs mechanistically depended on the cell density and the nuclear-cytoplasmic translocation of the Yes-associated protein. Our study demonstrated that LN511 precoating promoted the adhesion of the transplanted CECs and enhanced the functional regeneration of the corneal endothelium. Thus, our data suggested that the strategy of LN511 precoating and CECs' intracameral injection could be a potential method for the therapy of corneal endothelial dysfunction. Impact statement Intracameral injection of cultured corneal endothelial cells (CECs) is a potential alternative therapy for corneal endothelial dysfunction and has been proven to be effective in clinical trials. However, abnormal adhesion of the grafted CECs affects its application. In this study, intense scraping was developed to remove CECs and extracellular matrix of the posterior Descemet's membrane (DM) without DM removal for the therapy of late stage of corneal endothelial diseases. Laminin 511 was intracamerally injected to form a coating, improve the posterior DM, enhance the adhesion of the grafted CECs, and promote the functional regeneration of CEC transplantation through Yes-associated protein signaling.",2020,Tissue engineering. Part A,10.1089/ten.TEA.2020.0047,C4_endothelium,1,Uncertain,,endothelium,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0287,32525050,Changes and quantitative characterization of hyper-viscoelastic biomechanical properties for young corneal stroma after standard corneal cross-linking treatment with different ultraviolet-A energies.,"Corneal collagen cross-linking (CXL) treatment can restore vision in patients suffering from keratoconus and corneal injury, by improving the mechanical properties of the cornea. The correlation between ultraviolet-A (UVA) irradiant energies of standard CXL (SCXL) and corneal visco-hyperelastic mechanical behavior remains unknown. In this study, SCXL with four different UVA irradiant energy doses (0-5.4 J/cm(2)) were administered as part of quantitative treatments of corneal stromal lenticules extracted from young myopic patients via small incision lenticule extraction (SMILE) corneal refractive surgery. Double-strip samples with symmetric geometries were cut simultaneously for SCXL treatment and non-treated control. First, 40 pairs of strips were loaded to failure to assess the mechanical parameters of the material. Then, another 40 pairs were tested using a special uniaxial tensile test including quasi-static loading-unloading, instantaneous loading, and stress relaxation, to determine the visco-hyperelastic mechanical behavior. Upon combining the collagen fibril crimping constitutive model with the quasi-linear viscoelastic model, it was observed that with increasing UVA energy dose, the corneal strength and hyperelastic stiffness were significantly enhanced, while the maximum stretch and viscosity of the cornea were significantly reduced. Considering the quantitative analysis of SCXL and the rehabilitation prediction of keratoconus treatment, the results clarify the biomechanical behavior of human corneal stroma in SCXL clinical surgery. STATEMENT OF SIGNIFICANCE: This study quantitatively analyzes the improvement in the biomechanical properties of young central corneal stroma, due to SCXL treatment with different energies. Furthermore, the correlation between the hyper-viscoelastic mechanical parameters and UVA irradiant energy doses of SCXL are clarified. The contribution of this study fills the knowledge gap of the CXL on corneal biomechanics. It can not only clarify this mechanism better but also assist with guiding SCXL surgery for individualized patient corneas.",2020,Acta biomaterialia,10.1016/j.actbio.2020.06.005,B3_stroma,1,Uncertain,,stroma,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0297,32561484,In silico and in vitro analysis of cation-activated potassium channels in human corneal endothelial cells.,"The corneal endothelium is the inner cell monolayer involved in the maintenance of corneal transparence by the generation of homeostatic dehydration. The glycosaminoglycans of the corneal stroma develop a continuous swelling pressure that should be counteracted by the corneal endothelial cells through active transport mechanisms to move the water to the anterior chamber. Protein transporters for sodium (Na(+)), potassium (K(+)), chloride (Cl(-)) and bicarbonate (HCO(3)(-)) are involved in this endothelial ""pump function"", however despite its physiological importance, the efflux mechanism is not completely understood. There is experimental evidence describing transendothelial diffusion of water in the absence of osmotic gradients. Therefore, it is important to get a deeper understanding of alternative models that drive the fluid transport across the endothelium such as the electrochemical gradients. Three transcriptomic datasets of the corneal endothelium were used in this study to analyze the expression of genes that encode proteins that participate in the transport and the reestablishment of the membrane potential across the semipermeable endothelium. Subsequently, the expression of the identified channels was validated in vitro both at mRNA and protein levels. The results of this study provide the first evidence of the expression of KCNN2, KCNN3 and KCNT2 genes in the corneal endothelium. Differences among the level of expression of KCNN2, KCNT2 and KCNN4 genes were found in a differentially expressed gene analysis of the dataset. Taken together these results underscore the potential importance of the ionic channels in the pathophysiology of corneal diseases. Moreover, we elucidate novel mechanisms that might be involved in the pivotal dehydrating function of the endothelium and in others physiologic functions of these cells using in silico pathways analysis.",2020,Experimental eye research,10.1016/j.exer.2020.108114,C4_endothelium,1,Uncertain,,stroma,Low,Corrected uncertain: insufficient title/abstract evidence for confident inclusion or exclusion.
PUBMED_0298,32565111,Biomechanical effect of ultraviolet-A-riboflavin cross-linking on simulated human corneal stroma model and its correlation with changes in corneal stromal microstructure.,"In this study, we established an experimental human corneal stroma model of simulated cornea tissue composed of thin anterior cornea strips layers obtained from small incision lenticular extraction (SMILE) surgery. We investigated the biomechanical effect of ultraviolet-A- riboflavin cross-linking at different depths of corneal stroma model and correlated it with stromal microstructural changes examined by transmission electron microscopy (TEM). Corneal strips were harvested from fresh human corneal lenticules obtained after SMILE surgery. Experimental models (n = 34) were established by superimposing the corneal lenticule strips until their thickness reached close to 500 μm. Corneal cross-linking (CXL) was performed subsequently using standard or accelerated protocol. Elasticity and viscosity were quantified using stress-strain extensometer. TEM was used to visualize the collagen fiber diameter and interfibrillar spacing. The relative change in Young's modulus (rel. ΔE) decreased nonlinearly with increasing stromal depth both in the standard and accelerated groups. Compared to the sham controls, the rel. ΔE in standard and accelerated CXL groups increased significantly in the anterior 400 μm and 275 μm depth, respectively. Also, the relative change in stress (rel. ΔS) was significantly lower after standard and accelerated CXL compared to sham controls. Depth analysis showed similar results for the elastic effect. TEM images showed a small, non-significant increase in fibril diameter. The interfibrillar spacing decreased significantly after standard and accelerated CXL in the anterior-mid stromal region. We noted that the increase of corneal stiffness correlated with decrease in interfibrillar spacing after CXL. The stiffening effect was depth dependent. The effect of accelerated CXL was less in the deep corneal stromal regions compared to standard CXL.",2020,Experimental eye research,10.1016/j.exer.2020.108109,B3_stroma,1,Uncertain,,stroma,Low,"Corrected uncertain: may support biological, optical, animal-model, or mechanical benchmarking background, but not clearly a tissue-engineered material or construct."
PUBMED_0299,32571170,PVA/anionic collagen membranes as drug carriers of ciprofloxacin hydrochloride with sustained antibacterial activity and potential use in the treatment of ulcerative keratitis.,"Devices such as contact lenses and collagen shields have been used to improve the antibiotic bioavailability of eye drops formulations in the treatment of ulcerative keratitis. Nevertheless, these devices are not sustained drug delivery systems, and a combination with eye drops is necessary. In animal patients, it requires constant supervision by trained personnel to avoid device loss, which increases the cost of treatment. In this study, PVA/anionic collagen membranes containing ciprofloxacin or tobramycin were prepared using two different methodologies, and the release, physical and antimicrobial properties were evaluated. The membrane containing ciprofloxacin was selected as a sustained drug delivery system with antibacterial activity against Staphylococcus aureus and Escherichia coli during 48 h. Despite to be opaque, due to its heterogeneous morphology, this membrane had the adequate mechanical strength, water content, hydrophilicity, water vapor permeability, and surface pH to interact with cornea without causing discomfort. In the surface of this membrane it was observed dispersed collagen fibrils which could serve as a substrate for corneal proteinases, contributing to the reduction in stromal damage and enhancing the epithelium regeneration. These results encourage the idea these membranes are new cost-effective and safe alternatives to treat corneal ulcers in animal patients.",2020,Journal of biomaterials applications,10.1177/0885328220931733,B3_stroma,1,Uncertain,,multiple_layers,Low,Corrected uncertain: insufficient title/abstract evidence for confident inclusion or exclusion.
PUBMED_0315,32721020,Energy Shortage in Human and Mouse Models of SLC4A11-Associated Corneal Endothelial Dystrophies.,"PURPOSE: To elucidate the molecular events in solute carrier family 4 member 11 (SLC4A11)-deficient corneal endothelium that lead to the endothelial dysfunction that characterizes the dystrophies associated with SLC4A11 mutations, congenital hereditary endothelial dystrophy (CHED) and Fuchs endothelial corneal dystrophy 4. METHODS: Comparative transcriptomic analysis (CTA) was performed in primary human corneal endothelial cells (pHCEnC) and murine corneal endothelial cells (MCEnC) with normal and reduced levels of SLC4A11 (SLC4A11 KD pHCEnC) and Slc4a11 (Slc4a11-/- MCEnC), respectively. Validation of differentially expressed genes was performed using immunofluorescence staining of CHED corneal endothelium, as well as western blot and quantitative PCR analysis of SLC4A11 KD pHCEnC and Slc4a11-/- MCEnC. Functional analyses were performed to investigate potential functional changes associated with the observed transcriptomic alterations. RESULTS: CTA revealed inhibition of cell metabolism and ion transport function as well as mitochondrial dysfunction, leading to reduced adenosine triphosphate (ATP) production, in SLC4A11 KD pHCEnC and Slc4a11-/- MCEnC. Co-localization of SNARE protein STX17 with mitochondria marker COX4 was observed in CHED corneal endothelium, as was activation of AMPK-p53/ULK1 in both SLC4A11 KD pHCEnC and Slc4a11-/- MCEnC, providing additional evidence of mitochondrial dysfunction and mitophagy. Reduced Na+-dependent HCO3- transport activity and altered NH4Cl-induced membrane potential changes were observed in Slc4a11-/- MCEnC. CONCLUSIONS: Reduced steady-state ATP levels and subsequent activation of the AMPK-p53 pathway provide a link between the metabolic functional deficit and transcriptome alterations, as well as evidence of insufficient ATP to maintain the Na+/K+-ATPase corneal endothelial pump as the cause of the edema that characterizes SLC4A11-associated corneal endothelial dystrophies.",2020,Investigative ophthalmology & visual science,10.1167/iovs.61.8.39,C4_endothelium,1,Uncertain,,endothelium,Low,Corrected uncertain: insufficient title/abstract evidence for confident inclusion or exclusion.
