screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision,refined_top_tier_decision,refined_top_tier_reason,strict_retrieval_score,strict_retrieval_reason,has_clinical,has_in_vivo,has_ex_vivo,has_material,has_benchmark,has_reconstruction,strict_retrieval_group
PUBMED_0819,39298836,Phytic acid-loaded polyvinyl alcohol hydrogel promotes wound healing of injured corneal epithelium through inhibiting ferroptosis.,"As the important barrier of intraocular tissue, cornea is easy to suffer various kinds of injuries. Among them, acute alkali burn is a thorny ophthalmic emergency event, which can lead to corneal persistent epithelial defects, ulcers, and even perforation. Ferroptosis, a mode of regulatory cell death, has been found to play a key role in the process of corneal alkali burn, of which lipid peroxidation and intracellular iron levels are considered to be the possible therapeutic targets. To seek new effective treatments, the study herein focused on the occurrence of oxidative stress and ferroptosis in corneal alkali burn, exploring the role of phytic acid (PA), a natural small molecule with both antioxidant and iron chelating capacity, in the repair of corneal epithelial injury. The in vivo therapeutic results showed that PA eyedrops treatment promoted the recovery of corneal morphology and function, and in vitro experiments proved that PA prompted the repair of oxidative stress induced-corneal epithelial injury through ferroptosis inhibition. In addition, better drug treatment effect could be achieved through hydrogel delivery and sustained release, and our in vivo experiments showed the superior therapeutic effects of PA delivered by PVA hydrogels with larger molecular weights on corneal injury. In summary, this study demonstrated the excellent effect of natural small molecule PA with antioxidant and high efficiency chelating ferrous ions on ferroptosis inhibition, and showed the outstanding application prospect of PVA/PA hydrogels in the treatment of corneal epithelial injury.",2024,Redox biology,10.1016/j.redox.2024.103354,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,hydrogel; corneal epithelial; corneal epithelium; wound healing; barrier; rat; in vivo,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",12,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,no,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0933,40444446,Chirality Regulates Stem Cell Fate and Promotes Corneal Epithelial Regeneration via Manipulating Notch Pathway.,"The differentiation and stemness maintenance of stem cells are the core topics in cell biology and regenerative medicine, involving cell fate determination, developmental regulation and tissue regeneration. Chirality is an essential factor influencing multiple biological processes, including protein interactions, stem cell development and disease pathogenesis. However, its roles in regulating stem cells fate, especially limbal epithelial stem cells (LESCs), remain elusive. Herein, it is first discovered that right-handed chiral hydrogel (DH) enhanced LESCs proliferation, migration, and differentiation into corneal epithelial cells, while left-handed chiral hydrogel (LH) can partially preserve LESCs stemness. Further in vivo experiments demonstrated that 3D DH effectively accelerated corneal wound healing process, inhibited both inflammation and vascularization in a partial limbal stem cell deficiency model. Mechanistically, DH activates Notch signaling by increasing its stereo-affinity to Notch1, facilitating Notch intracellular domain release and HES1 transcription, thereby directing LESCs fate. Collectively, this work highlights the novel role of chirality in LESCs fate determination and confirms DH as a drug-free, effective approach for corneal epithelial regeneration, offering a new direction for regenerative medicine and tissue engineering.",2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202504732,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,hydrogel; corneal epithelial; limbal; limbal stem; wound healing; migration; rat; in vivo,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",12,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,no,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0936,40449707,Compartmentalized 3D bioprinting of the limbal niche with distinct hPSC-LSC subpopulations for corneal disease modeling.,"Limbal epithelial stem cells (LSCs) are essential for corneal epithelium regeneration and visual acuity. The limbal niche's physicochemical properties regulate LSC function, but their role is not fully understood. Developing in vitro models that mimic the native niche can enhance our understanding of niche functions, despite the challenges of niche complexity. In this study, we created a 3D bioprinted limbal niche model using a hybrid approach that combines two human pluripotent stem cell-derived LSC (hPSC-LSC) subpopulations (p63+ and ABCG2+ cells) within hyaluronic acid (HA)-based bioinks and a stiff polyacrylamide (PA) gel scaffold produced by conventional gel casting. We analyzed the mechanical properties of the bioinks and assessed cell viability, morphology, and protein expression after one week of culture. Finally, we conducted a proof-of-concept wound healing assay using an alkali burn injury model to assess the functionality of the model for research purposes. The results show that this 3D model effectively replicated the mechanical environment of native tissue, maintains stability for one-week post-printing, and supports LSC viability and normal in vitro phenotype. In addition, the wound healing assay showed a cellular response, indicated by non-simultaneous caspase-3 activation of hPSC-LSC subpopulations for 48 hours post-wounding. This model provides a valuable platform for investigating the limbal niche and advancing cellular therapies applicable to other tissue niches throughout the body. STATEMENT OF SIGNIFICANCE: The corneal limbal niche is crucial for corneal regeneration, creating a high demand for in vitro models. However, current models are not sufficiently replicating the complexity of native tissue and importantly, lack the element of recently demostrated limbal stem cell (LSC) heterogeneity. In this study, we combine three key features of the limbus, including stiffness, architecture and compartmentalization, to create limbal niche-mimicking structures using 3D bioprinting with two human pluripotent stem cell derived LSC (hPSC-LSC) subpopulations. We demonstrate structural stability, native tissue-like mechanical properties, sustained cellular viability, stable hPSC-LSC phenotype post-printing, and a tissue-mimicking response to wounding. This approach offers an innovative strategy to model complex niches and advance the understanding of limbal niche functions.",2025,Acta biomaterialia,10.1016/j.actbio.2025.05.068,A3_epithelium_limbus;D3_full_thickness_multilayer,2,Include,,epithelium_limbus,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,12,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,no,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_1035,41535560,Evaluation of dECM hydrogel-NAP on 3D organotypic human corneal epithelium in diabetic keratopathy model.,"Diabetes mellitus, a global epidemic, is a leading cause of blindness due to its detrimental effects on the retina, lens, and cornea. Diabetic keratopathy (DK), a significant ocular complication, severely compromises the corneal epithelium structure, barrier function, and healing capacity, largely driven by hyperglycemia-induced oxidative stress and apoptosis. Current therapeutic strategies for DK are limited and primarily symptomatic, failing to address underlying cellular deficits. This study investigates a novel regenerative approach utilizing a decellularized extracellular matrix (dECM) hydrogel functionalized with the neuroprotective peptide NAP (dECM hydrogel-NAP). Both dECM hydrogels and NAP have demonstrated promising regenerative and protective properties in various tissues, though their combined efficacy for diabetic corneal repair remains unexplored. Using a three-dimensional (3D) organotypic human corneal epithelium model of DK, we evaluated the therapeutic potential of dECM hydrogel-NAP to promote epithelial wound healing, restore barrier function, mitigate apoptotic responses, and support cellular viability under diabetic conditions. Our findings suggest that dECM hydrogel-NAP holds significant promise as a therapeutic strategy for supporting corneal epithelial regeneration in diabetic keratopathy.",2026,Scientific reports,10.1038/s41598-026-36316-5,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,hydrogel; decellularized; corneal epithelial; corneal epithelium; epithelial regeneration; wound healing; barrier; rat,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,6,strong reconstruction/regeneration relevance; scaffold/carrier/material present; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",12,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,no,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0688,37456580,"A suture-free, shape self-adaptive and bioactive PEG-Lysozyme implant for Corneal stroma defect repair and rapid vision restoration.","Corneal transplantation is a prevailing treatment to repair injured cornea and restore vision but faces the limitation of donor tissue shortage clinically. In addition, suturing-needed transplantation potentially causes postoperative complications. Herein, we design a PEG-Lysozyme injective hydrogel as a suture-free, shape self-adaptive, bioactive implant for corneal stroma defect repair. This implant experiences a sol-gel phase transition via an in situ amidation reaction between 4-arm-PEG-NHS and lysozyme. The physicochemical properties of PEG-Lysozyme can be tuned by the components ratio, which confers the implant mimetic corneal modulus and provides tissue adhesion to endure increased intraocular pressure. In vitro tests prove that the implant is beneficial to Human corneal epithelial cells growth and migration due to the bioactivity of lysozyme. Rabbit lamellar keratoplasty experiment demonstrates that the hydrogel can be filled into defect to form a shape-adaptive implant adhered to native stroma. The implant promotes epithelialization and stroma integrity, recovering the topology of injured cornea to normal. A newly established animal forging behavior test prove a rapid visual restoration of rabbits when use implant in a suture free manner. In general, this work provides a promising preclinical practice by applicating a self-curing, shape self-adaptive and bioactive PEG-Lysozyme implant for suture-free stroma repair.",2023,Bioactive materials,10.1016/j.bioactmat.2023.05.008,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core - unresolved manual check,Keep core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0719,37866722,A double-crosslinked nanocellulose-reinforced dexamethasone-loaded collagen hydrogel for corneal application and sustained anti-inflammatory activity.,"In cases of blinding disease or trauma, hydrogels have been proposed as scaffolds for corneal regeneration and vehicles for ocular drug delivery. Restoration of corneal transparency, augmenting a thin cornea and postoperative drug delivery are particularly challenging in resource-limited regions where drug availability and patient compliance may be suboptimal. Here, we report a bioengineered hydrogel based on porcine skin collagen as an alternative to human donor corneal tissue for applications where long-term stability of the hydrogel is required. The hydrogel is reinforced with cellulose nanofibers extracted from the Ciona intestinalis sea invertebrate followed by double chemical and photochemical crosslinking. The hydrogel is additionally loaded with dexamethasone to provide sustained anti-inflammatory activity. The reinforced double-crosslinked hydrogel after drug loading maintained high optical transparency with significantly improved mechanical characteristics compared to non-reinforced hydrogels, while supporting a gradual sustained drug release for 60 days in vitro. Dexamethasone, after exposure to crosslinking and sterilization procedures used in hydrogel production, inhibited tube formation and cell migration of TNFα-stimulated vascular endothelial cells. The drug-loaded hydrogels suppressed key pro-inflammatory cytokines CCL2 and CXCL5 in TNFα-stimulated human corneal epithelial cells. Eight weeks after intra-stromal implantation in the cornea of 12 New-Zealand white rabbits subjected to an inflammatory suture stimulus, the dexamethasone-releasing hydrogels suppressed TNFα, MMP-9, and leukocyte and fibroblast cell invasion, resulting in reduced corneal haze, sustained corneal thickness and stromal morphology, and reduced overall vessel invasion. This collagen-nanocellulose double-crosslinked hydrogel can be implanted to treat corneal stromal disease while suppressing inflammation and maintaining transparency after corneal transplantation. STATEMENT OF SIGNIFICANCE: To treat blinding diseases, hydrogel scaffolds have been proposed to facilitate corneal restoration and ocular drug delivery. Here, we improve on a clinically tested collagen-based scaffold to improve mechanical robustness and enzymatic resistance by incorporating sustainably sourced nanocellulose and dual chemical-photochemical crosslinking to reinforce the scaffold, while simultaneously achieving sustained release of an incorporated anti-inflammatory drug, dexamethasone. Evaluated in the context of a corneal disease model with inflammation, the drug-releasing nanocellulose-reinforced collagen scaffold maintained the cornea's transparency and resisted degradation while suppressing inflammation postoperatively. This biomaterial could therefore potentially be applied in a wider range of sight-threatening diseases, overcoming suboptimal administration of postoperative medications to maintain hydrogel integrity and good vision.",2023,Acta biomaterialia,10.1016/j.actbio.2023.10.020,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0754,38454966,3D printing sequentially strengthening high-strength natural polymer hydrogel bilayer scaffold for cornea regeneration.,"3D printing of high-strength natural polymer biodegradable hydrogel scaffolds simultaneously resembling the biomechanics of corneal tissue and facilitating tissue regeneration remains a huge challenge due to the inherent brittleness of natural polymer hydrogels and the demanding requirements of printing. Herein, concentrated aqueous solutions of gelatin and carbohydrazide-modified alginate (Gel/Alg-CDH) are blended to form a natural polymer hydrogel ink, where the hydrazides in Alg-CDH are found to form strong hydrogen bonds with the gelatin. The hydrogen-bonding-strengthened Gel/Alg-CDH hydrogel demonstrates an appropriate thickened viscosity and shear thinning for extrusion printing. The strong hydrogen bonds contribute to remarkably increased mechanical properties of Gel/Alg-CDH hydrogel with a maximum elongation of over 400%. In addition, sequentially Ca(2+)-physical crosslinking and then moderately chemical crosslinking significantly enhance the mechanical properties of Gel/Alg-CDH hydrogels that ultimately exhibit an intriguing J-shaped stress-strain curve (tensile strength of 1.068 MPa and the toughness of 677.6 kJ/m(2)). The dually crosslinked Gel-Alg-CDH-Ca(2+)-EDC hydrogels demonstrate a high transparency, physiological swelling stability and rapid enzymatic degradability, as well as suturability. The growth factor and drug-loaded biomimetic bilayer hydrogel scaffold are customized via a multi-nozzle printing system. This bioactive bilayer hydrogel scaffold considerably promotes regeneration of corneal epithelium and stroma and inhibits cornea scarring in rabbit cornea keratoplasty.",2024,Regenerative biomaterials,10.1093/rb/rbae012,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0770,38646166,Kuragel: A biomimetic hydrogel scaffold designed to promote corneal regeneration.,"Cornea-related injuries are the most common cause of blindness worldwide. Transplantation remains the primary approach for addressing corneal blindness, though the demand for donor corneas outmatches the supply by millions. Tissue adhesives employed to seal corneal wounds have shown inefficient healing and incomplete vision restoration. We have developed a biodegradable hydrogel - Kuragel, with the ability to promote corneal regeneration. Functionalized gelatin and hyaluronic acid form photo-crosslinkable hydrogel with transparency and compressive modulus similar to healthy human cornea. Kuragel composition was tuned to achieve sufficient adhesive strength for sutureless integration to host tissue, with minimal swelling post-administration. Studies in the New Zealand rabbit mechanical injury model affecting corneal epithelium and stroma demonstrate that Kuragel efficiently promotes re-epithelialization within 1 month of administration, while stroma and sub-basal nerve plexus regenerate within 3 months. We propose Kuragel as a regenerative treatment for patients suffering from corneal defects including thinning, by restoration of transparency and thickness.",2024,iScience,10.1016/j.isci.2024.109641,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0814,39197237,Corneal stromal structure replicating humanized hydrogel patch for sutureless repair of deep anterior-corneal defect.,"A critical shortage of donor corneas exists worldwide. Hydrogel patches with a biological architecture and functions that simulate those of native corneas have garnered considerable attention. This study introduces a stromal structure replicating corneal patch (SRCP) composed of a decellularized cornea-templated nanotubular skeleton, recombinant human collagen, and methacrylated gelatin, exhibiting a similar ultrastructure and transmittance (above 80 %) to natural cornea. The SRCP is superior to the conventional recombinant human collagen patch in terms of biomechanical properties and resistance to enzymatic degradation. Additionally, SRCP promotes corneal epithelial and stromal cell migration while preventing the trans-differentiation of stromal cells into myofibroblasts. When applied to an ocular surface (37 °C), SRCP releases methacrylated gelatin, which robustly binds SRCP to the corneal stroma after activation by 405 nm light. Compared to gelatin-based photocurable hydrogel, the SRCP better supports the restoration of normal corneal curvature and withstands deformation under an elevated intraocular pressure (100 mmHg). In an in vivo deep anterior-corneal defect model, SRCP facilitated epithelial healing and vision recovery within 2 weeks, maintained graft structural stability, and inhibited stromal scarring at 4 weeks post-operation. The ideal performance of the SRCP makes it a promising humanized corneal equivalent for sutureless clinical applications.",2025,Biomaterials,10.1016/j.biomaterials.2024.122754,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core - unresolved manual check,Keep core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0828,39386574,In Situ UNIversal Orthogonal Network (UNION) Bioink Deposition for Direct Delivery of Corneal Stromal Stem Cells to Corneal Wounds.,"The scarcity of human donor corneal graft tissue worldwide available for corneal transplantation necessitates the development of alternative therapeutic strategies for treating patients with corneal blindness. Corneal stromal stem cells (CSSCs) have the potential to address this global shortage by allowing a single donor cornea to treat multiple patients. To directly deliver CSSCs to corneal defects within an engineered biomatrix, we developed a UNIversal Orthogonal Network (UNION) collagen bioink that crosslinks in situ with a bioorthogonal, covalent chemistry. This cell-gel therapy is optically transparent, stable against contraction forces exerted by CSSCs, and permissive to the efficient growth of corneal epithelial cells. Furthermore, CSSCs remain viable within the UNION collagen gel precursor solution under standard storage and transportation conditions. This approach promoted corneal transparency and re-epithelialization in a rabbit anterior lamellar keratoplasty model, indicating that the UNION collagen bioink serves effectively as an in situ -forming, suture-free therapy for delivering CSSCs to corneal wounds. TEASER. Corneal stem cells are delivered within chemically crosslinked collagen as a transparent, regenerative biomaterial therapy.",2024,bioRxiv : the preprint server for biology,10.1101/2024.09.19.613997,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0844,39558795,Natural Extracellular Matrix Scaffold-Based Hydrogel Corneal Patch with Temperature and Light-Responsiveness for Penetrating Keratoplasty and Sutureless Stromal Defect Repair.,"Corneal transplantation remains the gold standard for treating corneal blindness; however, it is hampered globally by donor shortages and the complexity of suture-dependent procedures. Tissue-engineered corneas have demonstrated potential as corneal equivalents. Nevertheless, the development of adhesive corneal patches and full-thickness corneal substitutes remains challenging. In this study, a multifunctional hydrogel corneal patch (MHCP) is constructed by integrating a dual-crosslinked hybrid hydrogel with temperature and light responsiveness with a natural extracellular matrix scaffold. When applied to the ocular surface, MHCP spontaneously releases adhesives at body temperature and forms a stable adhesion with the recipient cornea through photocuring. In addition to its inherent mechanical, optical, and ultrastructural characteristics, which are similar to those of the natural stroma, MHCP demonstrates excellent suture resistance, anti-swelling, and anti-degradation properties after curing. MHCP promotes the proliferation and migration of corneal epithelial cells in vitro and maintains the phenotype of corneal stromal cells. In vivo, MHCP maintains graft hydration and restores corneal structural integrity and transparency during penetrating keratoplasty of various sizes and sutureless lamellar keratoplasty. Collectively, given the advantages of native stroma-like characteristics, operation-facilitating multiple functions, and convenient preparation, MHCP is a promising corneal substitute for clinical applications.",2025,Advanced healthcare materials,10.1002/adhm.202402567,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0850,39643222,"3D printing of stiff, tough, and ROS-scavenging nanocomposite hydrogel scaffold for in situ corneal repair.","Despite significant advancements in hydrogels in recent years, their application in corneal repair remains limited by several challenges, including unfitted curvatures, inferior mechanical properties, and insufficient reactive oxygen species (ROS)-scavenging activities. To address these issues, this study introduces a 3D-printed corneal scaffold with nanocomposite hydrogel consisting of gelatin methacrylate (GelMA), poly (ethylene glycol) diacrylate (PEGDA), Laponite, and dopamine. GelMA and PEGDA act as matrix materials with photo-crosslinking abilities. As a two-dimensional nanoclay, Laponite enhances the rheological properties of the hydrogel, making it suitable for 3D printing. Dopamine self-polymerizes into polydopamine (PDA), providing the hydrogel with ROS-scavenging activity. The incorporation of Laponite and the synergistic effect of PDA endow the hydrogel with good mechanical properties. In vitro investigations demonstrated the cytocompatibility of GelMA-PEGDA-Laponite-dopamine (GPLD) hydrogel and its ROS-scavenging activity. Furthermore, in vivo experiments using a rabbit model of lamellar keratoplasty showed accelerated corneal re-epithelialization and complete stromal repair after the implantation of the 3D-printed scaffold. Overall, due to its high bioactivity and simple preparation, the 3D-printed scaffold using GPLD hydrogel offers an alternative for corneal repair with potential for clinical translation. STATEMENT OF SIGNIFICANCE: The clinical application of hydrogel corneal scaffolds has been constrained by their inadequate mechanical properties and the complex microenvironment created by elevated levels of ROS post-transplantation. In this study, we developed a kind of nanocomposite hydrogel by integrating Laponite and dopamine into GelMA and PEGDA. This advanced hydrogel was utilized to 3D print a corneal scaffold with high mechanical strength and ROS-scavenging abilities. When applied to a rabbit model of lamellar keratoplasty, the 3D-printed scaffold enabled complete re-epithelialization of the cornea within one week. Three months after surgery, the corneal stroma was fully repaired, and regeneration of corneal nerve fibers was also observed. This 3D-printed scaffold demonstrated exceptional efficacy in repairing corneal defects with potential for clinical translation.",2025,Acta biomaterialia,10.1016/j.actbio.2024.12.005,B3_stroma;D3_full_thickness_multilayer,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0860,39693435,Biologically inspired bioactive hydrogels for scarless corneal repair.,"Corneal injury-induced fibrosis occurs because of corneal epithelial basement membrane (EBM) injury and defective regeneration. Corneal fibrosis inhibition and transparency restoration depend on reestablished EBM, where the collagen network provides structural stability and heparan sulfate binds corneal epithelium-derived cytokines to regulate homeostasis. Inspired by this, bioactive hydrogels (Hep@Gel) composed of collagen-derived gelatins and highly anionic heparin were constructed for scarless corneal repair. Hep@Gel resembled the barrier function of the EBM regarding surface-confined binding, long-time sequestration, and progressive degradation of IL-1, TGF-β, and PDGF-BB, which robustly inhibited the apoptosis and myofibroblast transition of keratocytes. Animal models of rabbits and nonhuman primates confirmed that Hep@Gel effectively limited the influx of inflammatory and fibrotic cytokines from the epithelium into the stroma to down-regulate the wound healing cascade, contributing to better vision quality with 73% reduced fibrosis. Hep@Gel offers a solution for preventing corneal injury-induced scarring and substituting for lamellar keratoplasty to remove scarring.",2024,Science advances,10.1126/sciadv.adt1643,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0866,39798638,3D printed biomimetic bilayer limbal implants for regeneration of the corneal structure in limbal stem cell deficiency.,"Limbal stem cell deficiency (LSCD) causes vision loss and is often treated by simple corneal epithelial cell transplantation with poor long-term efficiency. Here, we present a biomimetic bilayer limbal implant using digital light processing 3D printing technology with gelatin methacrylate (GelMA) and poly (ethylene glycol) diacrylate (PEGDA) bioinks containing corneal epithelial cells (CECs) and corneal stromal stem cells (CSSCs), which can transplant CECs and improve the limbal niche simultaneously. The GelMA/PEGDA hydrogel possessed robust mechanical properties to support surgical transplantation and had good transparency, suitable swelling and degradation rate as a corneal implant. Encapsulated CECs and CSSCs maintained viability and proliferative activity in the bilayer limbal implant. In vivo, both CEC-loaded and CEC/CSSC-loaded hydrogel could repair the corneal surface in the LSCD model effectively. Notably, the corneal epithelial healing was faster, and corneal opacity and neovascularization were minimal in CEC/CSSC-loaded group. These findings highlight the feasibility of 3D printing in limbal construction, providing CEC/CSSC-loaded limbal implants as a treatment strategy for LSCD and corneal blindness. STATEMENT OF SIGNIFICANCE: This study aimed to enhance the long-term prognosis of limbal epithelial cell transplantation in patients with limbal stem cell deficiency by developing a 3D limbal implant that encapsulates corneal epithelial cells and limbal niche cells simultaneously. The 3D printed implant offers the advantages of mimicking the natural layered limbal structure and were found to enhance the regenerative capacity of corneal epithelial cells, suppress inflammation, and alleviate corneal scarring in vivo. This study highlights the importance of limbal microenvironment remodeling in the treatment of limbal stem cell deficiency and the potential of 3D printing in the treatment of corneal diseases.",2025,Acta biomaterialia,10.1016/j.actbio.2025.01.011,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist
