screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision,refined_top_tier_decision,refined_top_tier_reason,strict_retrieval_score,strict_retrieval_reason,has_clinical,has_in_vivo,has_ex_vivo,has_material,has_benchmark,has_reconstruction,strict_retrieval_group
PUBMED_0538,35362956,Scaffold-Free Strategy Using a PEG-Dextran Aqueous Two-Phase-System for Corneal Tissue Repair.,"Forming thin tissue constructs with minimal extracellular matrix surrounding them is important for tissue engineering applications. Here, we explore and optimize a strategy that enables rapid fabrication of scaffold-free corneal tissue constructs using the liquid-liquid interface of an aqueous two-phase system (ATPS) that is based on biocompatible polymers, dextran and polyethylene glycol. Intact tissue-like constructs, made of corneal epithelial or endothelial cells, can be formed on the interface between the two liquid phases of ATPS within hours and subsequently collected simply by removing the liquid phases. The formed corneal cell constructs express essential physiological markers and have preserved viability and proliferative ability in vitro. The corneal epithelial cell constructs are also able to re-epithelialize the corneal epithelial wound in vitro. The results suggest the promise of our reported strategy in corneal repair.",2022,ACS biomaterials science & engineering,10.1021/acsbiomaterials.1c01500,A3_epithelium_limbus;D3_full_thickness_multilayer,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,no,yes,no,yes,no,yes,Priority 2 - retrieve after shortlist
PUBMED_0548,35562005,LM22B-10 promotes corneal nerve regeneration through in vitro 3D co-culture model and in vivo corneal injury model.,"Corneal nerve wounding often causes abnormalities in the cornea and even blindness in severe cases. In this study, we construct a dorsal root ganglion-corneal stromal cell (DRG-CSC, DS) co-culture 3D model to explore the mechanism of corneal nerve regeneration. Firstly, this model consists of DRG collagen grafts sandwiched by orthogonally stacked and orderly arranged CSC-laden plastic compressed collagen. Nerve bundles extend into the entire corneal stroma within 14 days, and they also have orthogonal patterns. This nerve prevents CSCs from apoptosis in the serum withdrawal medium. The conditioned medium (CM) for CSCs in collagen scaffolds contains NT-3, IL-6, and other factors. Among them, NT-3 notably promotes the activation of ERK-CREB in the DRG, leading to the growth of nerve bundles, and IL-6 induces the upregulation of anti-apoptotic genes. Then, LM22B-10, an activator of the NT-3 receptor TrkB/TrkC, can also activate ERK-CREB to enhance nerve growth. After administering LM22B-10 eye drops to regular and diabetic mice with corneal wounding, LM22B-10 significantly improves the healing speed of the corneal epithelium, corneal sensitivity, and corneal nerve density. Overall, the DS co-culture model provides a promising platform and tools for the exploration of corneal physiological and pathological mechanisms, as well as the verification of drug effects in vitro. Meanwhile, we confirm that LM22B-10, as a non-peptide small molecule, has future potential in nerve wound repair. STATEMENT OF SIGNIFICANCE: The cornea accounts for most of the refractive power of the eye. Corneal nerves play an important role in maintaining corneal homeostasis. Once the corneal nerves are damaged, the corneal epithelium and stroma develop lesions. However, the mechanism of the interaction between corneal nerves and corneal cells is still not fully understood. Here, we construct a corneal stroma-nerve co-culture in vitro model and reveal that NT-3 expressed by stromal cells promotes nerve growth by activating the ERK-CREB pathway in nerves. LM22B-10, an activator of NT-3 receptors, can also induce nerve growth in vitro. Moreover, it is used as eye drops to enhance corneal epithelial wound healing, corneal nerve sensitivity and density of nerve plexus in corneal nerve wounding model in vivo.",2022,Acta biomaterialia,10.1016/j.actbio.2022.05.010,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,no,yes,no,yes,no,yes,Priority 2 - retrieve after shortlist
PUBMED_0602,36370413,An in vitro comparison of human corneal epithelial cell activity and inflammatory response on differently designed ocular amniotic membranes and a clinical case study.,"Amniotic membrane (AM) is a naturally derived biomaterial with biological and mechanical properties important to Ophthalmology. The epithelial side of the AM promotes epithelialization, while the stromal side regulates inflammation. However, not all AMs are equal. AMs undergo different processing with resultant changes in cellular content and structure. This study evaluates the effects of sidedness and processing on human corneal epithelial cell (HCEC) activity, the effect of processing on HCEC inflammatory response, and then a case study is presented. Three differently processed, commercially available ocular AMs were selected: (1) Biovance®3L Ocular, a decellularized, dehydrated human AM (DDHAM), (2) AMBIO2®, a dehydrated human AM (DHAM), and (3) AmnioGraft®, a cryopreserved human AM (CHAM). HCECs were seeded onto the AMs and incubated for 1, 4 and 7 days. Cell adhesion and viability were evaluated using alamarBlue assay. HCEC migration was evaluated using a scratch wound assay. An inflammatory response was induced by TNF-α treatment. The effect of AM on the expression of pro-inflammatory genes in HCECs was compared using quantitative polymerase chain reaction (qPCR). Staining confirmed complete decellularization and the absence of nuclei in DDHAM. HCEC activity was best supported on the stromal side of DDHAM. Under inflammatory stimulation, DDHAM promoted a higher initial inflammatory response with a declining trend across time. Clinically, DDHAM was used to successfully treat anterior basement membrane dystrophy. Compared with DHAM and CHAM, DDHAM had significant positive effects on the cellular activities of HCECs in vitro, which may suggest greater ocular cell compatibility in vivo.",2023,"Journal of biomedical materials research. Part B, Applied biomaterials",10.1002/jbm.b.35186,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0775,38750850,The combined effect of epidermal growth factor and keratinocyte growth factor delivered by hyaluronic acid hydrogel on corneal wound healing.,"This study strategically incorporates epidermal growth factor (EGF) and keratinocyte growth factor (KGF) within a hyaluronic acid (HA) hydrogel to enhance corneal wound healing. The controlled release of EGF and KGF from the HA hydrogel is engineered to promote the regeneration of both the epithelial and stromal layers. Specifically, EGF plays a pivotal role in the regeneration of the epithelial layer, while KGF exhibits efficacy in the regeneration of the stromal layer. The combination of these growth factors facilitates efficient regeneration of each layer and demonstrates the capability to modulate each other's regenerative effects. The interplay between EGF and KGF provides an understanding of their cooperative influence on the dynamics of corneal wound healing. The results of this study contribute to the development of advanced strategies for corneal wound management and offer insights into the complex process of corneal regeneration.",2024,International journal of biological macromolecules,10.1016/j.ijbiomac.2024.132365,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,no,yes,no,yes,no,yes,Priority 2 - retrieve after shortlist
PUBMED_0842,39556946,Bioprinting a resilient and transparent cornea stroma equivalent: harnessing dual crosslinking strategy with decellularized cornea matrix and silk fibroin hybrid.,"Bioprinting a resilient yet optically transparent corneal tissue substitute remains a challenge. In this study we introduce an innovative methodology aimed at bolstering the mechanical and optical attributes of silk fibroin (SF) hydrogels, pivotal for the progression of cornea tissue engineering. We devised a unique eosin Y-based photoinitiator system to instigate di-tyrosine linkages within highly concentrated pristine SF solutions under green light exposure. This pioneering technique resulted in SF hydrogels fortified by dityrosine covalent bonds, preserving exceptional transparency and soft elastomeric qualities devoid of spontaneous transitions to stiff, opaque beta-sheet conformations. Furthermore, we synergistically combined SF with decellularized cornea matrix (DCM) hydrogel, leveraging photo-polymerization under green light followed by thermal gelation to establish resilient and stable gel formation. The ensuing dual crosslinked hybrid hydrogels exhibited superior mechanical and thermal resilience in comparison to dual crosslinked DCM hydrogels. The inclusion of SF in DCM further augmented the hydrogel's elasticity and shear recovery, positioning it as an optimal bioink for cornea bioprinting endeavors. During the extrusion printing process, photocrosslinking of the bioink superficially fortified SF and DCM polymer chains via di-tyrosine linkages, furnishing initial stability and mechanical fortitude. Subsequent post-printing thermal gelation further reinforced collagen chains through self-assembly. Notably, the bioprinted cornea constructs, housing human limbal mesenchymal stem cells, manifested transparency, structural integrity, and optimal functionality, underscored by the expression of keratocyte proteoglycans. In summation, our engineered 3D constructs exhibit promising potential forin vivoapplications in cornea tissue engineering, marking a significant stride forward in the field's advancement.",2024,Biofabrication,10.1088/1758-5090/ad9409,B3_stroma;D3_full_thickness_multilayer,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0857,39686763,Glycerol Modulated Collagen Fibril Evolution and Lamellar Organization for Biomimetic Corneal Substitutes Construction.,"Collagen as the main structural component of the cornea exhibits unique and highly organized fibril lamellae, which contribute to the maintenance of corneal structure and transparency. Nevertheless, collagen assembly in vitro to create ideal artificial corneal substitutes with human cornea comparable thickness and optics is still limited. Here, glycerol as a regulator can reconcile collagen thickness, transparency, and permeability, a conflicting goal by current keratoprosthesis strategies. Structure analysis reveals that glycerol treatment induces collagen hydrogels to undergo a sequential three-step multiscale structural evolution: weakened collagen crystallization at the molecular level, followed by ordered and distanced microfibril packaging at the nanoscale, and ultimately lamellar structure as well as fibril diameter and spacing-dependent optics at a macroscopic level. Such ultrastructure is then stabilized by oxazolidine crosslinking to obtain a collagen-based artificial corneal substitute (Col-Gly-OX) with optimal integration of optical clarity, mechanical robustness, high permeability, manufacturability, easy preservation and in vitro biocompatibility. Further in vivo study demonstrates that Col-Gly-OX displays excellent tissue integration, epithelialization, and stromal remodeling in a rabbit lamellar keratectomy. Overall, this work illustrates the potential of glycerol regulator to mediate the multiscale structural organization of collagen, providing a green, simple and effective strategy for the development of bionic artificial cornea.",2025,"Small (Weinheim an der Bergstrasse, Germany)",10.1002/smll.202407606,B3_stroma;D3_full_thickness_multilayer,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0891,39955036,3D mesenchymal stem cell exosome-functionalized hydrogels for corneal wound healing.,"Mesenchymal stem cell (MSC)-derived exosomes have the potential to sustain immune homeostasis and facilitate tissue regeneration, and those effects can be potentiated under three-dimensional (3D) cell culture conditions. Nevertheless, whether exosomes derived from 3D-cultured MSCs (3D-Exos) exert therapeutic effects on the injured corneas and the underlying mechanism remain unclear. In this study, MSCs are cultured in a gelatin methacryloyl (GelMA) hydrogel to produce 3D-Exos. In vitro experiments revealed that the 3D-cultured MSCs maintained their stemness, the exosomes were produced in better yield, and the generated 3D-Exos possess exceptional anti-inflammatory, pro-proliferative and tissue remodeling properties. Moreover, the 3D-Exos that were delivered by the GelMA hydrogel displayed a sustained release profile for multi-dimensional injured cornea repair. Extensive in vitro studies further demonstrated that, compared with the two-dimensional (2D)-Exo-hydrogel treatment, 3D-Exo-hydrogel treatment yielded better recovery of corneal morphology and function, as revealed by mitigated inflammation, promoted corneal epithelium and limbus repair, and reduced scar formation in the stroma. Mechanistically, the 3D-Exos promoted the proliferation of cornea-derived cells and reduced the release of inflammatory factors via miR-150-5p targeting of the PDCD4 gene. Overall, the developed 3D-Exo-hydrogel sustained release system may represent a promising cell-free strategy for the treatment of various corneal diseases.",2025,Journal of controlled release : official journal of the Controlled Release Society,10.1016/j.jconrel.2025.02.030,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,no,yes,no,yes,no,yes,Priority 2 - retrieve after shortlist
PUBMED_1020,41427066,Experimental Study of the Effect of Corneal Bio-Coating Based on the Original Hydrogel Biopolymer Scaffold on the Anterior Segment Structures of the Eye.,"In recent years, there have been proposed various kinds of bioengineering constructions of scaffolds - biomaterial structures serving as substrates for restoration and regeneration of tissues. They possess marked biocompatibility, are capable of supporting high concentration of substances delivered to the injured tissues, and may be standardized in the process of fabrication. The aim of the investigation is to study experimentally the effect of the bio-coating based on the original hydrogel biopolymer scaffold on the intact structures of the anterior segment of the eye and its adnexa and evaluate its safety. MATERIALS AND METHODS: The experimental study was carried out on 6 rabbits (6 eyes). The original hydrogel biopolymer scaffold of 10.0 mm in diameter, 1.5 and 2.0 mm thick was used as a bio-coating for the cornea. On days 3, 7, and 9 from the beginning of the experiment, the results were histologically tested. RESULTS: On days 3 and 7 of the experiment, histological investigations did not find any structural changes of the anterior segment of the eye and differences between the scaffolds of various thicknesses. The stroma, Descemet's membrane, endothelium, and general topography of the intercellular matrix were not altered. On day 9, structural changes of the anterior segment were not revealed either in the experiment with the 1.5 mm thick scaffold. Histological investigations of the specimen with the 2.0 mm scaffold showed alterations in the form of epithelium thickening, signs of pseudostratified basal layer, hyperplasia of the wing cell layer with the increased number of its layers, greater number of cellular elements in the anterior stroma layers. No structural changes of the Descemet's membrane and corneal endothelium were noted. CONCLUSION: The suggested hydrogel scaffold-based bio-coating is subject to self-biodegradation without any sequelae to the eye and its adnexa. Increased thickness of the bio-coating results in deceleration of its biodegradation and enhanced activity of proliferative processes in the epithelium and anterior stromal layers, which is indirect evidence of improved regenerative properties of these tissues.",2025,Sovremennye tekhnologii v meditsine,10.17691/stm2025.17.4.04,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,no,yes,no,yes,no,yes,Priority 2 - retrieve after shortlist
PUBMED_0195,31507241,Methacrylated gelatin hydrogels as corneal stroma substitutes: in vivo study.,"Methacrylated gelatin (GelMA) hydrogels were prepared to serve as corneal stroma equivalents. They were highly transparent (ca. 95% at 700 nm), mechanically strong and withstood handling and had high human corneal keratocyte viability (98%) after 21 days of culture period. In order to test the in vivo performance of the cell free GelMA hydrogels a pilot in vivo study was carried out using eyes of two white New Zealand rabbits. Hydrogel was implanted in a mid-stromal pocket created and without suture fixation, and observed for 8 weeks under a slit lamp. No edema, ulcer formation, inflammation or infection was observed in both the control (sham) and hydrogel implanted corneas. Corneal vascularization on week 3 was treated with one dose of anti-VEGF application. Hematoxylin and Eosin staining showed that the hydrogel was integrated with the host tissue with only a minimal foreign body reaction. Results demonstrated some degradation in the construct within 8 weeks as evidenced by the decrease of the diameter of the hydrogel from 4 mm to 2.6 mm. High transparency, adequate mechanical strength, biocompatibility and well integration with the host tissue, indicates that this hydrogel is a viable alternative to the current methods for the treatment of corneal blindness and deserves testing on larger number of rabbits and more extensively using microscopy, histology and immune histochemistry.",2019,Journal of biomaterials science. Polymer edition,10.1080/09205063.2019.1666236,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0221,31746842,Cell loaded 3D bioprinted GelMA hydrogels for corneal stroma engineering.,"Tissue engineering aims to replace missing or damaged tissues and restore their functions. Three-dimensional (3D) printing has been gaining more attention because it enables the researchers to design and produce cell loaded constructs with predetermined shapes, sizes, and interior architecture. In the present study, a 3D bioprinted corneal stroma equivalent was designed to substitute for the native tissue. Reproducible outer and inner organization of the stroma was obtained by optimizing printing conditions such as the nozzle speed in the x-y direction and the spindle speed. 3D printed GelMA hydrogels were highly stable in PBS during three weeks of incubation (8% weight loss). Live-Dead cell viability assay showed 98% cell viability on day 21 indicating that printing conditions were suitable for keratocyte printing. Mechanical properties of the cell loaded 3D printed hydrogels increased 2-fold during this incubation period and approached those of the native cornea (ca. 20 kPa vs. 27 kPa, respectively). Expression of collagens types I and V, and proteoglycan (decorin) in keratocytes indicates maintenance of the phenotype in the hydrogels. Transparency of cell-loaded and cell-free hydrogels was over 80% (at 700 nm) during the three week culture period and comparable to that of the native cornea (85%) at the same wavelength. Thus, GelMA hydrogels bioprinted with keratocytes mimic the biological and physical properties of the corneal stroma with their excellent transparency, adequate mechanical strength, and high cell viability.",2019,Biomaterials science,10.1039/c9bm01236b,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0227,31811387,Cell Loaded GelMA:HEMA IPN hydrogels for corneal stroma engineering.,"Stroma is the main refractive element of the cornea and damage to it is one of the main causes of blindness. In this study, cell loaded hydrogels of methacrylated gelatin (GelMA) and poly(2-hydroxyethyl methacrylate) (pHEMA) (8:2) interpenetrating network (IPN) hydrogels were prepared as the corneal stroma substitute and tested in situ and in vitro. Compressive modulus of the GelMA hydrogels was significantly enhanced with the addition of pHEMA in the structure (6.53 vs 155.49 kPa, respectively). More than 90% of the stromal keratocytes were viable in the GelMA and GelMA-HEMA hydrogels as calculated by Live-Dead Assay and NIH Image-J program. Cells synthesized representative collagens and proteoglycans in the hydrogels indicating that they preserved their keratocyte functions. Transparency of the cell loaded GelMA-HEMA hydrogels was increased significantly up to 90% at 700 nm during three weeks of incubation and was comparable with the transparency of native cornea. Cell loaded GelMA-HEMA corneal stroma model is novel and reported for the first time in the literature in terms of introduction of cells during the preparation phase of the hydrogels. The appropriate mechanical strength and high transparency of the cell loaded constructs indicates a viable alternative to the current devices used in the treatment of corneal blindness.",2019,Journal of materials science. Materials in medicine,10.1007/s10856-019-6345-4,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0269,32343943,A core-skirt designed artificial cornea with orthogonal microfiber grid scaffold.,"Artificial cornea is an effective treatment option for cases of severe corneal loss. In this study, we prepared a core-skirt designed artificial cornea with orthogonal microfiber grid scaffold. We fabricated PCL orthogonal microfiber grid scaffolds by a direct writing technique, and then combined them with compressed collagen (CC) to obtain a sandwich-like CC/P (where P is used to represent the PCL microfiber grid scaffold). PHEMA hydrogel and the CC/P served as the core and the skirt, respectively, with the P also serving as an intermediate between the two. The physical properties of the artificial cornea, including the morphology, the mechanical properties and the light transmittance, were evaluated. SEM images showed an effective connection and a lack of phase separation at the interface between the core and the skirt, and the skirt formed a highly porous scaffold that promoted tissue biointegration. In addition, we used the skirt structure to construct a corneal tissue model containing two cells types: corneal stromal stem cells (CSSCs) and mouse hippocampal neurons. The results showed that the cells could grow and differentiate well, and the orthogonal microfiber grid scaffold fibers were good guides for the structural growth of CSSCs and neuronal axons.",2020,Experimental eye research,10.1016/j.exer.2020.108037,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0307,32652228,Biomimetic corneal stroma using electro-compacted collagen.,"Engineering substantia propria (or stroma of cornea) that mimics the function and anatomy of natural tissue is vital for in vitro modelling and in vivo regeneration. There are, however, few examples of bioengineered biomimetic corneal stroma. Here we describe the construction of an orthogonally oriented 3D corneal stroma model (3D-CSM) using pure electro-compacted collagen (EC). EC films comprise aligned collagen fibrils and support primary human corneal stromal cells (hCSCs). Cell-laden constructs are analogous to the anatomical structure of native human cornea. The hCSCs are guided by the topographical cues provided by the aligned collagen fibrils of the EC films. Importantly, the 3D-CSM are biodegradable, highly transparent, glucose-permeable and comprise quiescent hCSCs. Gene expression analysis indicated the presence of aligned collagen fibrils is strongly coupled to downregulation of active fibroblast/myofibroblast markers α-SMA and Thy-1, with a concomitant upregulation of the dormant keratocyte marker ALDH3. The 3D-CSM represents the first example of an optimally robust biomimetic engineered corneal stroma that is constructed from pure electro-compacted collagen for cell and tissue support. The 3D-CSM is a significant advance for synthetic corneal stroma engineering, with the potential to be used for full-thickness and functional cornea replacement, as well as informing in vivo tissue regeneration. STATEMENT OF SIGNIFICANCE: This manuscript represents the first example of a robust, transparent, glucose permeable and pure collagen-based biomimetic 3D corneal stromal model (3D-CSM) constructed from pure electro-compacted collagen. The collagen fibrils of 3D-CSM are aligned and orthogonally arranged, mimicking native human corneal stroma. The alignment of collagen fibrils correlates with the direction of current applied for electro-compaction and influences human corneal stromal cell (hCSC) orientation. Moreover, 3D-CSM constructs support a corneal keratocyte phenotype; an essential requirement for modelling healthy corneal stroma. As-prepared 3D-CSM hold great promise as corneal stromal substitutes for research and translation, with the potential to be used for full-thickness cornea replacement.",2020,Acta biomaterialia,10.1016/j.actbio.2020.07.004,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,no,yes,no,yes,no,yes,Priority 2 - retrieve after shortlist
PUBMED_0381,33463211,Hybrid Cornea: Cell Laden Hydrogel Incorporated Decellularized Matrix.,"The decellularization protocols applied on the corneal stromal constructs in the literature usually fail to provide a corneal matrix with sufficient mechanical and optical properties since they alter the extracellular matrix (ECM) microstructure. In this study, to overcome these limitations, a hybrid cornea stromal construct was engineered by combining gelatin methacrylate (GelMA) and decellularized ECM. Photo-cross-linking of impregnated cell laden GelMA in situ using different UV cross-linking energies (3200, 6210, and 6900 μJ/cm(2)) and impregnation times (up to 24 h) within a decellularized bovine cornea enhanced light transmission and restored lost mechanical features following the harsh decellularization protocol. The light transmittance value for optimized hybrid constructs (53.6%) was increased nearly 10 fold compared to that of decellularized cornea (5.84%). The compressive modulus was also restored up to 6 fold with calculated values of 5040 and 870 kPa for the hybrid and decellularized samples, respectively. These values were found to be quite close to that of native cornea (48.5%, 9790 kPa). ATR-FTIR analyses were carried out to confirm the final chemical structure. The degradation profiles showed similar decomposition behaviors to that of native cornea. In vitro culture studies showed a high level of cell viability and cell proliferation rate was found remarkable up to the 14th day of the culture period regardless of selected UV energy level. The methodology used in the preparation of the hybrid cornea stromal constructs in this study is a promising approach toward the development of successful corneal transplants.",2020,ACS biomaterials science & engineering,10.1021/acsbiomaterials.9b01286,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0444,34252899,Fabrication and Characterization of Silk Fibroin-Based Nanofibrous Scaffolds Supplemented with Gelatin for Corneal Tissue Engineering.,"Tissue engineering is a promising approach to overcome the severe worldwide shortage of healthy donor corneas. In this work, we have developed a silk-gelatin composite scaffold using electrospinning and permeation techniques to achieve the properties comparable to cornea analog. In particular, we present the fabrication and comparative evaluation of the novel gelatin sheets consisting of silk fibroin nanofibers, which are prepared using silk fibroin (SF) (in formic acid) and SF (in aqueous) electrospun scaffolds, for its suitability as corneal stromal analogs. All the fabricated samples were treated with ethanol vapor (T) to physically crosslink the silk nanofibers. Micro/nano-scale features of the fabricated scaffolds were analyzed using scanning electron microscopy micrographs. Fourier transform infrared spectroscopy revealed characteristic peaks of polymeric functional groups and modifications upon ethanol vapor treatment. Transparency of the scaffolds was determined using UV-visible spectra. Among all the fabricated samples, the gelatin-permeated SF (in formic acid; T) scaffold showed the highest level of transparency, i.e., 77.75 ± 2.3%, which is similar to that of the native cornea (∼70%-90% [variable with age group]) with healthy acute vision. Contact angle of the samples was studied to estimate the hydrophilicity of the scaffolds. All the scaffolds except non-treated SF (in aqueous; NT) were found to be significantly stable up to 14 days when incubated in phosphate buffered saline at 37°C. Treated samples showed significantly better stability, both physically and microscopically, in comparison to nontreated samples. Proliferation and viability assays of rabbit corneal fibroblast cells (SIRC) and mouse fibroblast cells (L929 RFP) when cultured on fabricated scaffolds revealed remarkable cellular compatibility with gelatin-permeated SF (in formic acid; T) scaffolds compared to SF (in aqueous; T). Unlike other reports in the existing literature, this work presents the design and development of a nanofibrous silk-gelatin composite that exhibits acceptable transparency, cellular biocompatibility, as well as improved mechanical stability comparable to that of native cornea. Therefore, we anticipate that the fabricated novel scaffold is likely to be a good candidate for corneal tissue construct. Moreover, among the fabricated scaffolds, the outcomes depict gelatin-permeated SF (in formic acid; T) composite scaffold to be a better candidate as a corneal stromal analog that carries properties of both the silk and gelatin, i.e., optimal transparency, better stability, and enhanced cytocompatibility.",2021,"Cells, tissues, organs",10.1159/000515946,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
