screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,recommended_action,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision
PUBMED_0128,30652765,Amniotic membrane as a biological scaffold for dental pulp stem cell transplantation in ocular surface reconstruction.,"PURPOSE: To evaluate the ability of human immature dental pulp stem cells, which are mesenchymal stem cells of neural crest origin, to differentiate into the corneal epithelium for purposes of corneal transplantation and tissue engineering when cultured on de-epithelized amniotic membranes. METHODS: We compared the immunophenotypes (ABCG2, K3/12, and vimentin) of cells grown on amniotic membranes or plastic surfaces under serum-free conditions or in culture media containing serum or serum replacement components. RESULTS: Immature dental pulp stem cells grown on amniotic membranes under basal conditions are able to maintain their undifferentiated state. Our data also suggest that the culture medium used in the present work can modulate the expression of immature dental pulp stem cell markers, thus inducing epithelial differentiation of these cells in vitro. CONCLUSIONS: Our results suggest that the amniotic membrane is a good choice for the growth and transplantation of mesenchymal stem cells, particularly immature dental pulp stem cells, in clinical ocular surface reconstruction.",2019,Arquivos brasileiros de oftalmologia,10.5935/0004-2749.20190009,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; membrane; construct; corneal epithelium; ocular surface; k3; abcg2; transplantation; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0182,31400069,Bioengineered corneal epithelial cell sheet from mesenchymal stem cells-A functional alternative to limbal stem cells for ocular surface reconstruction.,"Limbal stem cell deficiency (LSCD) is the loss of limbal stem cells that reside in the corneoscleral junction resulting in vision loss or blindness. Bilateral LSCD is usually treated by allogeneic corneal transplantation, with instances of tissue rejection or failure in long-term follow-up. This study aims to use adipose mesenchymal stem cells (ASC) as an alternative autologous cell source for treating bilateral limbal deficiency conditions. ASCs derived from rabbit fat tissue were differentiated into corneal epithelial lineage using limbal explant condition media. Apart from transdifferentiation, ASC sheets were developed to facilitate effective delivery of these cells to the damage site. A thermoresponsive polymer N-isopropylacrylamide-co-glycidylmethacrylate (NGMA) was synthesized and characterized to demonstrate ASC sheet formation. Transdifferentiated ASCs showed positive expression of corneal epithelial marker CK3/12 on immunostaining, supported by gene expression studies. in vivo studies by transplanting cell sheet in rabbit models of corneal injury showed clear and smooth cornea in comparison to the sham models. Histology revealed a sheet of cells aligned and integrated on to the injured corneal surface, 1 month posttransplantation. Identifying ASCs as an alternative cell source along with cell sheet technology will be a novel step in the field of corneal surface therapies.",2020,"Journal of biomedical materials research. Part B, Applied biomaterials",10.1002/jbm.b.34455,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,sheet; construct; corneal epithelial; limbal; limbal stem; k3; rabbit; rat; in vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0241,31988856,Propagation of limbal stem cells on polycaprolactone and polycaprolactone/gelatin fibrous scaffolds and transplantation in animal model.,"Introduction: This study was conducted to compare the effect of nanofibrous polycaprolactone (PCL) and PCL/gelatin (PCL/Gel) on limbal epithelial stem cell (LESC) and its efficiency for transplantation in animal model. Methods: PCL and PCL/Gel with a mass ratio of 70:30 and 50:50 was fabricated by electrospinning method. Human LESCs were cultured on PCL and PCL/Gel scaffolds and the effect of each scaffold on LESC proliferation, attachment and corneal epithelial regeneration in an animal model was evaluated, considering ease of use of scaffold and final transparency of the cornea. Results: Our data showed that PCL was more suitable than PCL/Gel for LESCs adherence, induction of epithelial morphology and proliferation. Histopathologic analysis of corneal sections from transplanted animals showed that epithelium was regenerated almost similar in PCL and PCL/Gel groups; however, vascularization and inflammation were significantly lower in the group receiving PCL. Conclusion: The represented data indicated the priority of PCL to PCL/Gel for the LESC attachment, proliferation and final outcome in an animal model of alkaline injury. This finding might be promising for cell therapy of corneal diseases.",2020,BioImpacts : BI,10.15171/bi.2020.06,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; corneal epithelial; limbal; limbal stem; transparency; rat; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0300,32572811,Peripheral Blood As a Source of Stem Cells for Regenerative Medicine: Emphasis Towards Corneal Epithelial Reconstruction-An In Vitro Study.,"BACKGROUND: Mesenchymal stem cell-based treatments are now emerging as a therapy for corneal epithelial damage. Although bone marrow, adipose tissue and umbilical cord blood are the main sources of mesenchymal stem cells (MSCs), other tissues like the peripheral blood also harbor mesenchymal-like stem cells called peripheral blood-derived mononuclear cells (PBMNCs). These blood derived stem cells gained a lot of attention due to its minimally invasive collection and ease of isolation. In this study, the feasibility of using PBMNCs as an alternative cell source to corneal limbal stem cells envisaging corneal epithelial regeneration was evaluated. METHODS: Rabbit PBMNCs were isolated using density gradient centrifugation and was evaluated for mesenchymal cell properties including stemness. PBMNCs were differentiated to corneal epithelial lineage using rabbit limbal explant conditioned media and was evaluated by immuno-cytochemistry and gene expression analysis. Further, the differentiated PBMNCs were engineered into a cell sheet using an in-house developed thermo-responsive polymer. RESULTS: These blood derived cells were demonstrated to have similar properties to mesenchymal stem cells. Corneal epithelial lineage commitment of PBMNCs was confirmed by the positive expression of CK3/12 marker thereby demonstrating the aptness as an alternative to limbal stem cells. These differentiated cells effectively generated an in vitro cell sheet that was then demonstrated for cell sheet transfer on an ex vivo excised rabbit eye. CONCLUSION: PBMNCs as an alternative autologous cell source for limbal stem cells is envisaged as an effective therapeutic strategy for corneal surface reconstruction especially for patients with bilateral limbal stem cell deficiency.",2020,Tissue engineering and regenerative medicine,10.1007/s13770-020-00273-5,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,sheet; construct; corneal epithelial; limbal; limbal stem; k3; rabbit; rat; ex vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0301,32578462,Optisol-GS Storage of Cultured Human Limbal Epithelial Cells at Ambient Temperature Is Superior to Hypothermic Storage.,"PURPOSE: To investigate the feasibility of using Optisol-GS as a convenient, xenogeneic-free alternative for storage of cultured human limbal epithelial cells (HLECS) for use in treatment of limbal stem cell deficiency (LSCD). In the present study, we compared storage of cultured HLEC using the conventional hypothermic Optisol-GS storage method at 4°C versus storage at 23°C (room temperature). MATERIALS AND METHODS: HLECs were cultured for three weeks on amniotic membrane (AM), transferred to polypropylene containers and stored in Optisol-GS for 4 days at 23°C and 4°C. A calcein-acetoxymethyl ester/ethidium homodimer-1 assay was used to assess viability. Morphology and phenotype were analyzed by light microscopy and immunohistochemistry, respectively. RESULTS: Expression of stem cell and proliferation markers p63, ∆Np63α, ABCG2, K19, K3, Cx43, Ki67, and PCNA was maintained at pre-storage control levels during storage at 23°C. ABCG2 and PCNA expression were both significantly altered during storage at 4°C. HLEC cell sheet viability also significantly declined following storage at 4°C. HLEC sheets stored at 4°C demonstrated extensive detachment of basal cells from the AM in sharp contrast to storage at 23°C, where attachment to the AM was maintained throughout the storage period. CONCLUSIONS: The present study demonstrates the feasibility of short-term storage of cultured HLECs in Optisol-GS, which offers a convenient standardized xenogeneic-free storage method. Storage temperature highly affected the results. Maintenance of cell viability, morphology and undifferentiated proliferative phenotype of cultured HLEC sheets favored storage at 23°C.",2020,Current eye research,10.1080/02713683.2020.1770295,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,membrane; sheet; amniotic membrane; limbal; limbal stem; lsc; p63; k3; abcg2; rat,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; cell-sheet/cultivated epithelial construct present; extractable benchmark markers likely,Top-tier core addition
PUBMED_0314,32710961,Tissue engineered corneal epithelium derived from clinical-grade human embryonic stem cells.,"PURPOSE: To construct tissue engineered corneal epithelium from a clinical-grade human embryonic stem cells (hESCs) and investigate the dynamic gene profile and phenotypic transition in the process of differentiation. METHODS: A stepwise protocol was applied to induce differentiation of clinical-grade hESCs Q-CTS-hESC-1 and construct tissue engineered corneal epithelium. Single cell RNA sequencing (scRNA-seq) analysis was performed to monitor gene expression and phenotypic changes at different differentiation stages. Immunostaining, real-time quantitative PCR and Western blot analysis were conducted to detect gene and protein expressions. After subcutaneous transplantation into nude mice to test the biosafety, the epithelial construct was transplanted in a rabbit corneal limbal stem cell deficiency (LSCD) model and followed up for eight weeks. RESULTS: The hESCs were successfully induced into epithelial cells. scRNA-seq analysis revealed upregulation of ocular surface epithelial cell lineage related genes such as TP63, Pax6, KRT14, and activation of Wnt, Notch, Hippo, and Hedgehog signaling pathways during the differentiation process. Tissue engineered epithelial cell sheet derived from hESCs showed stratified structure and normal corneal epithelial phenotype with presence of clonogenic progenitor cells. Eight weeks after grafting the cell sheet onto the ocular surface of LSCD rabbit model, a full-thickness continuous corneal epithelium developed to fully cover the damaged areas with normal limbal and corneal epithelial phenotype. CONCLUSION: The tissue engineered corneal epithelium generated from a clinical-grade hESCs may be feasible in the treatment of limbal stem cell deficiency.",2020,The ocular surface,10.1016/j.jtos.2020.07.009,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,sheet; construct; corneal epithelial; corneal epithelium; limbal; p63; rabbit; rat; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0320,32781567,Poly(ε-caprolactone) Titanium Dioxide and Cefuroxime Antimicrobial Scaffolds for Cultivation of Human Limbal Stem Cells.,"Limbal Stem Cell Deficiency (LSCD) is a very serious and painful disease that often results in impaired vision. Cultivation of limbal stem cells for clinical application is usually performed on carriers such as amniotic membrane or surgical fibrin gel. Transplantation of these grafts is associated with the risk of local postoperative infection that can destroy the graft and devoid therapeutic benefit. For this reason, electrospun scaffolds are good alternatives, as proven to mimic the natural cells surroundings, while their fabrication technique is versatile with regard to polymer functionalization and scaffolds architecture. This study considers the development of poly(ε-caprolactone) (PCL) immune-compatible and biodegradable electrospun scaffolds, comprising cefuroxime (CF) or titanium dioxide (TiO(2)) active components, that provide both bactericidal activity against eye infections and support of limbal stem cells growth in vitro. The PCL/CF scaffolds were prepared by blend electrospinning, while functionalization with the TiO(2) particles was performed by ultrasonic post-processing treatment. The fabricated scaffolds were evaluated in regard to their physical structure, wetting ability, static and dynamic mechanical behaviour, antimicrobial efficiency and drug release, through scanning electron microscopy, water contact angle measurement, tensile testing and dynamic mechanical analysis, antimicrobial tests and UV-Vis spectroscopy, respectively. Human limbal stem cells, isolated from surgical remains of human cadaveric cornea, were cultured on the PCL/CF and PCL/TiO(2) scaffolds and further identified through immunocytochemistry in terms of cell type thus were stained against p63 marker for limbal stem cells, a nuclear transcription factor and cytokeratin 3 (CK3), a corneal epithelial differentiation marker. The electrospun PCL/CF and PCL/TiO(2) successfully supported the adhesion, proliferation and differentiation of the cultivated limbal cells and provided the antimicrobial effect against Pseudomonas aeruginosa, Staphylococcus aureus and Candida albicans.",2020,Polymers,10.3390/polym12081758,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; carrier; membrane; corneal epithelial; limbal; limbal stem; p63; k3; rat; transplantation; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0474,34572321,Derivation and Characterization of EGFP-Labeled Rabbit Limbal Mesenchymal Stem Cells and Their Potential for Research in Regenerative Ophthalmology.,"The development of cell-based approaches to the treatment of various cornea pathologies, including limbal stem cell deficiency (LSCD), is an area of current interest in regenerative biomedicine. In this context, the shortage of donor material is urgent, and limbal mesenchymal stem cells (L-MSCs) may become a promising cell source for the development of these novel approaches, being established mainly within the rabbit model. In this study, we obtained and characterized rabbit L-MSCs and modified them with lentiviral transduction to express the green fluorescent protein EGFP (L-MSCs-EGFP). L-MSCs and L-MSCs-EGFP express not only stem cell markers specific for mesenchymal stem cells but also ABCG2, ABCB5, ALDH3A1, PAX6, and p63a specific for limbal epithelial stem cells (LESCs), as well as various cytokeratins (3/12, 15, 19). L-MSCs-EGFP have been proven to differentiate into adipogenic, osteogenic, and chondrogenic directions, as well as to transdifferentiate into epithelial cells. The possibility of using L-MSCs-EGFP to study the biocompatibility of various scaffolds developed to treat corneal pathologies was demonstrated. L-MSCs-EGFP may become a useful tool for studying regenerative processes occurring during the treatment of various corneal pathologies, including LSCD, with the use of cell-based technologies.",2021,Biomedicines,10.3390/biomedicines9091134,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; limbal; limbal stem; lsc; p63; abcg2; rabbit; rat,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0558,35750044,"Long-term survival in non-human primates of stem cell-derived, MHC-unmatched corneal epithelial cell sheets.","When corneal epithelial stem cells residing in the corneal limbus become dysfunctional, called a limbal stem cell deficiency (LSCD), corneal transparency is decreased, causing severe vision loss. Transplantation of corneal epithelial cell sheets (CEPS) derived from stem cells, including induced pluripotent stem cells, is a promising treatment for LSCD. However, the potential effect of human leukocyte antigen (HLA) concordance on CEPS transplantation has not been addressed. Here, we show that there is no difference in the immune response to CEPS between HLA-matched and -unmatched peripheral blood mononuclear cells in mixed lymphocyte reactions. CEPS transplantation in cynomolgus monkeys revealed that the immune response to major histocompatibility-unmatched CEPS was not strong and could be controlled by local steroid administration. Furthermore, programmed death ligand 1 was identified as an immunosuppressive molecule in CEPS under inflammatory conditions in vitro. Our results indicate that corneal epithelium has low immunogenicity and allogeneic CEPS transplantation requires mild immunosuppression.",2022,Stem cell reports,10.1016/j.stemcr.2022.05.018,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,sheet; corneal epithelial; corneal epithelium; limbal; transparency; rat; transplantation,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0623,36708851,Highly stable fibronectin-mimetic-peptide-based supramolecular hydrogel to accelerate corneal wound healing.,"Without timely treatment, poor wound healing in corneal injuries can seriously impair vision and lead to blindness. Thus, it is vital to develop a therapeutic strategy to accelerate corneal re-epithelialization. The conjugation of self-assembled motifs with a fibronectin-mimetic peptide sequence (PHSRN) drastically improves the chemical stability of PHSRN against protease hydrolysis and minimally affects its biological activity to promote the migration of corneal epithelial cells. The optimized Nap-FFPHSRN self-assembled into bioactive supramolecular hydrogels increases cell motility by remolding F-actin and boosts the tight junction of the corneal epithelium by increasing the expression of zonula occludens-1 (ZO-1). An in vivo experiment showed that a Nap-FFPHSRN hydrogel provided extended precorneal retention with good ocular tolerance after topical instillation. An animal model of corneal scrape showed that a single daily dose of Nap-FFPHSRN hydrogel had a superior therapeutic effect in facilitating corneal re-epithelialization with complete morphological and architectural recovery. With a rational approach to mimic bioactive proteins, this study presents a new strategy to demonstrate the potential of peptide-based supramolecular hydrogels for use in clinical treatment of corneal injury. STATEMENT OF SIGNIFICANCE: Here we systematically investigate the self-assembly behavior and chemical stability of designed peptide amphiphiles (Nap-FPHRSN, Nap-FFPHSRN and Nap-FFFPHSRN). The introduction of self-assembled motifs (Nap-F, Nap-FF and Nap-FFF) drastically enhances the chemical stability of fibronectin-mimetic peptide (PHSRN). Moreover, topical instillation of Nap-FFPHSRN hydrogel once daily, exhibits a better in vivo effect than PHSRN and the same in vivo effect as fibronectin, both of which are instilled three times daily, for promoting full morphological and architectural recovery after corneal re-epithelialization. As a rational design of conjugating bioactive peptides with self-assembled motifs to mimic bioactive proteins, this work may lead to a new approach that improves the in vivo therapeutic effect for treating corneal injury in clinic settings.",2023,Acta biomaterialia,10.1016/j.actbio.2023.01.047,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; corneal epithelial; corneal epithelium; epithelial cell; re-epithelialization; wound healing; migration; rat; in vivo; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0632,36772078,Detection of Limbal Stem Cells Adhered to Melt Electrospun Silk Fibroin and Gelatin-Modified Polylactic Acid Scaffolds.,"Limbal stem cells (LSCs) are of paramount importance in corneal epithelial tissue repair. The cornea becomes opaque in case of limbal stem cell deficiency (LSCD), which may cause serious damage to the ocular visual function. There are many techniques to restore damaged epithelium, one of which is the transplantation of healthy cultured LSCs, usually onto a human amniotic membrane or onto bio-based engineered scaffolds in recent years. In this study, melt electrospun polylactic acid (PLA) was modified by silk fibroin or gelatin and further cultured with LSCs originating from three different donors. In terms of physicochemical properties, both modifications slightly increased PLA scaffold porosity (with a significantly larger pore area for the PLA/gelatin) and improved the scaffolds' swelling percentage, as well as their biodegradation rate. In terms of the scaffold application function, the aim was to detect/visualize whether LSCs adhered to the scaffolds and to further determine cell viability (total number), as well as to observe p63 and CK3 expressions in the LSCs. LSCs were attached to the surface of microfibers, showing flattened conformations or 3D spheres in the formation of colonies or agglomerations, respectively. All scaffolds showed the ability to bind the cells onto the surface of individual microfibers (PLA and PLA/gelatin), or in between the microfibers (PLA/silk fibroin), with the latter showing the most intense red fluorescence of the stained cells. All scaffolds proved to be biocompatible, while the PLA/silk fibroin scaffolds showed the highest 98% viability of 2.9 × 10(6) LSCs, with more than 98% of p63 and less than 20% of CK3 expressions in the LSCs, thus confirming the support of their growth, proliferation and corneal epithelial differentiation. The results show the potential of these bio-engineered scaffolds to be used as an alternative clinical approach.",2023,Polymers,10.3390/polym15030777,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; membrane; amniotic membrane; corneal epithelial; limbal; limbal stem; p63; k3; cell viability; rat; transplantation; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0819,39298836,Phytic acid-loaded polyvinyl alcohol hydrogel promotes wound healing of injured corneal epithelium through inhibiting ferroptosis.,"As the important barrier of intraocular tissue, cornea is easy to suffer various kinds of injuries. Among them, acute alkali burn is a thorny ophthalmic emergency event, which can lead to corneal persistent epithelial defects, ulcers, and even perforation. Ferroptosis, a mode of regulatory cell death, has been found to play a key role in the process of corneal alkali burn, of which lipid peroxidation and intracellular iron levels are considered to be the possible therapeutic targets. To seek new effective treatments, the study herein focused on the occurrence of oxidative stress and ferroptosis in corneal alkali burn, exploring the role of phytic acid (PA), a natural small molecule with both antioxidant and iron chelating capacity, in the repair of corneal epithelial injury. The in vivo therapeutic results showed that PA eyedrops treatment promoted the recovery of corneal morphology and function, and in vitro experiments proved that PA prompted the repair of oxidative stress induced-corneal epithelial injury through ferroptosis inhibition. In addition, better drug treatment effect could be achieved through hydrogel delivery and sustained release, and our in vivo experiments showed the superior therapeutic effects of PA delivered by PVA hydrogels with larger molecular weights on corneal injury. In summary, this study demonstrated the excellent effect of natural small molecule PA with antioxidant and high efficiency chelating ferrous ions on ferroptosis inhibition, and showed the outstanding application prospect of PVA/PA hydrogels in the treatment of corneal epithelial injury.",2024,Redox biology,10.1016/j.redox.2024.103354,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; corneal epithelial; corneal epithelium; wound healing; barrier; rat; in vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0908,40168696,Decellularized human amniotic member hydrogel promotes limbal stem cells proliferation.,"Allogeneic cultured limbal epithelial stem cell transplantation has shown variable clinical success in treating limbal stem cell deficiency, low success cases are likely due to insufficient stem cell quantity or functional impairment. In this study, we engineered a decellularized amniotic membrane hydrogel (dAM-gel) using a freeze-thaw protocol designed to retain extracellular matrix integrity. Post-processing, collagen content decreased modestly from 313.50 ± 27.89 μg/mg to 284.8 ± 14.82 μg/mg (P = 0.08), while glycosaminoglycan levels shifted from 7.20 ± 1.66 μg/mg to 6.28 ± 0.55 μg/mg (P = 0.27). Crucially, the protocol achieved near-complete DNA removal (7.41 ± 0.78 μg/mg vs. 0.14 ± 0.06 μg/mg) (P < 0.0001), ensuring minimal immunogenicity. Although the dAM-gel demonstrates limited gelation capacity at lower concentrations, it achieves robust gelation at 14 mg/ml, completing the process within 28.26 ± 1.21 minutes. Furthermore, dAM-gel facilitates the migration and proliferation of limbal stem cells, particularly p63 + cells, which are known to correlate with the success of clinical treatments. A plausible explanation for this phenomenon is that dAM-gel contains a high concentration of agrin, which facilitates the proliferation of limbal stem cells while preserving their stemness via the Yap1-cyclin D1 signaling pathway. In conclusion, dAM-gel derived from amniotic membrane presents therapeutic promise for treating limbal stem cell deficiency by enhancing the proliferation of limbal stem cells while maintaining their stem cell phenotype.",2025,"Colloids and surfaces. B, Biointerfaces",10.1016/j.colsurfb.2025.114656,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,membrane; hydrogel; amniotic membrane; limbal; limbal stem; p63; migration; rat; transplantation; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
PUBMED_0933,40444446,Chirality Regulates Stem Cell Fate and Promotes Corneal Epithelial Regeneration via Manipulating Notch Pathway.,"The differentiation and stemness maintenance of stem cells are the core topics in cell biology and regenerative medicine, involving cell fate determination, developmental regulation and tissue regeneration. Chirality is an essential factor influencing multiple biological processes, including protein interactions, stem cell development and disease pathogenesis. However, its roles in regulating stem cells fate, especially limbal epithelial stem cells (LESCs), remain elusive. Herein, it is first discovered that right-handed chiral hydrogel (DH) enhanced LESCs proliferation, migration, and differentiation into corneal epithelial cells, while left-handed chiral hydrogel (LH) can partially preserve LESCs stemness. Further in vivo experiments demonstrated that 3D DH effectively accelerated corneal wound healing process, inhibited both inflammation and vascularization in a partial limbal stem cell deficiency model. Mechanistically, DH activates Notch signaling by increasing its stereo-affinity to Notch1, facilitating Notch intracellular domain release and HES1 transcription, thereby directing LESCs fate. Collectively, this work highlights the novel role of chirality in LESCs fate determination and confirms DH as a drug-free, effective approach for corneal epithelial regeneration, offering a new direction for regenerative medicine and tissue engineering.",2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202504732,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; corneal epithelial; limbal; limbal stem; wound healing; migration; rat; in vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition
