screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision,refined_top_tier_decision,refined_top_tier_reason,strict_retrieval_score,strict_retrieval_reason,has_clinical,has_in_vivo,has_ex_vivo,has_material,has_benchmark,has_reconstruction,strict_retrieval_group,inferred_layer_from_title_abstract,layer_label_audit_decision,has_endothelium_terms,has_epithelium_limbus_terms,has_stroma_terms,has_multiple_layer_terms
PUBMED_0469,34552187,Optimization of polycaprolactone - based nanofiber matrices for the cultivation of corneal endothelial cells.,"Posterior lamellar transplantation of the eye' s cornea (DSAEK, DMEK) currently is the gold standard for treating patients with corneal endothelial cell and back surface pathologies resulting in functional impairment. An artificial biomimetic graft carrying human corneal endothelium could minimize the dependency on human donor corneas giving access to this vision-restoring surgery to large numbers of patients, thus reducing current long waiting lists. In this study, four groups of electrospun nanofibrous scaffolds were compared: polycaprolactone (PCL), PCL/collagen, PCL/gelatin and PCL/chitosan. Each of the scaffolds were tissue-engineered with human corneal endothelial cells (HCEC-B4G12) and analyzed with regard to their potential application as artificial posterior lamellar grafts. Staining with ZO-1 and Na(+)/K(+)-ATPase antibodies revealed intact cell functionalities. It could be shown, that blending leads to decreasing contact angle, whereby a heterogeneous blend morphology could be revealed. Scaffold cytocompatibility could be confirmed for all groups via live/dead staining, whereby a significant higher cell viability could be observed for the collagen and gelatine blended matrices with 97 ± 3% and 98 ± 2% living cells respectively. TEM images show the superficial anchoring of the HCECs onto the scaffolds. This work emphasizes the benefit of blended PCL nanofibrous scaffolds for corneal endothelial keratoplasty.",2021,Scientific reports,10.1038/s41598-021-98426-6,C4_endothelium,1,Include,,endothelium,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added endothelial core from medium-priority screen,4,scaffold; dmek; dsaek; corneal endothelial cell; hcec; endothelial cells; na(+)/k(+)-atpase; zo-1; transplantation; surgery,Add to core candidate,Add to endothelial core,Clear endothelial tissue-engineering biomaterial/carrier/scaffold signal with functional or translational relevance.,,,,,,,,,,15,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; layer-balancing priority,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist,endothelium,label_ok,yes,no,yes,no
PUBMED_0320,32781567,Poly(ε-caprolactone) Titanium Dioxide and Cefuroxime Antimicrobial Scaffolds for Cultivation of Human Limbal Stem Cells.,"Limbal Stem Cell Deficiency (LSCD) is a very serious and painful disease that often results in impaired vision. Cultivation of limbal stem cells for clinical application is usually performed on carriers such as amniotic membrane or surgical fibrin gel. Transplantation of these grafts is associated with the risk of local postoperative infection that can destroy the graft and devoid therapeutic benefit. For this reason, electrospun scaffolds are good alternatives, as proven to mimic the natural cells surroundings, while their fabrication technique is versatile with regard to polymer functionalization and scaffolds architecture. This study considers the development of poly(ε-caprolactone) (PCL) immune-compatible and biodegradable electrospun scaffolds, comprising cefuroxime (CF) or titanium dioxide (TiO(2)) active components, that provide both bactericidal activity against eye infections and support of limbal stem cells growth in vitro. The PCL/CF scaffolds were prepared by blend electrospinning, while functionalization with the TiO(2) particles was performed by ultrasonic post-processing treatment. The fabricated scaffolds were evaluated in regard to their physical structure, wetting ability, static and dynamic mechanical behaviour, antimicrobial efficiency and drug release, through scanning electron microscopy, water contact angle measurement, tensile testing and dynamic mechanical analysis, antimicrobial tests and UV-Vis spectroscopy, respectively. Human limbal stem cells, isolated from surgical remains of human cadaveric cornea, were cultured on the PCL/CF and PCL/TiO(2) scaffolds and further identified through immunocytochemistry in terms of cell type thus were stained against p63 marker for limbal stem cells, a nuclear transcription factor and cytokeratin 3 (CK3), a corneal epithelial differentiation marker. The electrospun PCL/CF and PCL/TiO(2) successfully supported the adhesion, proliferation and differentiation of the cultivated limbal cells and provided the antimicrobial effect against Pseudomonas aeruginosa, Staphylococcus aureus and Candida albicans.",2020,Polymers,10.3390/polym12081758,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,scaffold; carrier; membrane; corneal epithelial; limbal; limbal stem; p63; k3; rat; transplantation; clinical,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",20,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
PUBMED_0392,33586332,Limbal Stem Cells on Bacterial Nanocellulose Carriers for Ocular Surface Regeneration.,"Limbal stem cells (LSCs) are already used in cell-based treatments for ocular surface disorders. Clinical translation of LSCs-based therapies critically depends on the successful delivery, survival, and retention of these therapeutic cells to the desired region. Such a major bottleneck could be overcome by using an appropriate carrier to provide anchoring sites and structural support to LSC culture and transplantation. Bacterial nanocellulose (BNC) is an appealing, yet unexplored, candidate for this application because of its biocompatibility, animal-free origin and mechanical stability. Here, BNC as a vehicle for human embryonic stem cells-derived LSC (hESC-LSC) are investigated. To enhance cell-biomaterial interactions, a plasma activation followed by a Collagen IV and Laminin coating of the BNC substrates is implemented. This surface functionalization with human extracellular matrix proteins greatly improved the attachment and survival of hESC-LSC without compromising the flexible, robust and semi-transparent nature of the BNC. The surface characteristics of the BNC substrates are described and a preliminary ex vivo test in simulated transplantation scenarios is provided. Importantly, it is shown that hESC-LSC retain their self-renewal and stemness characteristics up to 21 days on BNC substrates. These results open the door for future research on hESC-LSC/BNC constructs to treat severe ocular surface pathologies.",2021,"Small (Weinheim an der Bergstrasse, Germany)",10.1002/smll.202003937,A3_epithelium_limbus;D3_full_thickness_multilayer,2,Include,,epithelium_limbus,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,20,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
PUBMED_0202,31545477,Culture and characterization of human dental pulp‑derived stem cells as limbal stem cells for corneal damage repair.,"Limbal stem cell deficiency (LSCD) is one of the leading causes of corneal damage. Injury or inflammation in the cornea causes LSCD, which may be unilateral or bilateral depending upon the cause. Limbal epithelial cell implants successfully improve vision in patients with chemical injury‑induced LSCD. Transplantation of cultured epithelial stem cells has become a treatment of choice for numerous patients with LSCD. Bilateral LSCD is frequently observed in the general population, where no residual stem cells are available for ex vivo culture. Allografts are associated with a high risk of rejection, neoplasia, and disease transmission. In this respect, allogenic cell populations from other regions in the patient may substitute for allogenic material. In the present study, dental pulp stem cells were cultured in limbal stem cell media and these cells were characterized against limbal stem cells, revealing the significance of using dental pulp stem cell treatment in bilateral LSCD. The morphology and culture pattern of both limbal and dental pulp stem cells grown in limbal stem‑specific media were similar. Polymerase chain reaction analysis revealed that stem cell markers were highly expressed in limbal stem cells compared to in dental pulp stem cells, regardless of the medium and scaffold in which they were grown. Although dental pulp stem cell molecular expression is quite low at the transcript level, the functional protein level according to immunocytochemistry and western blot analyses demonstrated that stem cells and corneal differentiation molecule levels were quite high, indicating their potential as limbal stem cells in the respective microenvironment.",2019,Molecular medicine reports,10.3892/mmr.2019.10691,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,3,scaffold; limbal; limbal stem; lsc; rat; ex vivo; transplantation,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,7,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",18,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,yes,yes,no,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
PUBMED_0832,39425087,Comparative evaluation of autologous tissue-engineered ocular and oral mucosal tissue grafts- a prospective randomized controlled trial.,"BACKGROUND: Bilateral ocular surface disease resulting from Stevens Johnson Syndrome (SJS) and chemical injuries are visually debilitating and difficult to treat. Ocular surface reconstruction by various means has been reported with variable results. This study addresses an unmet need for a prospective clinical trial comparing the outcomes of transplanting autologous oral and conjunctival epithelial cell constructs on human amniotic membrane by ex vivo tissue engineering. METHODS: A prospective, randomized controlled clinical trial was prospectively applied for registration, with the clinical trial registry of India (CTRI), with the approval of the Institute Ethics Committee number IEC/NP-99/11.04.2014 and CTRI No. REF/2018/10/021791, the study also registered with the WHO-recognized trial registry, International Standard Randomised Controlled Trial Number (ISRCTN) registration reference number 45780. The study was conducted to compare clinical outcomes of two different tissue-engineered cell grafts, Cultivated Oral Mucosal Epithelial Transplantation (COMET) and Conjunctival Cultivated Epithelial Transplantation (CCET) for ocular surface reconstruction in patients with bilateral ocular surface disease due to Stevens-Johnson Syndrome or chemical injuries. Fifty patients were enrolled and randomized to either the COMET or CCET group. A uniform pre-op and post-op protocol using standard medications was followed for all patients Parameters assessed at baseline, day 1, 1 week, 2 weeks, 1 month, 2 months, 3 months and 6 months postoperatively included patient comfort, best corrected visual acuity (BCVA), ocular surface status and corneal clarity. The efficacy was measured in terms of improvement of vision, reduction in vascularization, symblepharon and corneal clarity. RESULTS: In the study, 50 patients (50 eyes; mean ages of 29 ± 15.86 years and 26.36 ± 10.85 years, respectively; range, 12-65 years) were enrolled, with 25 patients each in the COMET and CCET groups. Out of them, 36% were female and 64% were male; the causes were Steven Johnson syndrome (48), and chemical injury (2). Mean pre-operative BCVA was log MAR 1.73 ± 0.57 for COMET and 1.99 ± 0.33 for the CCET group. Pre-operatively all 50 enrolled patients had opaque corneas pre-operatively, symblepharon that extended to the cornea categorised as grade 3 and corneal vascularization that went beyond the pupil's boundary into the central zone encluaching on the visual axis. The minimal follow-up time was six months. Following surgery postoperatively, the BCVA considerably improved in the COMET group by 1.51 ± 0.58 compared to the CCET group by 1.91 ± 0.33 at 3 months. BCVA at 6 months was 1.73 ± 0.56 in the COMET group and 1.99 ± 0.31 in the CCET group, which is not statistically significant and comparable to the BCVA before surgery. The corneal clarity was significantly improved in COMET group 25 eye (100%) at 2 month, 3month and 19 eye (76%), 6eye (24%) at 6 months when compared to CCET group 15 eye improved (60%), 9 eyes (36%) not improved and one eye with opaque cornea (4%) at 2 months. 22 eye (88%) had not improved, 2 eye (8%) opaque cornea and 1 eye (4%) improved at 3 months. At 6 months 21 eye (84%) were not improved, 4 eye (16%) eye became opaqued at 6 months. Compared to preoperative conditions, both groups had improved corneal clarity significantly (p > 0.005). Of the 50 patients with grade 3 symblepharon extended to the cornea, were completely resolved 19 (76%) in COMET group when compared to CCET group 22 eye (88%) not improved. Similarly, 19 eye (76%) had a improvement in corneal vascularization when compared to the CCET group not improved 25 eye (100%) at 6months. No adverse event was observed in any of either group during the follow up periods. CONCLUSION: Both cell types are effective to restore the ocular surface integrity in bilateral ocular surface disease. Whereas COMET is safe and efficacious in terms of improvement of clinical parameters including, BCVA, corneal clarity, reduction in vascularization and preventing the recurrence of symblepharon postoperatively 3months and 6 months. In addition, the CCET group maintained the stability of the ocular surface and had improvement in corneal clarity and a decrease in vascularization at 3 months compared to their pre-operative characteristics.",2024,BMC biotechnology,10.1186/s12896-024-00876-z,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,3,membrane; construct; amniotic membrane; ocular surface; epithelial cell; rat; ex vivo; transplantation,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,7,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",18,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,yes,yes,no,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
PUBMED_1016,41379646,Descemet Membrane Versus Amniotic Membrane for Limbal Stem Cell Therapy.,"PURPOSE: To compare biomarker expression and proliferation rates of limbal epithelial stem cells (LESCs) cultured on Descemet membrane (DM) versus amniotic membrane (AM). To investigate the suitability of DM as a potential long-term scaffold for transplantation of cultivated limbal stem cells on the ocular surface. METHODS: Donor limbal epithelial cells were pooled, reseeded, and expanded on decellularized DM and AM. LESC biomarker expression was assessed by In-Cell Western and immunocytochemical staining. Cell proliferation was evaluated by BrdU incorporation. Airlift organ cultures were performed on DM-limbal tissue constructs and analyzed with 3D immunofluorescence microscopy to determine if DM could support stratified epithelial growth. Suitability of DM as a potential long-term scaffold for cultured LESCs on the cornea was assessed by evaluating transparency and resistance to collagenase digestion versus AM. RESULTS: Cultured cells exhibited higher expression of putative LESC markers (ABCG2, ABCB5), lower expression of transient amplifying cell marker (p63α), and lower cell proliferation rates on DM versus AM, indicating DM maintained LESC stemness better than AM. Under airlifting conditions, cells on DM stratified with differentiation and expression of corneal epithelial cell biomarkers in superficial layers, while maintaining LESC biomarker expression in basal layers. DM was more transparent and resistant to collagenase digestion than AM. CONCLUSIONS: DM promotes LESC stemness better than AM in ex vivo culture and can support stratified corneal epithelium. DM is also a more transparent and potentially durable epithelial scaffold than AM. DM is a promising new alternative to AM for limbal stem cell therapy.",2026,Cornea,10.1097/ICO.0000000000004073,A3_epithelium_limbus;D3_full_thickness_multilayer,2,Include,,epithelium_limbus,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,18,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; layer-balancing priority,yes,yes,yes,yes,yes,no,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,yes,yes,no,no
PUBMED_0010,29040119,Prospective Clinical Trial of Corneal Reconstruction With Biomaterial-Free Cultured Oral Mucosal Epithelial Cell Sheets.,"PURPOSE: To investigate the efficacy and safety of transplantation with biomaterial-free cultured oral mucosal epithelial cell sheets (COMECs) for ocular reconstruction in subjects with total limbal stem cell deficiency. METHODS: A prospective clinical trial (NCT02149732) was conducted in 8 subjects with total limbal stem cell deficiency after approval from the institutional review board of Seoul National University Hospital (H-0707-043-213) and the Ministry of Food and Drug Safety of Korea. COMECs were prepared in a culture system without the use of any temperature-sensitive polymers or carriers. The COMECs were transplanted without suture fixation. Four subjects underwent penetrating keratoplasty after stabilization of the COMEC transplant. Stable epithelialization, changes in visual acuity, and postoperative complications were evaluated for 6 months. Corneal cytokeratins (K) of 4 subjects who underwent penetrating keratoplasty were stained with an immunofluorescent agent. RESULTS: The ocular surface was successfully reconstructed in 6 eyes. Complete stable epithelialization was achieved within a mean of 53.6 days. Visual improvement (≥2 lines) was achieved in 62.5% of the eyes. K12 (corneal phenotype), K4, and K13 (mucosal phenotype) were well expressed in grafts after keratoplasty, whereas K1, K8, and K19 were barely expressed. No ocular infections, local tumor formation, or remarkable systemic complications were observed. Ocular reconstruction using COMECs failed in 2 eyes, which had full symblepharon in 4 quadrants. CONCLUSIONS: Transplanting biomaterial-free COMECs seems to be an efficient and safe procedure to reconstruct the ocular surface in patients who are completely limbal stem cell deficient without a full symblepharon.",2018,Cornea,10.1097/ICO.0000000000001409,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,carrier; sheet; construct; limbal; limbal stem; ocular surface; k12; rat; transplantation; clinical,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,10,strong reconstruction/regeneration relevance; scaffold/carrier/material present; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",17,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
PUBMED_0056,29691018,Carboxymethyl chitosan/gelatin/hyaluronic acid blended-membranes as epithelia transplanting scaffold for corneal wound healing.,"There is an unmet need for an optimal scaffold as cell transplantation carrier to induce corneal reconstruction. In this study, a blend membrane was prepared with carboxymethyl chitosan (CMCTS), gelatin, and hyaluronic acid. To investigate its cytocompatibility, primary rabbit corneal epithelial cells (CEpCs) were seeded on it and growth and proliferation were evaluated. The blend membrane was found to be transparent, biodegradable, and suitable for CEpCs attachment and proliferation, which could maintain the epithelial cell-like protein expression of CEpCs. The combination of CEpCs and CMCTS-blended membrane (CEpCs/CMCTS membrane) was used to treat alkali-induced corneal damage in rabbits and healing effects were evaluated by visual observation, slit lamp, hematoxylin-eosin and immunofluorescence staining. CEpCs/CMCTS membrane could improve corneal epithelial reconstruction significantly and restore cornea transparency and thickness. Hence, this combination treatment may serve as a rapid and effective way for corneal wound healing.",2018,Carbohydrate polymers,10.1016/j.carbpol.2018.03.033,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,scaffold; carrier; membrane; corneal epithelial; epithelial cell; wound healing; transparency; rabbit; rat; transplantation,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",17,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
PUBMED_0099,30279555,Comparative study of substrate free and amniotic membrane scaffolds for cultivation of limbal epithelial sheet.,"Transplantation of cultivated limbal epithelial transplantation has been proven to restore the corneal surface in limbal stem cell deficiency (LSCD). Here we comparatively investigated the optimized conditions and the efficiency of limbal epithelial sheet growth in three media conditions as well as with substrate free (transwell), human amniotic membrane (HAM) sutured onto transwell inserts (HAMTW), and HAM slide scaffold (HAMS). Outcomes evaluated were outgrowth sheet size from limbal explants, expression of stem/progenitor cell markers p63α, ABCG2 and CK15, and colony formation efficiency (CFE). Additionally, limbal epithelial sheets on HAMS were transplanted into corneas of LSCD rabbit models. Limbal epithelial sheets with 5% human AB serum showed the greatest increase in ABCG2 efflux activity (JC1(low)), p63α expression, and CFE compared in both conditions without HAM and with HAM, respectively. The outgrowth sheet size, cell yield, and Ki67 expression were increased in limbal epithelial sheets on HAMS compared to transwell and HAMTW. ABCG2 efflux activity, p63α and CK15 expressions, and CFE were also increased in limbal epithelial sheets on HAMS as well. In corneas of transplanted rabbit LSCD models, p63α expressions were noted in the basal layers and CK12 expressions were observed in superficial layers. Cultivation of limbal epithelial sheet on HAMS with xeno-free medium enhances the growth and stemness of limbal epithelial sheets.",2018,Scientific reports,10.1038/s41598-018-32914-0,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,scaffold; substrate; membrane; limbal; limbal stem; lsc; p63; k12; abcg2; rabbit; rat; transplantation,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,10,strong reconstruction/regeneration relevance; scaffold/carrier/material present; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",17,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
PUBMED_0104,30323996,Universal Corneal Epithelial-Like Cells Derived from Human Embryonic Stem Cells for Cellularization of a Corneal Scaffold.,"PURPOSE: We generated universal corneal epithelial cells (CEC) from human embryonic stem cells (hESC) by genetically removing human leukocyte antigens (HLA) class I from the cell surface. METHODS: The serum-free, growth factor-free, and defined medium E6 was used to differentiate hESC to CEC. Decellularized murine corneas were recellularized with hESC-derived CEC. Using CRISPR/Cas9, β-2-microglobulin (B2M) was deleted in hESC to block the assembly of HLA class-I antigens on the cell surface to generate B2M (-/-) CEC. RESULTS: E6 alone was sufficient to allow hESC differentiation to CEC. A time-course analysis of the global gene expression of the differentiating cells indicates that the differentiation closely resembles the corneal development in vivo. The hESC-CEC were highly proliferative, and could form multilayer epithelium in decellularized murine cornea, retain its transparency, and form intact tight junctions on its surface. As reported before, B2M knockout led to the absence of HLA class-I on the cell surface of hESC and subsequently derived CEC following stimulation with inflammatory factors. Moreover, B2M (-/-) CEC, following transplantation into mouse eyes, caused less T-cell infiltration in the limbal region of the eye than the wild-type control. CONCLUSIONS: CEC can be derived from hESC via a novel and simple protocol free of any proteins, hESC-CEC seeded on decellularized animal cornea form tight junctions and allow light transmittance, and B2M (-/-) CEC are hypoimmunogenic both in vitro and in vivo. TRANSLATIONAL RELEVANCE: B2M (-/-) hESC-CEC can be an unlimited and universal therapy for corneal repair in patients of any HLA type.",2018,Translational vision science & technology,10.1167/tvst.7.5.23,A3_epithelium_limbus;D3_full_thickness_multilayer,2,Include,,epithelium_limbus,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,17,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,yes
PUBMED_0120,30548137,An in situ hydrogel based on carboxymethyl chitosan and sodium alginate dialdehyde for corneal wound healing after alkali burn.,"There is currently no optimal scaffold for the transplantation of limbal stem cells (LSCs) to induce corneal reconstruction after corneal alkali burns. This study attempts to fabricate a novel in situ Alginate-Chitosan hydrogel (ACH) for LSCs transplantation. Sodium alginate dialdehyde (SAD), a biological crosslinker, was prepared by periodate-mediated sodium alginate oxidization. Carboxymethyl chitosan was rapidly crosslinked with SAD via Schiff's base formation between the available aldehyde and amino groups. The ACH is rapidly formed on the wound surface by self-crosslinking without adding any chemical crosslinking component. Gelation time, transmittance, microscopic structure, equilibrium swelling, cytotoxicity, histocompatibility and degradability of the hydrogel were all examined. Rabbit primary LSCs were encapsulated in the hydrogel and transplanted to alkali burn wounds in vivo. Cornea reconstruction was evaluated by visual observation, slit lamp, histological analysis, and immunofluorescence staining. Results showed that the in situ hydrogel was highly transparent, gelated quickly, biocompatible, and had low cytotoxicity. LSCs cultured in vitro expressed the stem marker p63 but lacked the differentiated epithelial markers cytokeratin 3 and 12. Furthermore, the hydrogel encapsulating LSCs could be formed quickly on the alkali burn wound of the cornea and was shown to significantly improve epithelial reconstruction. Taken together, treatment with this novel in situ hydrogel-mediated LSC transplantation system may serve as a rapid and effective method for corneal wound healing. © 2018 The Authors. Journal of Biomedical Materials Research Part A published by Wiley Periodicals, Inc. J Biomed Mater Res Part A: 107A: 742-754, 2019.",2019,Journal of biomedical materials research. Part A,10.1002/jbm.a.36589,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,scaffold; hydrogel; construct; limbal; limbal stem; lsc; wound healing; p63; rabbit; rat; in vivo,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; scaffold/carrier/material present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",17,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
